"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",7,4.6,1.791925,1,0
"München","Deutschland :de:",6.6,2.5,0,1,0
"Hamburg","Deutschland :de:",7.2,5.1,1.13547777777778,1,0
"Köln","Deutschland :de:",7.4,3.9,3.57070555555556,1,0
"Dresden","Deutschland :de:",6.6,4.9,0,1,0
"Leipzig","Deutschland :de:",6.6,4.7,0,1,0
"Frankfurt am Main","Deutschland :de:",6.6,5.4,0,0,0.2
"Freiburg im Breisgau","Deutschland :de:",5.8,3.7,0,0,1.1
"Berchtesgaden","Deutschland :de:",7.6,2.9,5.72862777777778,1,0
"Garmisch-Partenkirchen","Deutschland :de:",8,8.8,7.05999444444444,1,0
"Binz (Rügen)","Deutschland :de:",6.6,4.8,0.141938888888889,0,0.3
"Heringsdorf (Usedom)","Deutschland :de:",7.4,3.7,3.379975,1,0
"Westerland (Sylt)","Deutschland :de:",7,5.9,0.64055,1,0
"Wernigerode (Harz)","Deutschland :de:",6.4,1.7,0,0,0.3
"Cochem (Mosel)","Deutschland :de:",6.4,4.1,0,1,0
"Kempten (Allgäu)","Deutschland :de:",6.4,0.4,0,1,0
"Nürnberg","Deutschland :de:",6.8,5.8,0,1,0
"Münster","Deutschland :de:",6.6,4.1,0,1,0
"Stuttgart","Deutschland :de:",6.4,4.4,0,0,0.2
"Norderney","Deutschland :de:",6.6,4.2,0,1,0
"Erfurt","Deutschland :de:",6.6,3.7,0,1,0
"Bremen","Deutschland :de:",7,5,0.770611111111111,1,0
"Timmendorfer Strand","Deutschland :de:",7.8,5.8,5.36969444444444,1,0
"Karlsbad","Tschechien :cz:",6.6,3.2,0,1,0
"Enschede","Niederlande :nl:",6.6,4.3,0,1,0
"Pilsen","Tschechien :cz:",6.4,4.3,0,0,0.1
"Maastricht","Niederlande :nl:",7.6,3.5,6.57210555555556,1,0
"Giethoorn","Niederlande :nl:",6.6,4.1,0,1,0
"Groningen","Niederlande :nl:",6.6,3.5,0,1,0
"Eindhoven","Niederlande :nl:",7.8,4.3,6.17758333333333,1,0
"Prag","Tschechien :cz:",6.6,4.2,0,1,0
"Luxemburg","Luxemburg :lu:",6.4,2.5,0,1,0
"Straßburg","Frankreich :fr:",5.8,4.3,0,0,0.5
"Amsterdam","Niederlande :nl:",6.6,4,0,1,0
"Dinant","Belgien :be:",7.6,4.7,6.29322777777778,1,0
"Rotterdam","Niederlande :nl:",6.6,4.3,0,1,0
"Antwerpen","Belgien :be:",7.8,4.1,6.44356111111111,1,0
"Zandvoort","Niederlande :nl:",6.4,4.5,0,1,0
"Český Krumlov","Tschechien :cz:",6.4,2.6,0,0,0.2
"Terschelling","Niederlande :nl:",6.6,5.1,0,1,0
"Noordwijk","Niederlande :nl:",6.4,4.3,0,1,0
"Bergen aan Zee","Niederlande :nl:",6.6,4.1,0,1,0
"Nancy","Frankreich :fr:",6.2,4.9,0,0,0.3
"Brüssel","Belgien :be:",7.8,2.9,6.251325,1,0
"Texel","Niederlande :nl:",6.6,5.3,0,1,0
"Scheveningen","Niederlande :nl:",6.4,4.3,0,1,0
"Fåborg","Dänemark :dk:",6.8,5.8,0,1,0
"Salzburg","Österreich :at:",7.6,3.9,5.72862777777778,1,0
"Renesse","Niederlande :nl:",6.8,4.5,0.0341,1,0
"Linz","Österreich :at:",7.8,7.2,6.60388333333333,0,0.2
"Zürich","Schweiz :ch:",6.6,2.7,0,1,0
"Basel","Schweiz :ch:",6.2,3.2,0,0,0.2
"Innsbruck","Österreich :at:",8,6.7,7.10222222222222,1,0
"Domburg","Niederlande :nl:",7.2,4.2,2.29813333333333,1,0
"Breslau","Polen :pl:",6.8,3.5,0.0654972222222222,1,0
"Køge","Dänemark :dk:",6.8,5.2,0,1,0
"Posen","Polen :pl:",7.6,3.1,4.18806666666667,1,0
"Zell am See","Österreich :at:",8,7.6,7.27283888888889,1,0
"Brügge","Belgien :be:",7.4,3.8,5.23089166666667,1,0
"Hallstatt","Österreich :at:",8,8.2,7.162475,1,0
"Luzern","Schweiz :ch:",6.4,3.3,0,1,0
"De Haan","Belgien :be:",7.4,4.3,5.08966944444444,1,0
"Ostende","Belgien :be:",6.8,4.2,1.24256944444444,1,0
"Kopenhagen","Dänemark :dk:",7.4,4.9,3.70582777777778,1,0
"Malmö","Schweden :se:",6.6,4.9,0,1,0
"Brünn","Tschechien :cz:",6.2,4.8,0,1,0
"Meran","Italien :it:",7,6.8,5.45509444444444,1,0
"Bern","Schweiz :ch:",6.4,3.6,0,1,0
"Bornholm","Dänemark :dk:",6.6,4.8,0,1,0
"Aarhus","Dänemark :dk:",6.8,5.4,0.829277777777778,1,0
"St. Moritz","Schweiz :ch:",5.4,0.2,5.56373333333333,0,0
"Hvide Sande","Dänemark :dk:",7,5.7,0.0238861111111111,1,0
"Interlaken","Schweiz :ch:",7.6,4.8,7.08108055555556,1,0
"Bozen","Italien :it:",7,8.2,5.57951944444444,1,0
"Wien","Österreich :at:",5.6,4.1,0,0,4.1
"Dijon","Frankreich :fr:",6,6.7,0,0,0.2
"Ostrava","Tschechien :cz:",6.4,2.6,0,1,0
"Klagenfurt am Wörthersee","Österreich :at:",5.2,4.8,0,0,0.9
"Riva del Garda","Italien :it:",2.8,11.4,6.56028333333333,0,0
"Graz","Österreich :at:",5.4,4.6,0,0,3.8
"Le Touquet-Paris-Plage","Frankreich :fr:",6.4,8.2,0,0,0.8
"Bratislava","Slowakei :sk:",5.8,4.7,0,0,2.8
"Zermatt","Schweiz :ch:",2.6,5.5,7.44095833333333,0,0
"Bled","Slowenien :si:",3.1,3.7,0,0,0.5
"Paris","Frankreich :fr:",6.4,6.7,0,0,0.4
"Norwich","England :gb-eng:",6.8,6.8,0,1,0
"Ipswich","England :gb-eng:",6.8,7.6,0,1,0
"Katowice","Polen :pl:",6.4,0.6,0,1,0
"Torri del Benaco","Italien :it:",2.8,13.6,4.21703333333333,0,0
"Genf","Schweiz :ch:",7.6,5.3,6.52190555555556,1,0
"Sirmione","Italien :it:",2.2,11.7,2.36188055555556,0,0
"Mailand","Italien :it:",1.8,11,0.762130555555556,0,0
"Danzig","Polen :pl:",7.4,2.7,4.31580833333333,1,0
"Maribor","Slowenien :si:",6,3.3,0,0,0.8
"Ljubljana","Slowenien :si:",5.8,6.7,0,1,0
"Annecy","Frankreich :fr:",7.4,7.7,6.90855277777778,0,0.2
"Venedig","Italien :it:",2.6,12.2,5.71714722222222,0,0
"Triest","Italien :it:",2.8,12.3,7.536175,0,0
"Cambridge","England :gb-eng:",5.6,7.1,0,0,3
"Krakau","Polen :pl:",6.6,1.2,0,1,0
"Skagen","Dänemark :dk:",6.4,5.9,0,1,0
"London","England :gb-eng:",6.8,8.8,0,1,0
"Göteborg","Schweden :se:",6.6,3.4,0,1,0
"Brighton","England :gb-eng:",7,9,0,1,0
"Zakopane","Polen :pl:",7.6,0.5,6.98819722222222,1,0
"Lyon","Frankreich :fr:",6,8,0.43305,0,0.2
"Bourges","Frankreich :fr:",6.2,6.6,0,1,0
"Rovinj","Kroatien :hr:",3,13.7,7.01913333333333,0,0
"Balaton","Ungarn :hu:",6.8,5.4,0,1,0
"Zagreb","Kroatien :hr:",6.2,6.9,0,0,0.2
"Deauville","Frankreich :fr:",6.4,7.9,0,1,0
"Warschau","Polen :pl:",6.4,2,0,0,0.1
"Hohe Tatra (Tatranská Lomnica)","Slowakei :sk:",7.8,0.8,6.957175,1,0
"Pula","Kroatien :hr:",3,13.3,6.94964722222222,0,0
"Budapest","Ungarn :hu:",6.8,5.2,0.204069444444444,1,0
"Kristiansand","Norwegen :no:",6.2,4.2,0,1,0
"Oxford","England :gb-eng:",6.8,7.9,0,1,0
"Cinque Terre","Italien :it:",3,14.9,6.87231111111111,0,0
"Isle of Wight","England :gb-eng:",7.2,10.3,0.288808333333333,1,0
"Le Mans","Frankreich :fr:",6.6,6.2,0,1,0
"Clermont-Ferrand","Frankreich :fr:",5.2,6.6,0,0,0.9
"York","England :gb-eng:",6,7,0,0,0.6
"Plitvicer Seen","Kroatien :hr:",5.4,2.2,0,0,0.5
"Rimini","Italien :it:",4.4,12.2,0,0,2
"Viareggio","Italien :it:",3.2,16.7,7.622525,0,0
"Birmingham","England :gb-eng:",6.8,6.8,0,1,0
"Florenz","Italien :it:",7,13.7,4.31735555555556,1,0
"Bournemouth","England :gb-eng:",7.8,8.1,4.69409166666667,1,0
"Sanremo","Italien :it:",3.2,17.1,6.92420833333333,0,0
"Monaco","Monaco :mc:",3,15.2,7.54320277777778,0,0
"Bath","England :gb-eng:",6.2,7.8,0,0,0.6
"Klaipėda","Litauen :lt:",6,3.2,0,0,0.6
"Visby (Gotland)","Schweden :se:",6.6,3.9,0.0720861111111111,1,0
"Nizza","Frankreich :fr:",3.2,16.4,6.67986111111111,0,0
"Manchester","England :gb-eng:",5.4,7.3,0,0,5.4
"Newcastle upon Tyne","England :gb-eng:",5.4,7.4,0,0,2.1
"Zadar","Kroatien :hr:",6.4,13.1,0.0125777777777778,1,0
"Cannes","Frankreich :fr:",3,14.1,7.76846944444445,0,0
"Saint Helier","Jersey :je:",8,9,6.14541944444445,1,0
"Avignon","Frankreich :fr:",3.5,11.9,7.08473055555555,0,0
"Saint-Malo","Frankreich :fr:",7.6,8.3,5.39601111111111,1,0
"Liverpool","England :gb-eng:",6.6,7.6,0,1,0
"Cardiff","Wales :gb-wls:",6.2,8.4,0,0,0.6
"Debrecen","Ungarn :hu:",8,5.8,7.17489444444444,1,0
"Windermere (Lake District)","England :gb-eng:",4.8,6.2,0,0,13.8
"Portoferraio (Elba)","Italien :it:",2.8,16.1,5.84826388888889,0,0.1
"Oslo","Norwegen :no:",6.4,1.4,0,1,0
"Marseille","Frankreich :fr:",3.7,14,7.63668611111111,0,0
"Montpellier","Frankreich :fr:",3,13,6.40116388888889,0,0
"Calvi","Frankreich :fr:",6.6,18,0.361541666666667,1,0
"Novi Sad","Serbien :rs:",7.8,7.2,7.39635277777778,1,0
"Split","Kroatien :hr:",4,12.3,0,0,4.1
"Saint-Nazaire","Frankreich :fr:",7.4,11.3,6.21715,0,0.3
"La Rochelle","Frankreich :fr:",8,10.4,6.65683888888889,1,0
"Plymouth","England :gb-eng:",7,8.5,4.01502777777778,0,1.5
"Stockholm","Schweden :se:",6.6,1.9,0,1,0
"Edinburgh","Schottland :gb-sct:",6.2,7.7,0,0,0.3
"Sarajevo","Bosnien-Herzegowina :ba:",6.6,4.2,3.39795555555556,1,0
"Douglas","Isle of Man :im:",6.6,7.4,0,1,0
"Belgrad","Serbien :rs:",7.8,7.3,7.62891944444444,1,0
"Ajaccio","Frankreich :fr:",3,16.7,6.94485,0,0.1
"Bergen","Norwegen :no:",6.6,5,0,1,0
"Mostar","Bosnien-Herzegowina :ba:",3.3,13.6,0.330475,0,4
"Uppsala","Schweden :se:",6.6,1.1,0,1,0
"Rom","Italien :it:",5.6,15,0,0,0.5
"Vilnius","Litauen :lt:",6.4,0.4,0,0,0.1
"Bordeaux","Frankreich :fr:",7.6,10.9,6.20275555555556,1,0
"Glasgow","Schottland :gb-sct:",6.8,7.5,0,1,0
"Saaremaa","Estland :ee:",6.4,2.3,0,1,0
"Riga","Lettland :lv:",6.4,2.9,0,1,0
"Brest","Frankreich :fr:",7.2,10.3,5.82258888888889,0,1
"St Ives","England :gb-eng:",7.6,9.5,6.65325,0,0.6
"Collioure","Frankreich :fr:",6.6,11.3,2.85161944444444,0,0.9
"Cadaqués","Spanien :es:",6.6,11.7,2.93854722222222,0,0.1
"Dubrovnik","Kroatien :hr:",4.8,12.9,0,0,6.4
"Belfast","Nordirland :gb-nir:",6.2,8.4,0,0,0.6
"Dublin","Irland :ie:",5.8,8.4,0,0,0.6
"Inverness","Schottland :gb-sct:",7,4.6,2.77220277777778,1,0
"Olbia","Italien :it:",4.6,11,0,0,13
"Andorra la Vella","Andorra :ad:",6.4,5,0,0,0.3
"Kotor","Montenegro :me:",5.2,19.5,0.00943888888888889,0,4.8
"Sibiu","Rumänien :ro:",7.8,2.2,7.40142777777778,1,0
"Budva","Montenegro :me:",4.6,18.7,0.0784888888888889,0,4.9
"Neapel","Italien :it:",1,14.4,0,0,20.3
"Lloret de Mar","Spanien :es:",6.2,13,0.126855555555556,0,1.6
"Geiranger","Norwegen :no:",5.6,-1.7,1.70135,1,0
"Capri","Italien :it:",1,15.3,0,0,25.8
"Biarritz","Frankreich :fr:",6,11.5,4.20042777777778,0,2.8
"Bari","Italien :it:",5.4,14.6,0,0,3.7
"Turku","Finnland :fi:",5.4,-0.4,0,1,0
"Barcelona","Spanien :es:",5.4,10,0,0,5.7
"San Sebastián","Spanien :es:",6.8,11.3,2.043325,1,0
"Tallinn","Estland :ee:",6.2,1.1,0,0,0.2
"Cork","Irland :ie:",7.6,4.9,6.28141388888889,1,0
"Prizren","Kosovo :xk:",7.2,6,7.05082222222222,0,1.1
"Brașov","Rumänien :ro:",8.2,5.6,6.18865555555556,1,0
"Galway","Irland :ie:",7,6.3,1.08896944444444,1,0
"Helsinki","Finnland :fi:",5.2,-0.4,0,1,0
"Östersund","Schweden :se:",5.4,-2.5,0,1,0
"Trondheim","Norwegen :no:",6.2,-2.2,3.63939444444444,1,0
"Cagliari","Italien :it:",6.6,14.6,1.99221944444444,1,0
"Menorca","Spanien :es:",3.8,14.3,0,0,5.6
"Sofia","Bulgarien :bg:",7.8,6.8,7.598775,0,0.1
"Porvoo","Finnland :fi:",5.6,-0.6,0.704261111111111,1,0
"Ohrid","Nordmazedonien :mk:",5.4,8.1,0,0,4.4
"Berat","Albanien :al:",6.8,17.4,1.94062222222222,0,2.4
"Tampere","Finnland :fi:",5.4,-1.5,0,1,0
"Bukarest","Rumänien :ro:",6.6,6.3,0,1,0
"Palma de Mallorca","Spanien :es:",6.2,13.2,1.23753333333333,0,1.2
"Gijon","Spanien :es:",7.2,12.3,7.82546388888889,1,0
"Tropea","Italien :it:",6.2,17.4,1.58994722222222,0,3.9
"Saranda","Albanien :al:",1.3,16.2,0,0,11.7
"Palermo","Italien :it:",3.3,14.4,5.90394444444444,0,0.5
"Plowdiw","Bulgarien :bg:",7.8,9.2,4.62009444444444,0,0.1
"Korfu","Griechenland :gr:",3.6,16.8,0,0,15.7
"Umeå","Schweden :se:",5.2,-3.3,0,1,0
"Ibiza","Spanien :es:",8,14,8.35692222222222,1,0
"Thessaloniki","Griechenland :gr:",6,11.9,0,0,1.5
"Valencia","Spanien :es:",8.4,15.3,8.28330555555556,1,0
