"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"28.01.2026",3,-1.3,0,2.2,1
"29.01.2026",4.6,-1.8,0,0.2,0
"30.01.2026",6.6,-0.5,4.87911388888889,0,0
"31.01.2026",7.8,0.1,6.55779722222222,0,0
"01.02.2026",7.4,3.8,7.61370833333333,0,0
"02.02.2026",7.8,8.1,7.51286944444445,0,0
"03.02.2026",6,7.4,0,0.3,0
"04.02.2026",6,3.1,0,0.6,0
"05.02.2026",7,0.7,5.97230277777778,0,0
"06.02.2026",5.8,-4.4,7.87303611111111,0,0
"07.02.2026",5,-6.7,8.26772777777778,0,0
