"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",8.8,15.95,9.70826180555555,4,0
"München","Deutschland :de:",8.8,14.6,9.16495138888889,4,0
"Hamburg","Deutschland :de:",8.95,15.5,9.96784722222222,4,0
"Köln","Deutschland :de:",8.85,16.85,10.2170548611111,3,0.3
"Dresden","Deutschland :de:",8.85,16.6,9.83485486111111,4,0
"Leipzig","Deutschland :de:",8.9,16.175,9.93730416666667,4,0
"Frankfurt am Main","Deutschland :de:",9.15,17.575,10.2794819444444,4,0
"Freiburg im Breisgau","Deutschland :de:",9,15.7,10.4018298611111,4,0
"Berchtesgaden","Deutschland :de:",8.9,13.95,10.2207784722222,4,0
"Garmisch-Partenkirchen","Deutschland :de:",9.05,15.475,10.4176090277778,4,0
"Binz (Rügen)","Deutschland :de:",8.25,8.6,8.33456180555556,4,0
"Heringsdorf (Usedom)","Deutschland :de:",8.35,10.575,8.79491805555556,4,0
"Westerland (Sylt)","Deutschland :de:",8,5.875,8.10906805555556,3,0.7
"Wernigerode (Harz)","Deutschland :de:",9.1,15.65,10.2195152777778,4,0
"Cochem (Mosel)","Deutschland :de:",8.95,17.225,10.2542020833333,3,0.2
"Kempten (Allgäu)","Deutschland :de:",9,15.425,10.4424763888889,4,0
"Nürnberg","Deutschland :de:",9.05,16.425,10.28345,4,0
"Münster","Deutschland :de:",9.05,16.55,10.1122930555556,4,0
"Stuttgart","Deutschland :de:",9.1,17.2,10.3547375,4,0
"Norderney","Deutschland :de:",8.15,7.325,9.61692847222222,2,0.7
"Erfurt","Deutschland :de:",9.05,16.1,10.1205305555556,4,0
"Bremen","Deutschland :de:",9,16.45,9.90429027777778,4,0
"Timmendorfer Strand","Deutschland :de:",8.65,11.375,9.45105208333333,4,0
"Karlsbad","Tschechien :cz:",8.7,13.075,9.96880694444445,4,0
"Enschede","Niederlande :nl:",8.9,16.6,10.0947430555556,4,0
"Pilsen","Tschechien :cz:",8.85,14.1,9.75983611111111,4,0
"Maastricht","Niederlande :nl:",9,17.5,10.1522798611111,3,0.3
"Giethoorn","Niederlande :nl:",8.7,15.6,9.84591527777778,4,0
