"Ort","Bundesland","Bezeichnung","Lat","Lon","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Hamburg","Hamburg","Hamburg",53.550341,10.000654,5.9,11.2666666666667,5.39139351851852,1,4.8
"Berlin","Berlin","Berlin",52.510885,13.3989367,7.93333333333333,12.7,7.66941018518519,2,1.3
"Warnemünde","Mecklenburg-Vorpommern","Warnemünde, Mecklenburg-Vorpommern",54.1779039,12.0812875,6.73333333333333,10.8,4.56689166666667,0,2.5
"Sankt Peter-Ording","Schleswig-Holstein","Sankt Peter-Ording, Schleswig-Holstein",54.3146777135231,8.60410826459091,5.6,8.26666666666667,5.55568981481481,0,7.5
"Timmendorfer Strand","Schleswig-Holstein","Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,6.8,11.0666666666667,5.52585833333333,0,4.68
"Norderney","Niedersachsen","Norderney, Niedersachsen",53.7056126,7.1438175,3.73333333333333,7.53333333333333,6.03619444444444,0,7.98
"Kühlungsborn","Mecklenburg-Vorpommern","Kühlungsborn, Mecklenburg-Vorpommern",54.1483764,11.7441876,6.73333333333333,10.6333333333333,4.87582407407407,1,2.4
"Dresden","Sachsen","Dresden, Sachsen",51.0493286,13.7381437,7.6,13.5,6.50573703703704,2,2.23
"München","Bayern","München, Bayern",48.1371079,11.5753822,5.9,11.4,8.4341,1,3.76
"Köln","Nordrhein-Westfalen","Köln, Nordrhein-Westfalen",50.938361,6.959974,4.9,12.3333333333333,6.84158148148148,1,6.43
"Binz (Rügen)","Mecklenburg-Vorpommern","Binz (Rügen), Mecklenburg-Vorpommern",54.4010291,13.6076477,6.8,10.6666666666667,3.98098981481481,2,1.5
"Cuxhaven","Niedersachsen","Cuxhaven, Niedersachsen",53.86878,8.698286,6.16666666666667,9.86666666666667,5.36324537037037,0,4.44
"Leipzig","Sachsen","Leipzig, Sachsen",51.3406321,12.3747329,8,12.4666666666667,8.7942787037037,2,1.1
"Frankfurt am Main","Hessen","Frankfurt am Main, Hessen",50.1106444,8.6820917,7.4,12.9333333333333,8.71605462962963,1,2.7
"Grömitz","Schleswig-Holstein","Grömitz, Schleswig-Holstein",54.1441095,10.9588499,6.8,10.3666666666667,5.5183287037037,0,3.7
"Büsum","Schleswig-Holstein","Büsum, Schleswig-Holstein",54.1298489,8.8586989,5.33333333333333,8.36666666666667,5.36152222222222,0,6.9
"Borkum","Niedersachsen","Borkum, Niedersachsen",53.5862669,6.6917449,4.23333333333333,8.2,6.12636481481481,0,6.86
"Konstanz","Baden-Württemberg","Konstanz, Baden-Württemberg",47.659216,9.1750718,5.66666666666667,11.4333333333333,8.92143611111111,1,5.09
"Boltenhagen","Mecklenburg-Vorpommern","Boltenhagen, Mecklenburg-Vorpommern",53.9864246,11.205923,6.93333333333333,10.6333333333333,5.67620740740741,1,3.2
"Garmisch-Partenkirchen","Bayern","Garmisch-Partenkirchen, Bayern",47.4923741,11.0962815,4.83333333333333,9.9,6.63228611111111,1,18.58
"Lübeck","Schleswig-Holstein","Lübeck, Schleswig-Holstein",53.866444,10.684738,6.36666666666667,11.3666666666667,5.62927592592593,0,3.8
"Waren (Müritz)","Mecklenburg-Vorpommern","Waren (Müritz), Mecklenburg-Vorpommern",53.5156249,12.6850606,7,11,5.60654444444444,0,2.1
"Berchtesgaden","Bayern","Berchtesgaden, Bayern",47.6330221,13.0020051,4.9,10.4666666666667,7.01453148148148,1,21.12
"Heringsdorf (Usedom)","Mecklenburg-Vorpommern","Heringsdorf (Usedom), Mecklenburg-Vorpommern",53.9583117845254,14.1556338711397,7.4,11.6333333333333,5.34352592592593,1,1.5
"Düsseldorf","Nordrhein-Westfalen","Düsseldorf, Nordrhein-Westfalen",51.2254018,6.7763137,4.63333333333333,11.8666666666667,6.70640092592593,1,11.11
"Rostock","Mecklenburg-Vorpommern","Rostock, Mecklenburg-Vorpommern",54.0886707,12.1400211,6.6,10.9333333333333,4.38025555555556,0,3.2
"Lüneburg","Niedersachsen","Lüneburg, Niedersachsen",53.248706,10.407855,6.73333333333333,11.2333333333333,5.80733148148148,1,4.15
"Scharbeutz","Schleswig-Holstein","Scharbeutz, Schleswig-Holstein",54.026634,10.7559481,6.66666666666667,10.8,5.4599962962963,0,4.4
"Travemünde","Schleswig-Holstein","Travemünde, Schleswig-Holstein",53.9563395480557,10.8660828563105,6.8,10.8,5.33514814814815,1,4.3
"Hannover","Niedersachsen","Hannover, Niedersachsen",52.3744779,9.7385532,6.63333333333333,11.4666666666667,8.00708888888889,1,2.4
"Oberstdorf","Bayern","Oberstdorf, Bayern",47.4104347,10.2774409,4.26666666666667,8.36666666666667,7.25265277777778,1,26.78
"Stuttgart","Baden-Württemberg","Stuttgart, Baden-Württemberg",48.7784485,9.1800132,6.96666666666667,12.2333333333333,8.88429351851852,2,6.65
"Münster","Nordrhein-Westfalen","Münster, Nordrhein-Westfalen",51.9625101,7.6251879,4.7,11.5333333333333,5.81846574074074,1,7.9
"Potsdam","Brandenburg","Potsdam, Brandenburg",52.4009309,13.0591397,7.93333333333333,12.4666666666667,7.35645,2,1.6
"Wismar","Mecklenburg-Vorpommern","Wismar, Mecklenburg-Vorpommern",53.8909832,11.4647932,7,11.3,5.4443212962963,0,2.3
"Norddeich","Niedersachsen","Norddeich, Niedersachsen",53.6209520645092,7.16051439568982,3.8,8.1,6.0316787037037,0,8.53
"Stralsund","Mecklenburg-Vorpommern","Stralsund, Mecklenburg-Vorpommern",54.3096314,13.0820846,6.66666666666667,10.8333333333333,3.63938333333333,1,2.2
"Koblenz","Rheinland-Pfalz","Koblenz, Rheinland-Pfalz",50.3533278,7.5943951,4.8,12.4333333333333,7.84816851851852,1,3.78
"Lindau","Bayern","Lindau, Bayern",47.550753,9.6926624,4.73333333333333,12.0333333333333,8.73723981481481,1,7.82
"Heidelberg","Baden-Württemberg","Heidelberg, Baden-Württemberg",49.4093582,8.694724,6.2,12.6,8.07798703703704,1,2.8
"Zingst","Mecklenburg-Vorpommern","Zingst, Mecklenburg-Vorpommern",54.4387302,12.6821366,6.66666666666667,9.86666666666667,3.87108611111111,1,1.8
"Erfurt","Thüringen","Erfurt, Thüringen",50.9777974,11.0287364,7.3,12.1,8.95138055555556,2,1.4
"Juist","Niedersachsen","Juist, Niedersachsen",53.6784483,6.9956079,5.23333333333333,7.63333333333333,6.09622685185185,0,9.23
"Greetsiel","Niedersachsen","Greetsiel, Niedersachsen",53.4999753,7.0906967,3.8,8.43333333333333,5.84582592592593,0,8.98
"Heiligenhafen","Schleswig-Holstein","Heiligenhafen, Schleswig-Holstein",54.3717445,10.9809235,7,9.96666666666667,5.61348148148148,1,2.6
"Füssen","Bayern","Füssen, Bayern",47.5675998,10.6993217,4.93333333333333,9.03333333333333,7.63595092592593,1,17.57
"Bremen","Bremen","Bremen",53.0758196,8.8071646,6.36666666666667,11.4,6.35481574074074,1,3.34
"Kiel","Schleswig-Holstein","Kiel, Schleswig-Holstein",54.3227085,10.135555,6.06666666666667,10.3333333333333,5.18424814814815,0,5.5
"Bamberg","Bayern","Bamberg, Bayern",49.8916044,10.8868478,7.16666666666667,12.1333333333333,8.83845092592593,1,2.98
"Freiburg im Breisgau","Baden-Württemberg","Freiburg im Breisgau, Baden-Württemberg",47.9960901,7.8494005,4.16666666666667,11.7333333333333,7.9049787037037,1,13.61
"Cochem (Mosel)","Rheinland-Pfalz","Cochem (Mosel), Rheinland-Pfalz",50.1483916,7.1663195,5.16666666666667,11.6,8.14334722222222,1,4.55
"Trier","Rheinland-Pfalz","Trier, Rheinland-Pfalz",49.7596208,6.6441878,4.73333333333333,12.2,7.25046388888889,1,6.47
"Ahrenshoop","Mecklenburg-Vorpommern","Ahrenshoop, Mecklenburg-Vorpommern",54.3789509,12.419192,6.66666666666667,9.23333333333333,3.98636851851852,1,1.8
"Nürnberg","Bayern","Nürnberg, Bayern",49.453872,11.077298,7.26666666666667,11.5333333333333,8.91228888888889,1,4.5
"Wernigerode (Harz)","Sachsen-Anhalt","Wernigerode (Harz), Sachsen-Anhalt",51.8344172,10.7862526,6.06666666666667,11.0666666666667,9.72080925925926,1,6.2
"Bremerhaven","Bremen","Bremerhaven",53.5505392,8.5851945,6.46666666666667,10,5.53979907407407,1,5.8
"Görlitz","Sachsen","Görlitz, Sachsen",51.1532076746077,14.9869867830968,7.93333333333333,12.7333333333333,7.99466388888889,2,2.6
"Zinnowitz","Mecklenburg-Vorpommern","Zinnowitz, Mecklenburg-Vorpommern",54.076647,13.9089471,7.13333333333333,11.2333333333333,4.51314722222222,1,1.3
"Meersburg","Baden-Württemberg","Meersburg, Baden-Württemberg",47.6955538,9.2719656,6.43333333333333,11.2666666666667,8.97253425925926,1,3.75
"Weimar","Thüringen","Weimar, Thüringen",50.9793301,11.3297921,7.46666666666667,11.8666666666667,9.23172777777778,1,1.8
"Würzburg","Bayern","Würzburg, Bayern",49.7933506809822,9.93146899481068,6.7,12.7,8.94812685185185,2,2.23
"Schwerin","Mecklenburg-Vorpommern","Schwerin, Mecklenburg-Vorpommern",53.6288297,11.4148038,7,10.5666666666667,5.77719537037037,1,1.8
"Westerland (Sylt)","Schleswig-Holstein","Westerland (Sylt), Schleswig-Holstein",54.9064856,8.3071734,4.86666666666667,6.36666666666667,6.12589537037037,0,6.7
"Carolinensiel","Niedersachsen","Carolinensiel, Niedersachsen",53.6916344,7.8028095,6.73333333333333,9.83333333333333,5.81791574074074,1,4.69
"Graal-Müritz","Mecklenburg-Vorpommern","Graal-Müritz, Mecklenburg-Vorpommern",54.2552653,12.2517155,6.46666666666667,10.1333333333333,4.10310555555556,0,1.84
"Ahlbeck","Mecklenburg-Vorpommern","Ahlbeck, Mecklenburg-Vorpommern",53.940567335526,14.1870203187083,7.46666666666667,11.4333333333333,5.34441944444444,2,1.7
"Schönau am Königssee","Bayern","Schönau am Königssee, Bayern",47.6054955,12.9846526,4.9,10.5666666666667,7.02828055555556,1,21.13
"Bad Schandau","Sachsen","Bad Schandau, Sachsen",50.918091,14.1534018,7.93333333333333,13.2333333333333,6.55709259259259,2,0
"Bad Zwischenahn","Niedersachsen","Bad Zwischenahn, Niedersachsen",53.1801364574887,8.00840837233071,6.06666666666667,10.9333333333333,6.18501018518519,1,6.85
"Regensburg","Bayern","Regensburg, Bayern",49.0195333,12.0974869,7.66666666666667,12.1,9.2488712962963,2,2.31
"Titisee-Neustadt","Baden-Württemberg","Titisee-Neustadt, Baden-Württemberg",47.9001945340631,8.15217052598511,4.23333333333333,7.1,8.59108148148148,1,15.93
"Bernkastel-Kues","Rheinland-Pfalz","Bernkastel-Kues, Rheinland-Pfalz",49.9157398,7.0708181,5.03333333333333,12.2,7.45408333333333,1,6.55
"Wilhelmshaven","Niedersachsen","Wilhelmshaven, Niedersachsen",53.5278793,8.106301,6.4,10.1666666666667,5.24999537037037,1,5
"Husum","Schleswig-Holstein","Husum, Schleswig-Holstein",54.4854137,9.0537941,5.93333333333333,8.93333333333333,5.2100287037037,1,9.3
"Dortmund","Nordrhein-Westfalen","Dortmund, Nordrhein-Westfalen",51.5142273,7.4652789,4.26666666666667,11.8333333333333,5.89236203703704,1,14.93
"Neuharlingersiel","Niedersachsen","Neuharlingersiel, Niedersachsen",53.6992698,7.7035695,6.6,9.6,5.66889722222222,1,5.28
"Kassel","Hessen","Kassel, Hessen",51.3157833,9.4978479,7,10.7666666666667,8.1969712962963,1,3.9
"Friedrichshafen","Baden-Württemberg","Friedrichshafen, Baden-Württemberg",47.6500279,9.4800858,5.53333333333333,11.8666666666667,8.42300277777778,1,4.01
"Mainz","Rheinland-Pfalz","Mainz, Rheinland-Pfalz",49.9995205,8.2736253,7.53333333333333,12.3666666666667,8.45181944444444,1,2.36
"Helgoland","Schleswig-Holstein","Helgoland, Schleswig-Holstein",54.1820608,7.8876314,6.13333333333333,6.96666666666667,5.28088796296296,0,6.65
"Mannheim","Baden-Württemberg","Mannheim, Baden-Württemberg",49.4892913,8.4673098,7.66666666666667,12.8666666666667,8.06523888888889,1,2.2
"Überlingen","Baden-Württemberg","Überlingen, Baden-Württemberg",47.7664456,9.1605106,7.46666666666667,11.3666666666667,8.95464907407407,1,3.53
"Bansin","Mecklenburg-Vorpommern","Bansin, Mecklenburg-Vorpommern",53.9690358,14.1391435,7.4,11.2333333333333,5.15567407407407,1,1.4
"Bensersiel","Niedersachsen","Bensersiel, Niedersachsen",53.6742688,7.574467,4.33333333333333,8.26666666666667,5.71202037037037,0,10
"Bonn","Nordrhein-Westfalen","Bonn, Nordrhein-Westfalen",50.7352621,7.1024635,4.36666666666667,12.1666666666667,7.34613981481481,1,9
"Karlsruhe","Baden-Württemberg","Karlsruhe, Baden-Württemberg",49.0068705,8.4034195,5.1,12.1333333333333,7.01070648148148,1,9.38
"Aachen","Nordrhein-Westfalen","Aachen, Nordrhein-Westfalen",50.776351,6.083862,3.8,10.6666666666667,6.71545833333333,1,17.1
"Passau","Bayern","Passau, Bayern",48.5748229,13.4609744,7.66666666666667,13.3,8.83506481481481,1,2.05
