"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"05.01.2026",3.7,7,5.96178888888889,7.3,7
"06.01.2026",6.6,7.4,4.83223611111111,3.35,0
"07.01.2026",6.6,9.7,6.03488055555556,1.1,1
"08.01.2026",1,11.5,0,9.6,15
"09.01.2026",2.3,9.8,5.71026666666667,3.3,11
"10.01.2026",1,12.1,0.107111111111111,9.3,15
"11.01.2026",1,12.7,1.64995277777778,7.4,15
"12.01.2026",1,9.8,0,3.1,15
"13.01.2026",1,10.2,0.511083333333333,7.3,15
"14.01.2026",3.1,8.6,7.34994722222222,0.4,10
"15.01.2026",2.6,8.9,7.40608888888889,0,15
