"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",7.12,0.48,5.64016611111111,9,0.6
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",7.3,1.65,5.76394972222222,9,0.3
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",7.04,0.75,4.59129416666667,9,0.4
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",7.6,6.42,5.96983305555556,7,8.5
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",7.38,1.78,6.19719138888889,9,0.3
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",7.42,1.74,6.29325277777778,9,1.2
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",7.42,3.12,5.18476444444444,9,0.2
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",7.62,3.64,6.54743777777778,9,0.2
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",7.74,3.64,7.33273416666667,9,0.6
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",7.98,6.3,7.74210388888889,9,0.6
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",7.18,-0.1,5.84274027777778,9,0.3
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",7.22,-0.89,5.90415055555556,9,0.5
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",7.26,1.67,4.45408361111111,7,3
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",7.38,2.41,6.42434166666667,9,0.6
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",7.6,6.52,5.83977138888889,6,6.8
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",7.72,2.77,7.26350861111111,9,0.7
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",7.28,1.8,5.85599333333333,9,0.9
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",7.64,5.34,5.51389972222222,8,3.4
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",7.82,3.99,7.11863472222222,9,0.4
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",7.36,3.12,4.62417666666667,7,4.7
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",7.16,1.2,5.96913361111111,10,0
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",7.06,1.84,4.56908472222222,9,0.8
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",7.14,0.96,4.52689666666667,9,0.6
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",6.68,-1.02,5.48413611111111,9,0.6
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",7.46,5.37,5.38991361111111,6,5.8
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",6.82,-0.38,5.07222805555556,9,0.3
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",7.68,7.14,6.09479527777778,7,5.2
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",7.22,4.3,4.46037416666667,6,11.7
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",7.14,3.52,4.08345027777778,6,9.7
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",7.6,6.18,5.69389305555556,7,5.6
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",6.98,0.53,6.33811555555556,9,0.3
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",7.32,5.23,5.23264583333333,6,10.7
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",7.5,3.32,5.33729416666667,10,0
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",7.28,5.01,4.77298666666667,5,10.8
"Dinant","Belgien",50.2591813,4.9130588,"Dinant, Belgien",7.42,7.7,5.14121527777778,5,12.6
"Rotterdam","Niederlande",51.9244424,4.47775,"Rotterdam, Niederlande",7.4,5.62,5.00283777777778,6,6.5
"Antwerpen","Belgien",51.2211097,4.3997081,"Antwerpen, Belgien",7.44,6.35,5.07782722222222,7,12
"Zandvoort","Niederlande",52.3719838,4.5302209,"Zandvoort, Niederlande",7.34,5.19,4.92452194444444,6,7.7
"Český Krumlov","Tschechien",48.8106526,14.3150586,"Český Krumlov, Tschechien",6.96,-0.5,6.88874888888889,10,0
"Terschelling","Niederlande",53.3643463061866,5.21443497127834,"Terschelling, Niederlande",7.22,4.27,4.5101775,5,11.2
"Noordwijk","Niederlande",52.2410856,4.4461969,"Noordwijk, Niederlande",7.32,5.43,5.13395222222222,6,9
"Bergen aan Zee","Niederlande",52.6607662,4.6316645,"Bergen aan Zee, Niederlande",7.14,4.68,4.24483722222222,5,12.6
"Nancy","Frankreich",48.6896465492961,6.18236505173213,"Nancy, Frankreich",7.56,4.93,5.89042027777778,9,0.1
"Brüssel","Belgien",50.8465573,4.351697,"Brüssel, Belgien",7.58,7.08,5.86441472222222,7,6.8
"Texel","Niederlande",53.0543143461686,4.79876535287512,"Texel, Niederlande",7.04,4.04,4.37472833333333,5,16
"Scheveningen","Niederlande",52.1067449,4.2736937,"Scheveningen, Niederlande",7.32,5.51,4.83733083333333,6,7.5
"Fåborg","Dänemark",55.097087,10.2428246,"Fåborg, Dänemark",7.08,0.89,3.98658444444444,8,1.7
"Salzburg","Österreich",47.7981346,13.0464806,"Salzburg, Österreich",7.44,2.98,6.41065805555556,9,1.2
"Renesse","Niederlande",51.7311823,3.7719799,"Renesse, Niederlande",7.4,6.01,5.086265,6,9.7
"Linz","Österreich",48.3059078,14.286198,"Linz, Österreich",7.4,1.27,7.46848583333333,9,0.6
"Zürich","Schweiz",47.3744489,8.5410422,"Zürich, Schweiz",7.18,2.02,4.44601055555556,9,0.5
"Basel","Schweiz",47.5589680548118,7.58875075727046,"Basel, Schweiz",7.74,4.57,5.88471833333333,10,0
"Innsbruck","Österreich",47.2654296,11.3927685,"Innsbruck, Österreich",8.02,6.43,7.82705055555556,9,0.6
"Domburg","Niederlande",51.5632141,3.4967277,"Domburg, Niederlande",7.36,6.21,4.94242277777778,6,11.1
"Breslau","Polen",51.1082644352883,17.0337679840311,"Breslau, Polen",7.1,-0.17,5.76976944444444,8,0.5
"Køge","Dänemark",55.4565009,12.1818964,"Køge, Dänemark",6.88,1.06,3.20801833333333,8,3.2
"Posen","Polen",52.4082663,16.9335199,"Posen, Polen",6.74,-1.52,6.25163861111111,8,0.4
"Zell am See","Österreich",47.3239636,12.7963165,"Zell am See, Österreich",7.92,4.7,7.85538388888889,10,0
"Brügge","Belgien",51.2085526,3.226772,"Brügge, Belgien",7.4,6.62,5.452905,7,11.5
"Hallstatt","Österreich",47.5621698,13.6486697,"Hallstatt, Österreich",7.94,5.38,7.87569111111111,9,0.6
"Luzern","Schweiz",47.0505452,8.3054682,"Luzern, Schweiz",7.38,3.31,5.40861944444444,9,1.6
"De Haan","Belgien",51.2671194,3.0408427,"De Haan, Belgien",7.4,6.59,5.40309777777778,7,9.1
"Ostende","Belgien",51.2258565,2.919496,"Ostende, Belgien",7.4,6.88,5.38200222222222,7,7.8
"Kopenhagen","Dänemark",55.6867243,12.5700724,"Kopenhagen, Dänemark",6.88,1.29,3.16330583333333,8,4.3
"Malmö","Schweden",55.6052931,13.0001566,"Malmö, Schweden",6.78,1.11,3.19881611111111,8,3.7
"Brünn","Tschechien",49.1944262292563,16.6077238664507,"Brünn, Tschechien",6.78,-1.22,6.12946305555556,10,0
"Meran","Italien",46.6695547,11.1594185,"Meran, Italien",7.9,6.99,6.90074333333333,9,0.3
"Bern","Schweiz",46.9484742,7.4521749,"Bern, Schweiz",7.7,4.02,6.45552638888889,9,0.9
"Bornholm","Dänemark",55.1431224,14.9226297,"Bornholm, Dänemark",6.7,-0.22,3.24272916666667,8,1.4
"Aarhus","Dänemark",56.1496278,10.2134046,"Aarhus, Dänemark",6.62,0.92,3.10161305555556,7,8.3
"St. Moritz","Schweiz",46.4978958,9.8392428,"St. Moritz, Schweiz",7.12,-0.84,7.44519388888889,9,0.6
"Hvide Sande","Dänemark",56.0057884,8.1288435,"Hvide Sande, Dänemark",6.94,1.3,3.67556611111111,7,4.1
"Interlaken","Schweiz",46.6855231,7.8585139,"Interlaken, Schweiz",7.78,6.85,7.00168611111111,9,2.7
"Bozen","Italien",46.4984781,11.3547399,"Bozen, Italien",7.82,6.62,6.87409472222222,8,0.3
"Wien","Österreich",48.2083537,16.3725042,"Wien, Österreich",6.7,-0.97,6.38215833333333,8,1.2
"Dijon","Frankreich",47.3306482417266,5.04637916570386,"Dijon, Frankreich",7.56,6.44,6.47084583333333,8,1.15
"Ostrava","Tschechien",49.8357051466446,18.2847749462072,"Ostrava, Tschechien",6.4,-1.89,5.26584583333333,10,0
"Klagenfurt am Wörthersee","Österreich",46.623943,14.3075976,"Klagenfurt am Wörthersee, Österreich",6.92,0.19,5.35601472222222,10,0
"Riva del Garda","Italien",45.8847708,10.8396942,"Riva del Garda, Italien",7.64,8.96,6.2062975,8,1.5
"Graz","Österreich",47.0708678,15.4382786,"Graz, Österreich",6.42,-1.18,5.45170027777778,8,1.28
"Le Touquet-Paris-Plage","Frankreich",50.519693648444,1.5869973052921,"Le Touquet-Paris-Plage, Frankreich",7.38,8.25,5.25967305555556,6,3.3
"Bratislava","Slowakei",48.1516988,17.1093063,"Bratislava, Slowakei",6.66,-1.37,6.06657916666667,8,1.6
"Zermatt","Schweiz",46.0212076,7.749254,"Zermatt, Schweiz",7.34,2.49,7.14902222222222,8,1.38
"Bled","Slowenien",46.3684202,14.1100595,"Bled, Slowenien",6.74,0.55,4.59052666666667,9,1.8
"Paris","Frankreich",48.8534951,2.3483915,"Paris, Frankreich",7.6,8.48,5.95963555555556,9,1.1
"Norwich","England",52.6303076934772,1.29532126502049,"Norwich, England",6.9,6.92,2.11292916666667,6,1.9
"Ipswich","England",52.0570559966874,1.15209854040659,"Ipswich, England",7.04,7.2,3.33686972222222,6,1.9
"Katowice","Polen",50.264663446807,19.0188489472198,"Katowice, Polen",6.48,-3.15,7.48123694444444,9,0.2
"Torri del Benaco","Italien",45.6094493,10.6873869,"Torri del Benaco, Italien",7.18,7.67,5.96875722222222,8,6
"Genf","Schweiz",46.2017559,6.1466014,"Genf, Schweiz",7.72,5.93,6.71179,9,0.2
"Sirmione","Italien",45.465106341539,10.6074284600272,"Sirmione, Italien",7.13,7.18,5.67047888888889,8,5.9
"Mailand","Italien",45.4641943,9.1896346,"Mailand, Italien",7.08,6.61,5.60449888888889,6,3.12
"Danzig","Polen",54.3706858,18.6129831,"Danzig, Polen",5.64,-6.23,5.48147527777778,10,0
"Maribor","Slowenien",46.5536194239738,15.6470952284808,"Maribor, Slowenien",6.42,-1.46,6.0552,9,1.2
"Ljubljana","Slowenien",46.0500268,14.5069289,"Ljubljana, Slowenien",6.76,0.96,5.28192194444444,9,1.3
"Annecy","Frankreich",45.8992348,6.1288847,"Annecy, Frankreich",7.62,7.01,5.86119944444444,9,0.7
"Venedig","Italien",45.4371908,12.3345898,"Venedig, Italien",7.34,6.73,5.24111944444445,6,2.9
"Triest","Italien",45.651996855795,13.7625166166528,"Triest, Italien",7.64,6.81,6.0793075,8,0.4
"Cambridge","England",52.2039079652867,0.123678265263848,"Cambridge, England",6.8,7.3,2.62195138888889,5,3.7
"Krakau","Polen",50.0619474,19.9368564,"Krakau, Polen",5.74,-6.49,6.33764555555556,9,0.2
"Skagen","Dänemark",57.7259703,10.5844602,"Skagen, Dänemark",6.44,0.9,2.37786333333333,7,2.3
"London","England",51.4893335,-0.1440551,"London, England",6.94,8.25,2.9303325,6,4.5
"Göteborg","Schweden",57.7072326,11.9670171,"Göteborg, Schweden",6.72,-0.17,3.44321416666667,9,2.6
"Brighton","England",50.8214626,-0.1400561,"Brighton, England",7.02,8.35,3.73175361111111,5,4.5
"Zakopane","Polen",49.2969114,19.9504753,"Zakopane, Polen",6.32,-4.25,7.76452083333333,8,0.6
"Lyon","Frankreich",45.7578137,4.8320114,"Lyon, Frankreich",7.01,6.88,4.5245475,8,4.35
"Bourges","Frankreich",47.0816637770149,2.3971472645533,"Bourges, Frankreich",7.4,9.21,6.70606111111111,5,4.57
"Rovinj","Kroatien",45.0807411,13.6417282,"Rovinj, Kroatien",7.54,8.72,5.95227833333333,7,3.7
"Balaton","Ungarn",46.8839313,17.8476796,"Balaton, Ungarn",6.84,-1.22,6.3632275,8,0.5
"Zagreb","Kroatien",45.8130967,15.9772795,"Zagreb, Kroatien",6.62,0.36,5.66092194444444,9,4.1
"Deauville","Frankreich",49.3575767556172,0.0714877491844544,"Deauville, Frankreich",7.44,9.82,5.13515083333333,5,2.6
"Warschau","Polen",52.2319581,21.0067249,"Warschau, Polen",5.64,-7.5,5.5594975,9,1
"Hohe Tatra (Tatranská Lomnica)","Slowakei",49.13815,20.21931,"Hohe Tatra (Tatranská Lomnica), Slowakei",6.64,-2.83,7.24557055555556,9,0.4
"Pula","Kroatien",44.8702281,13.8455311,"Pula, Kroatien",7.5,8.24,5.87120111111111,7,2.8
"Budapest","Ungarn",47.4970637896166,19.0389974414942,"Budapest, Ungarn",5.52,-4.8,5.37110666666667,9,6.4
"Kristiansand","Norwegen",58.1471572706719,7.9950701511758,"Kristiansand, Norwegen",4.52,0.38,0.0172947222222222,3,18.83
"Oxford","England",51.7521094440644,-1.25943310722207,"Oxford, England",6.54,7.51,3.06272805555556,4,15.34
"Cinque Terre","Italien",44.1222144,9.7132501,"Cinque Terre, Italien",7.84,11.4,6.34840472222222,8,4.4
"Isle of Wight","England",50.6985908387884,-1.29460617388774,"Isle of Wight, England",6.64,8.77,3.86752527777778,3,11.6
"Le Mans","Frankreich",48.0040247155424,0.196846381986147,"Le Mans, Frankreich",7.42,9.93,5.19388555555556,6,3.4
"Clermont-Ferrand","Frankreich",45.7775124600661,3.08329535096197,"Clermont-Ferrand, Frankreich",7.56,9.17,6.97634388888889,7,4.17
"York","England",53.9613991992233,-1.08076703662315,"York, England",6.36,6.43,2.57809333333333,3,23.3
"Plitvicer Seen","Kroatien",44.8654878218141,15.5820762694377,"Plitvicer Seen, Kroatien",5.44,-3.08,3.38709861111111,8,5.6
"Rimini","Italien",44.0594531009706,12.5690522641146,"Rimini, Italien",6.76,8.32,3.45367388888889,5,3.08
"Viareggio","Italien",43.8672392,10.2506055,"Viareggio, Italien",7.76,12.18,6.26917055555556,8,3.6
"Birmingham","England",52.4788842342774,-1.89786812579122,"Birmingham, England",6.36,6.52,2.39184805555556,5,19.06
"Florenz","Italien",43.7697955,11.2556404,"Florenz, Italien",8.06,11.42,7.41224527777778,9,0.6
"Bournemouth","England",50.7214920062153,-1.87307077668799,"Bournemouth, England",6.48,8.74,3.50953583333333,3,21.3
"Sanremo","Italien",43.8198253,7.7748827,"Sanremo, Italien",6.47,12.72,5.56548305555556,7,23.8
"Monaco","Monaco",43.7334413733639,7.41993669279883,"Monaco",6.05,12.57,5.53307277777778,7,41.4
