"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",7.8,15.3,9.51245277777778,0,1
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",8.4,15,9.96133333333333,0,0.2
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",6.2,11.6,0,0,0.9
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",6.4,13.8,2.89911111111111,0,4.5
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",8.6,16.8,9.72643888888889,1,0
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",8.2,17.2,9.5939,0,0.2
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",7.4,14.8,6.08976944444444,0,1.7
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",8.2,13.4,7.39541111111111,1,0
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",8.6,13.7,9.98718611111111,1,0
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",8.6,15.2,9.99810833333333,1,0
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",5.8,8.4,0,0,4.2
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",6.2,9.5,0.815466666666667,0,2
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",7.2,3.4,3.79432222222222,1,0
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",7.8,14.7,8.64394166666667,0,0.4
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",7.2,14.1,5.47824166666667,0,1.8
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",8.6,14.3,9.98352222222222,1,0
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",8.6,15.9,9.7465,1,0
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",6.2,13.2,0.997766666666667,0,2
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",8.2,15.7,7.92273055555556,1,0
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",5.8,4.2,0.138611111111111,0,0.6
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",8.2,16.3,8.98091944444444,0,0.2
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",6.2,12.4,0,0,0.9
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",6.2,10.4,0,0,1.4
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",8.6,15.6,9.82803611111111,1,0
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",5.6,12.2,0,0,3.1
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",8.6,14.7,8.612375,1,0
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",6.2,13.2,0.917138888888889,0,2.9
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",5.4,10.3,0.0373055555555556,0,8.7
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",5.2,9.4,0,0,5.2
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",5.2,11.9,0.697897222222222,0,9.8
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",8.6,13.1,8.85191111111111,1,0
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",6,11,0.624077777777778,0,2.2
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",7.2,13.6,4.4372,0,1.5
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",6.2,10.6,2.864575,0,2.4
