"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"24.04.2026",9.8,20.7,13,0,0
"25.04.2026",9.8,21.6,13,0,0
"26.04.2026",9.8,21.3,13,0,0
"27.04.2026",10,22.4,13.3002916666667,0,0
"28.04.2026",9.6,20.6,13.199925,0,0
"29.04.2026",8.6,19,13.0836277777778,0.9,0
"30.04.2026",6.8,17.3,8.55361388888889,7.5,0
"01.05.2026",9.2,20.4,13.56645,0,0
"02.05.2026",8.8,20.1,13.5878333333333,0,0
"03.05.2026",9.2,20.4,13.4429666666667,0.6,0
"04.05.2026",8.8,19.6,13.7232222222222,0.7,0
