"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Bad Zwischenahn","Niedersachsen","Bad Zwischenahn, Niedersachsen","(NI)",5.3875,10.375,4.39842604166667,2,11.1
"Regensburg","Bayern","Regensburg, Bayern","(BY)",6.5625,11.5125,6.39915868055556,3,8.5
"Titisee-Neustadt","Baden-Württemberg","Titisee-Neustadt, Baden-Württemberg","(BW)",5.5,9,3.76565069444444,3,14.2
"Bernkastel-Kues","Rheinland-Pfalz","Bernkastel-Kues, Rheinland-Pfalz","(RP)",5.9,11.8125,5.62115208333333,1,15.53
"Wilhelmshaven","Niedersachsen","Wilhelmshaven, Niedersachsen","(NI)",5.625,9.5625,3.70818333333333,2,14.2
"Husum","Schleswig-Holstein","Husum, Schleswig-Holstein","(SH)",5.55,6.8125,3.46858680555556,2,12.8
"Dortmund","Nordrhein-Westfalen","Dortmund, Nordrhein-Westfalen","(NW)",5.7125,11.4,6.83963784722222,2,19.13
"Neuharlingersiel","Niedersachsen","Neuharlingersiel, Niedersachsen","(NI)",5.8125,9.2875,3.81179513888889,2,15.7
"Kassel","Hessen","Kassel, Hessen","(HE)",6.175,11.3625,5.10839791666667,2,7.5
"Friedrichshafen","Baden-Württemberg","Friedrichshafen, Baden-Württemberg","(BW)",6.775,11.75,5.60519479166667,3,6.1
"Mainz","Rheinland-Pfalz","Mainz, Rheinland-Pfalz","(RP)",7.1875,12.925,6.02169375,4,6.8
"Helgoland","Schleswig-Holstein","Helgoland, Schleswig-Holstein","(SH)",6,5.25,3.86148888888889,2,11.2
"Mannheim","Baden-Württemberg","Mannheim, Baden-Württemberg","(BW)",7.3,13.15,5.88511111111111,4,5
"Überlingen","Baden-Württemberg","Überlingen, Baden-Württemberg","(BW)",7,11.25,5.34851076388889,4,3.5
"Bansin","Mecklenburg-Vorpommern","Bansin, Mecklenburg-Vorpommern","(MV)",5.7125,7.375,2.79754131944444,2,21.4
"Bensersiel","Niedersachsen","Bensersiel, Niedersachsen","(NI)",4.85,9.3625,5.65299513888889,1,31.2
"Bonn","Nordrhein-Westfalen","Bonn, Nordrhein-Westfalen","(NW)",6.7125,12.65,7.25293506944444,1,14.3
"Karlsruhe","Baden-Württemberg","Karlsruhe, Baden-Württemberg","(BW)",6.675,12.8,5.072215625,3,7.9
"Aachen","Nordrhein-Westfalen","Aachen, Nordrhein-Westfalen","(NW)",5.925,11.35,7.211625,1,25.65
"Passau","Bayern","Passau, Bayern","(BY)",5.825,11.975,5.26668611111111,4,15.7
"Flensburg","Schleswig-Holstein","Flensburg, Schleswig-Holstein","(SH)",5.475,7.2125,2.70757222222222,2,13.16
"Wiesbaden","Hessen","Wiesbaden, Hessen","(HE)",6.9375,12.0125,5.99046979166667,4,9.1
"Quedlinburg","Sachsen-Anhalt","Quedlinburg, Sachsen-Anhalt","(ST)",7.2,11.7,6.64398159722222,2,4.8
"Magdeburg","Sachsen-Anhalt","Magdeburg, Sachsen-Anhalt","(ST)",6.125,11.9,5.97340243055556,2,8.2
"Bad Reichenhall","Bayern","Bad Reichenhall, Bayern","(BY)",5.2,12.525,4.970140625,2,9.8
"Goslar","Niedersachsen","Goslar, Niedersachsen","(NI)",5.375,10.7,5.97842638888889,1,16.6
"Prerow","Mecklenburg-Vorpommern","Prerow, Mecklenburg-Vorpommern","(MV)",5.8375,7.2875,2.93769618055556,1,17.5
"Baden-Baden","Baden-Württemberg","Baden-Baden, Baden-Württemberg","(BW)",6.15,12.8125,4.73133993055556,4,8.7
"Augsburg","Bayern","Augsburg, Bayern","(BY)",6.7,11.9375,6.458171875,4,7.7
"Eckernförde","Schleswig-Holstein","Eckernförde, Schleswig-Holstein","(SH)",5.75,8.0125,2.46618819444444,2,12.96
"Edersee","Hessen","Edersee, Hessen","(HE)",6.35,10.625,5.27619305555556,3,7.8
"Rust","Baden-Württemberg","Rust, Baden-Württemberg","(BW)",6.9,12.75,4.00158159722222,4,1.3
"Willingen","Hessen","Willingen, Hessen","(HE)",5.2,7.75,4.17549756944444,1,14.6
"Emden","Niedersachsen","Emden, Niedersachsen","(NI)",4.9875,10,5.28713472222222,1,22.51
"Göttingen","Niedersachsen","Göttingen, Niedersachsen","(NI)",5.6125,11.0375,5.02737604166667,3,13.4
"Plau am See","Mecklenburg-Vorpommern","Plau am See, Mecklenburg-Vorpommern","(MV)",5.725,9.4125,4.18459652777778,2,17.1
"Eisenach","Thüringen","Eisenach, Thüringen","(TH)",6.175,11.475,5.93184097222222,3,10.8
"Wangerooge","Niedersachsen","Wangerooge, Niedersachsen","(NI)",6.075,8.5125,3.77873993055556,2,13.5
"Winterberg","Nordrhein-Westfalen","Winterberg, Nordrhein-Westfalen","(NW)",5.25,7.5625,4.37732326388889,3,15.3
"Rothenburg ob der Tauber","Bayern","Rothenburg ob der Tauber, Bayern","(BY)",6.2125,10.7125,5.226071875,3,7.5
"Ulm","Baden-Württemberg","Ulm, Baden-Württemberg","(BW)",7.175,11.325,6.216328125,5,5.6
"Bielefeld","Nordrhein-Westfalen","Bielefeld, Nordrhein-Westfalen","(NW)",5.2,11.0625,4.19301354166667,2,18.5
"Bad Neuenahr-Ahrweiler","Rheinland-Pfalz","Bad Neuenahr-Ahrweiler, Rheinland-Pfalz","(RP)",7.225,12.7875,7.03580208333333,2,9.1
"Schliersee","Bayern","Schliersee, Bayern","(BY)",5.7625,10.525,5.79935520833333,3,5.7
