"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",7.2,1,4.69087986111111,4,0
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",6.45,5.475,3.26734375,2,4.1
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",6.65,1.3,2.1093,2,0.8
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",5.8,4.875,0.825492361111111,2,2.2
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",6.9,4.3,3.41140694444444,3,0.5
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",7.05,4.525,4.19193402777778,4,0
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",7.1,7.625,5.13027638888889,2,2.1
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",5.9,6.225,0.0785569444444444,0,4.5
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",6.65,5.45,5.16477638888889,1,4.2
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",6.55,5.425,4.61706805555556,2,6.2
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",6.35,-0.25,6.79997569444444,3,1.1
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",6,-0.8,5.65522569444444,3,1.1
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",5.2,-1.35,2.19359305555556,2,2.8
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",6.75,4.275,3.74805763888889,2,1.6
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",5.8,6.275,0.267495833333333,1,5.9
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",6.45,5.1,4.27762986111111,2,4.3
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",6.5,6,3.55885555555556,0,2.7
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",5.7,0.25,0,3,0.9
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",7.1,7.95,5.47658888888889,0,2.6
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",4.95,-0.45,1.48683541666667,1,1.4
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",7.2,5.725,4.98899236111111,4,0
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",7.1,3.575,4.20121388888889,3,0.8
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",6.15,-0.225,4.23278611111111,2,1.2
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",6.4,3.025,1.47272777777778,3,0.9
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",5.25,-0.2,0.976639583333333,3,0.9
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",6.6,4.075,2.43911736111111,2,2.5
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",5.85,3.25,0,3,0.7
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",5.35,-0.325,0,3,0.7
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",4.95,-0.95,0.3403125,3,1.2
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",6.2,1.725,0.899786111111111,3,0.6
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",6.95,4.5,3.50076319444444,3,1.6
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",5.5,5.7,0.422376388888889,0,9.4
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",6.15,6.85,1.01211527777778,0,3.7
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",5.75,0.25,0,3,0.1
"Dinant","Belgien",50.2591813,4.9130588,"Dinant, Belgien",6.1,6.225,1.56261041666667,1,4
"Rotterdam","Niederlande",51.9244424,4.47775,"Rotterdam, Niederlande",6.1,0.95,0.48436875,3,0.2
"Antwerpen","Belgien",51.2211097,4.3997081,"Antwerpen, Belgien",6.1,2.5,0.541522222222222,3,0.7
"Zandvoort","Niederlande",52.3719838,4.5302209,"Zandvoort, Niederlande",6,0.775,0.135024305555556,3,0.7
"Český Krumlov","Tschechien",48.8106526,14.3150586,"Český Krumlov, Tschechien",6.8,4.5,3.93246527777778,2,3
"Terschelling","Niederlande",53.3643463061866,5.21443497127834,"Terschelling, Niederlande",5.95,0.325,0.00131597222222222,4,0
"Noordwijk","Niederlande",52.2410856,4.4461969,"Noordwijk, Niederlande",5.7,0.625,0.237186805555556,3,0.7
"Bergen aan Zee","Niederlande",52.6607662,4.6316645,"Bergen aan Zee, Niederlande",5.8,0.25,0,4,0
"Nancy","Frankreich",48.6896465492961,6.18236505173213,"Nancy, Frankreich",6.45,8,3.04644027777778,1,3.3
"Brüssel","Belgien",50.8465573,4.351697,"Brüssel, Belgien",6.2,2.875,1.21117430555556,4,0
"Texel","Niederlande",53.0543143461686,4.79876535287512,"Texel, Niederlande",5.7,0.425,0,3,0.1
"Scheveningen","Niederlande",52.1067449,4.2736937,"Scheveningen, Niederlande",6.2,0.85,1.16775208333333,3,0.6
"Fåborg","Dänemark",55.097087,10.2428246,"Fåborg, Dänemark",4.65,-3.625,2.0818625,2,5.5
"Salzburg","Österreich",47.7981346,13.0464806,"Salzburg, Österreich",6.45,5.55,3.74500972222222,1,4.8
"Renesse","Niederlande",51.7311823,3.7719799,"Renesse, Niederlande",6.4,1.975,2.05151736111111,3,0.2
"Linz","Österreich",48.3059078,14.286198,"Linz, Österreich",6.7,5.075,3.85499375,2,3.3
"Zürich","Schweiz",47.3744489,8.5410422,"Zürich, Schweiz",6.35,5.85,3.78665972222222,1,6.1
"Basel","Schweiz",47.5589680548118,7.58875075727046,"Basel, Schweiz",5.75,5.8,0.8075375,1,6.1
"Innsbruck","Österreich",47.2654296,11.3927685,"Innsbruck, Österreich",7,6.2,7.14330347222222,2,3.5
"Domburg","Niederlande",51.5632141,3.4967277,"Domburg, Niederlande",6.45,2.3,2.07636944444444,4,0
"Breslau","Polen",51.1082644352883,17.0337679840311,"Breslau, Polen",6.5,0.825,4.14789930555555,1,1.2
"Køge","Dänemark",55.4565009,12.1818964,"Køge, Dänemark",4.7,-3.6,1.90869375,1,2.6
"Posen","Polen",52.4082663,16.9335199,"Posen, Polen",6.25,-0.95,4.84252013888889,3,0.3
"Zell am See","Österreich",47.3239636,12.7963165,"Zell am See, Österreich",7,5.175,7.66314166666667,2,4
"Brügge","Belgien",51.2085526,3.226772,"Brügge, Belgien",6.35,3.275,2.09264513888889,3,0.6
"Hallstatt","Österreich",47.5621698,13.6486697,"Hallstatt, Österreich",6.95,5.4,6.40650833333333,1,3.3
"Luzern","Schweiz",47.0505452,8.3054682,"Luzern, Schweiz",6.5,6.9,5.58405625,1,6.6
"De Haan","Belgien",51.2671194,3.0408427,"De Haan, Belgien",6.3,3.55,2.09314861111111,3,0.7
"Ostende","Belgien",51.2258565,2.919496,"Ostende, Belgien",6.3,3.9,2.09167083333333,3,0.6
"Kopenhagen","Dänemark",55.6867243,12.5700724,"Kopenhagen, Dänemark",5.1,-3.675,2.55259930555556,2,2.8
"Malmö","Schweden",55.6052931,13.0001566,"Malmö, Schweden",5.1,-3.625,3.27662430555556,2,2.6
"Brünn","Tschechien",49.1944262292563,16.6077238664507,"Brünn, Tschechien",6.3,3.825,1.12381875,2,2.9
"Meran","Italien",46.6695547,11.1594185,"Meran, Italien",7.45,8.65,7.31620763888889,1,3.1
"Bern","Schweiz",46.9484742,7.4521749,"Bern, Schweiz",5.75,5.3,2.54480208333333,1,8.9
"Bornholm","Dänemark",55.1431224,14.9226297,"Bornholm, Dänemark",4.2,-2.275,0,0,9
"Aarhus","Dänemark",56.1496278,10.2134046,"Aarhus, Dänemark",4.5,-3.8,0.58308125,2,2.7
"St. Moritz","Schweiz",46.4978958,9.8392428,"St. Moritz, Schweiz",6,-1.15,8.22168541666667,2,3.7
"Hvide Sande","Dänemark",56.0057884,8.1288435,"Hvide Sande, Dänemark",5.15,-2.875,1.98885416666667,2,1.5
"Interlaken","Schweiz",46.6855231,7.8585139,"Interlaken, Schweiz",6.8,7,6.40198819444444,2,5.2
"Bozen","Italien",46.4984781,11.3547399,"Bozen, Italien",7.3,7.775,6.2869,3,3.8
"Wien","Österreich",48.2083537,16.3725042,"Wien, Österreich",6.9,6.05,4.08847638888889,3,3.5
"Dijon","Frankreich",47.3306482417266,5.04637916570386,"Dijon, Frankreich",6.95,8.7,4.84926666666667,3,5
"Ostrava","Tschechien",49.8357051466446,18.2847749462072,"Ostrava, Tschechien",6.15,1.475,2.22584930555556,2,4.1
"Klagenfurt am Wörthersee","Österreich",46.623943,14.3075976,"Klagenfurt am Wörthersee, Österreich",6.8,5.525,6.48846458333333,3,10.7
"Riva del Garda","Italien",45.8847708,10.8396942,"Riva del Garda, Italien",6.85,9.45,5.52007569444444,1,8.8
"Graz","Österreich",47.0708678,15.4382786,"Graz, Österreich",7.2,5.925,6.35443888888889,3,1.2
"Le Touquet-Paris-Plage","Frankreich",50.519693648444,1.5869973052921,"Le Touquet-Paris-Plage, Frankreich",7.15,9.15,6.72378472222222,0,5.5
"Bratislava","Slowakei",48.1516988,17.1093063,"Bratislava, Slowakei",6.5,4.825,2.06333958333333,3,5.1
"Zermatt","Schweiz",46.0212076,7.749254,"Zermatt, Schweiz",7.15,1.25,8.79252708333333,2,1.2
"Bled","Slowenien",46.3684202,14.1100595,"Bled, Slowenien",6.65,6.2,6.01533333333333,2,17.1
"Paris","Frankreich",48.8534951,2.3483915,"Paris, Frankreich",7.6,10.75,6.95788611111111,2,0.8
"Norwich","England",52.6303076934772,1.29532126502049,"Norwich, England",7.25,8.775,5.73530069444444,3,2.4
"Ipswich","England",52.0570559966874,1.15209854040659,"Ipswich, England",7.5,9.425,6.20161944444444,3,0.9
"Katowice","Polen",50.264663446807,19.0188489472198,"Katowice, Polen",6.1,4.2,1.19868888888889,0,10.1
"Torri del Benaco","Italien",45.6094493,10.6873869,"Torri del Benaco, Italien",6.9,9.625,5.91025833333333,2,8.9
"Genf","Schweiz",46.2017559,6.1466014,"Genf, Schweiz",6.05,6.25,4.14472986111111,1,11.3
"Sirmione","Italien",45.465106341539,10.6074284600272,"Sirmione, Italien",6.85,9.775,5.64034791666667,2,6.1
"Mailand","Italien",45.4641943,9.1896346,"Mailand, Italien",6.55,7.925,4.52105069444444,2,10
