"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",9.6,24.5,11.9359861111111,2,0
"München","Deutschland :de:",9.4,23.1,12.4346111111111,1,0.1
"Hamburg","Deutschland :de:",9,22.05,12.0106986111111,1,0.3
"Köln","Deutschland :de:",7.5,20.05,11.4007847222222,0,9
"Dresden","Deutschland :de:",9.7,24.2,13.9296319444444,2,0
"Leipzig","Deutschland :de:",9.5,23.4,12.1260361111111,2,0
"Frankfurt am Main","Deutschland :de:",8.3,21.1,7.87878888888889,1,0.6
"Freiburg im Breisgau","Deutschland :de:",8.3,22.95,7.74246388888889,2,0
"Berchtesgaden","Deutschland :de:",9.8,22.7,14,2,0
"Garmisch-Partenkirchen","Deutschland :de:",8.8,21.3,11.7537388888889,1,1
"Binz (Rügen)","Deutschland :de:",9.1,20.85,12.5816347222222,1,0.6
"Heringsdorf (Usedom)","Deutschland :de:",9.6,22.35,14.0635625,2,0
"Westerland (Sylt)","Deutschland :de:",8.5,11.05,14.8099180555556,2,0
"Wernigerode (Harz)","Deutschland :de:",8.5,19.6,10.4207777777778,1,1.2
"Cochem (Mosel)","Deutschland :de:",7.8,21.65,12.2597125,0,7.3
"Kempten (Allgäu)","Deutschland :de:",9.1,21.35,11.9760027777778,2,0
"Nürnberg","Deutschland :de:",9.3,24.05,10.9257416666667,2,0
"Münster","Deutschland :de:",8.3,21.6,12.9636222222222,0,3.9
"Stuttgart","Deutschland :de:",8.7,22.75,8.47857083333333,1,0.3
"Norderney","Deutschland :de:",8.2,12.15,14.9724902777778,1,0.1
"Erfurt","Deutschland :de:",9.3,22.55,10.3020861111111,2,0
"Bremen","Deutschland :de:",8.9,22.25,12.4558430555556,1,1.1
"Timmendorfer Strand","Deutschland :de:",8.8,20.6,11.9237125,1,0.6
"Karlsbad","Tschechien :cz:",9.6,23.2,13.3710569444444,2,0
"Enschede","Niederlande :nl:",8.6,21.05,13.0344263888889,1,1.5
"Pilsen","Tschechien :cz:",9.8,24.05,13.1942069444444,2,0
"Maastricht","Niederlande :nl:",6.55,20.7,11.9516305555556,0,8.8
"Giethoorn","Niederlande :nl:",8.5,17.85,14.3502583333333,1,0.9
"Groningen","Niederlande :nl:",8.3,16.75,14.9268944444444,1,1.5
"Eindhoven","Niederlande :nl:",8.1,22.05,12.1552277777778,1,6.4
"Prag","Tschechien :cz:",9.8,24.05,14.0240513888889,2,0
"Luxemburg","Luxemburg :lu:",5.8,18.35,8.68966944444444,0,18.6
"Straßburg","Frankreich :fr:",8.1,22.8,7.16296111111111,2,0
"Amsterdam","Niederlande :nl:",8.4,16.8,13.7927652777778,1,0.6
"Dinant","Belgien :be:",5.9,20,8.71309305555556,1,12.4
"Rotterdam","Niederlande :nl:",8.6,18.05,13.7048013888889,1,0.2
"Antwerpen","Belgien :be:",8.4,20.75,12.1200208333333,1,1.3
"Zandvoort","Niederlande :nl:",8.4,13.85,13.8862555555556,1,0.2
"Český Krumlov","Tschechien :cz:",9.7,22.25,14.0902625,2,0
"Terschelling","Niederlande :nl:",8.6,12.65,13.9554361111111,2,0
"Noordwijk","Niederlande :nl:",8.6,16.15,13.9018527777778,1,0.2
"Bergen aan Zee","Niederlande :nl:",8.3,14.9,13.7111888888889,0,1.2
"Nancy","Frankreich :fr:",7.5,22.15,7.22532916666667,1,1.4
"Brüssel","Belgien :be:",7.5,19.75,10.5355,1,1.2
"Texel","Niederlande :nl:",8.6,14.6,13.8090722222222,1,0.3
"Scheveningen","Niederlande :nl:",8.5,16.25,14.1214111111111,1,0.2
"Fåborg","Dänemark :dk:",8.5,16.3,13.2525111111111,0,0.9
"Salzburg","Österreich :at:",9.8,23.7,14,2,0
"Renesse","Niederlande :nl:",8.3,14.7,13.6085944444444,1,0.1
"Linz","Österreich :at:",9.9,24.4,14.0029569444444,2,0
"Zürich","Schweiz :ch:",8.6,22.55,8.5711375,2,0
"Basel","Schweiz :ch:",7.9,22,7.36154444444445,2,0
"Innsbruck","Österreich :at:",9.4,22.15,12.5821652777778,2,0
"Domburg","Niederlande :nl:",8.3,14.7,13.2462097222222,1,0.1
"Breslau","Polen :pl:",9.9,23.9,14.5267013888889,2,0
"Køge","Dänemark :dk:",8.7,19.35,12.5931430555556,1,3.4
"Posen","Polen :pl:",9.9,24.5,14.5828597222222,2,0
"Zell am See","Österreich :at:",9.5,21.15,13.7856583333333,2,0
"Brügge","Belgien :be:",8.3,18.25,13.4964527777778,1,1.3
"Hallstatt","Österreich :at:",9.8,23.15,14.0325305555556,2,0
"Luzern","Schweiz :ch:",8,22.4,8.13670694444444,1,0
"De Haan","Belgien :be:",8.3,15.85,13.926875,1,0.7
"Ostende","Belgien :be:",8.2,16.3,13.9859361111111,1,1.5
"Kopenhagen","Dänemark :dk:",8.2,16.45,9.181725,1,1.6
"Malmö","Schweden :se:",8.4,15.45,8.965375,2,0
"Brünn","Tschechien :cz:",9.8,22.35,14.3756027777778,2,0
"Meran","Italien :it:",9.1,19.55,12.0203055555556,2,0
"Bern","Schweiz :ch:",8.2,21.05,7.312025,2,0
