"Ort","Bundesland","Bezeichnung","Lat","Lon","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Hamburg","Hamburg","Hamburg",53.550341,10.000654,6.86666666666667,1.06666666666667,8.03370925925926,1,0.4
"Berlin","Berlin","Berlin",52.510885,13.3989367,6.46666666666667,2.16666666666667,6.99478055555556,1,1.5
"Warnemünde","Mecklenburg-Vorpommern","Warnemünde, Mecklenburg-Vorpommern",54.1779039,12.0812875,6.66666666666667,0.333333333333333,6.77704351851852,2,0.7
"Sankt Peter-Ording","Schleswig-Holstein","Sankt Peter-Ording, Schleswig-Holstein",54.3146777135231,8.60410826459091,7.13333333333333,0.266666666666667,7.89297685185185,2,0.1
"Timmendorfer Strand","Schleswig-Holstein","Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,6.26666666666667,0.2,7.56227962962963,2,1
"Norderney","Niedersachsen","Norderney, Niedersachsen",53.7056126,7.1438175,5.8,4.33333333333333,3.66644907407407,1,6.4
"Kühlungsborn","Mecklenburg-Vorpommern","Kühlungsborn, Mecklenburg-Vorpommern",54.1483764,11.7441876,6.46666666666667,0.233333333333333,6.98879907407407,2,0.4
"Dresden","Sachsen","Dresden, Sachsen",51.0493286,13.7381437,6.73333333333333,2.73333333333333,7.17842037037037,0,0.6
"München","Bayern","München, Bayern",48.1371079,11.5753822,3.7,2.6,3.76295185185185,0,7.5
"Köln","Nordrhein-Westfalen","Köln, Nordrhein-Westfalen",50.938361,6.959974,6.06666666666667,5.73333333333333,5.97934907407407,1,12.9
"Binz (Rügen)","Mecklenburg-Vorpommern","Binz (Rügen), Mecklenburg-Vorpommern",54.4010291,13.6076477,6.53333333333333,0.1,6.3729962962963,0,1.5
"Cuxhaven","Niedersachsen","Cuxhaven, Niedersachsen",53.86878,8.698286,7.13333333333333,0.966666666666667,7.72905277777778,2,0.1
"Leipzig","Sachsen","Leipzig, Sachsen",51.3406321,12.3747329,7.06666666666667,2.13333333333333,8.57514814814815,2,1.3
"Frankfurt am Main","Hessen","Frankfurt am Main, Hessen",50.1106444,8.6820917,6.26666666666667,5,4.47587314814815,1,2.5
"Grömitz","Schleswig-Holstein","Grömitz, Schleswig-Holstein",54.1441095,10.9588499,6.33333333333333,-0.1,7.6476462962963,2,1.1
"Büsum","Schleswig-Holstein","Büsum, Schleswig-Holstein",54.1298489,8.8586989,7.13333333333333,0.4,7.8368,2,0.1
"Borkum","Niedersachsen","Borkum, Niedersachsen",53.5862669,6.6917449,6.2,4.76666666666667,4.66570185185185,1,4.7
"Konstanz","Baden-Württemberg","Konstanz, Baden-Württemberg",47.659216,9.1750718,3.26666666666667,4.66666666666667,4.08588518518519,1,14.9
