"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Schwerin","Mecklenburg-Vorpommern","Schwerin, Mecklenburg-Vorpommern","(MV)",8.2,17.7,8.99606666666667,1,0
"Westerland (Sylt)","Schleswig-Holstein","Westerland (Sylt), Schleswig-Holstein","(SH)",7.4,5.4,10.5717833333333,0,1.2
"Carolinensiel","Niedersachsen","Carolinensiel, Niedersachsen","(NI)",7,12.3,4.50682222222222,0,0.9
"Graal-Müritz","Mecklenburg-Vorpommern","Graal-Müritz, Mecklenburg-Vorpommern","(MV)",7.8,13.6,6.99345,1,0
"Ahlbeck","Mecklenburg-Vorpommern","Ahlbeck, Mecklenburg-Vorpommern","(MV)",8.2,14.5,9.70239166666667,1,0
"Schönau am Königssee","Bayern","Schönau am Königssee, Bayern","(BY)",8.6,17.1,10.6980972222222,1,0
"Bad Schandau","Sachsen","Bad Schandau, Sachsen","(SN)",8.4,15.7,9.68015833333333,1,0
"Bad Zwischenahn","Niedersachsen","Bad Zwischenahn, Niedersachsen","(NI)",7.4,16.1,4.90476111111111,0,0.3
"Regensburg","Bayern","Regensburg, Bayern","(BY)",8.6,16.3,10.4231444444444,1,0
"Titisee-Neustadt","Baden-Württemberg","Titisee-Neustadt, Baden-Württemberg","(BW)",7.8,14.7,10.9337055555556,1,0
"Bernkastel-Kues","Rheinland-Pfalz","Bernkastel-Kues, Rheinland-Pfalz","(RP)",5.2,13,0.0614972222222222,0,1.6
"Wilhelmshaven","Niedersachsen","Wilhelmshaven, Niedersachsen","(NI)",7.4,15,4.56143055555556,0,0.3
"Husum","Schleswig-Holstein","Husum, Schleswig-Holstein","(SH)",6.4,11.1,2.09373055555556,0,0.3
"Dortmund","Nordrhein-Westfalen","Dortmund, Nordrhein-Westfalen","(NW)",5.2,7.2,1.435925,0,4
