"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",8.6,17.3,15.482675,1,0
"München","Deutschland :de:",8.2,17.3,13.5563194444444,1,0
"Hamburg","Deutschland :de:",8.2,15.3,15.4784222222222,1,0
"Köln","Deutschland :de:",8.6,16,15.0384194444444,1,0
"Dresden","Deutschland :de:",7.8,15.1,15.1810305555556,0,1
"Leipzig","Deutschland :de:",8.2,13.9,15.3385138888889,1,0
"Frankfurt am Main","Deutschland :de:",8.6,17.5,14.9640694444444,1,0
"Freiburg im Breisgau","Deutschland :de:",8.2,17.9,12.0595,1,0
"Berchtesgaden","Deutschland :de:",7.6,16.3,14.6586694444444,0,0.6
"Garmisch-Partenkirchen","Deutschland :de:",4.1,15,14.6541166666667,0,0.6
"Binz (Rügen)","Deutschland :de:",7.8,15,15.7577833333333,0,1.8
"Heringsdorf (Usedom)","Deutschland :de:",8,14.4,15.6949194444444,0,0.6
"Westerland (Sylt)","Deutschland :de:",8,10,15.7558166666667,1,0
"Wernigerode (Harz)","Deutschland :de:",7.4,12.4,15.4021583333333,0,0.6
"Cochem (Mosel)","Deutschland :de:",8.8,18,13.9351833333333,1,0
"Kempten (Allgäu)","Deutschland :de:",5.5,15.1,14.7295972222222,0,0.6
"Nürnberg","Deutschland :de:",8,16.7,14.6579194444444,0,0.6
"Münster","Deutschland :de:",8.2,15.4,14.9448777777778,1,0
"Stuttgart","Deutschland :de:",8,17.9,14.8538444444444,0,0.6
"Norderney","Deutschland :de:",7.8,10.2,13.2851138888889,1,0
"Erfurt","Deutschland :de:",8,14.5,15.227325,0,0.6
"Bremen","Deutschland :de:",7.8,14.2,12.2320277777778,0,0.6
"Timmendorfer Strand","Deutschland :de:",8.4,16.1,14.6218166666667,1,0
"Karlsbad","Tschechien :cz:",8.4,15.7,15.089125,1,0
"Enschede","Niederlande :nl:",8.2,15.9,15.1371444444444,1,0
"Pilsen","Tschechien :cz:",8,16.4,15.1402138888889,0,0.6
"Maastricht","Niederlande :nl:",8.2,15.9,15.0102444444444,1,0
"Giethoorn","Niederlande :nl:",8,13.9,14.8117027777778,1,0
"Groningen","Niederlande :nl:",7.6,13.3,8.33110277777778,1,0
"Eindhoven","Niederlande :nl:",8.4,16.2,14.0102361111111,1,0
"Prag","Tschechien :cz:",8,16.2,11.1189583333333,0,0.8
"Luxemburg","Luxemburg :lu:",8.4,16.6,14.5196361111111,1,0
"Straßburg","Frankreich :fr:",8.6,19,14.9360888888889,1,0
"Amsterdam","Niederlande :nl:",8,15.4,15.3020194444444,1,0
