"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"15.12.2025",7.8,6.2,3.421475,0,0
"16.12.2025",8,7.4,5.66323055555556,0,0
"17.12.2025",7,7.4,0.0235222222222222,0,0
"18.12.2025",7,8.5,0.0448972222222222,0,0
"19.12.2025",7.8,9.2,5.33144444444444,0,0
"20.12.2025",7.2,7.8,2.16956944444444,0,0
"21.12.2025",6.4,5.7,0,0.9,0
"22.12.2025",7.8,5.2,5.66058888888889,0,0
"23.12.2025",7.8,5.3,5.63726944444444,0,0
"24.12.2025",7.2,3.9,5.63620555555556,0,0
"25.12.2025",7.4,4.9,5.64368888888889,0,0
