"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",7.15,10.225,6.11044513888889,2,5.4
"München","Deutschland :de:",5.2,6.075,5.08556666666667,0,8.76
"Hamburg","Deutschland :de:",7.4,8.75,9.684275,3,9.2
"Köln","Deutschland :de:",5.15,9.775,3.73587291666667,0,10.6
"Dresden","Deutschland :de:",5.9,7.825,4.44152916666667,0,6.7
"Leipzig","Deutschland :de:",7,9.025,6.00606111111111,2,4.26
"Frankfurt am Main","Deutschland :de:",6.45,9.725,5.84402222222222,2,7.86
"Freiburg im Breisgau","Deutschland :de:",5.95,8.075,2.82642777777778,0,6.45
"Berchtesgaden","Deutschland :de:",3.75,5.675,5.26309861111111,0,20.8
"Garmisch-Partenkirchen","Deutschland :de:",4.8,5.35,4.51680416666667,0,15.1
"Binz (Rügen)","Deutschland :de:",7.65,8.375,10.1255354166667,2,3.4
"Heringsdorf (Usedom)","Deutschland :de:",7.4,8.85,8.12156388888889,1,5.8
"Westerland (Sylt)","Deutschland :de:",7,6.575,8.50438125,1,1.4
"Wernigerode (Harz)","Deutschland :de:",6.2,6.95,6.72877916666667,1,13.36
"Cochem (Mosel)","Deutschland :de:",5.8,10.15,3.74048402777778,3,6.8
"Kempten (Allgäu)","Deutschland :de:",5.05,5.1,4.62249375,0,8.2
"Nürnberg","Deutschland :de:",6.4,8.35,5.15158888888889,0,5.66
"Münster","Deutschland :de:",5.4,10.275,2.870175,1,6.7
"Stuttgart","Deutschland :de:",5.6,8.125,5.38227847222222,1,8.25
"Norderney","Deutschland :de:",6.625,7.875,8.27620486111111,1,1.1
"Erfurt","Deutschland :de:",6.45,7.875,6.08129652777778,1,13.64
"Bremen","Deutschland :de:",7.5,9.275,10.1835361111111,3,5.8
"Timmendorfer Strand","Deutschland :de:",7.65,9.275,10.3624868055556,3,2.6
"Karlsbad","Tschechien :cz:",6.425,5.775,7.19991180555556,1,3.5
"Enschede","Niederlande :nl:",6.125,11.725,4.16274652777778,1,3.8
"Pilsen","Tschechien :cz:",6.95,7.3,6.12675486111111,0,4.36
"Maastricht","Niederlande :nl:",5.35,10.275,3.17940902777778,1,4.6
"Giethoorn","Niederlande :nl:",7.15,10.925,7.81056111111111,1,2.6
"Groningen","Niederlande :nl:",7.1,10.275,7.73265069444444,1,2.3
"Eindhoven","Niederlande :nl:",6.625,11.125,5.01323333333333,1,2.3
"Prag","Tschechien :cz:",7.2,7.925,7.68470486111111,1,6.06
"Luxemburg","Luxemburg :lu:",5.8,8.2,3.88674583333333,3,11.4
"Straßburg","Frankreich :fr:",5.5,9.95,3.7492375,1,6.35
"Amsterdam","Niederlande :nl:",7.6,11,8.84573402777778,2,0.6
"Dinant","Belgien :be:",5.55,9.925,4.30605208333333,1,8.3
"Rotterdam","Niederlande :nl:",7.4,11.1,7.99370138888889,1,2
"Antwerpen","Belgien :be:",7,11.15,6.23586875,0,3.9
"Zandvoort","Niederlande :nl:",7.35,9.05,9.25446666666667,2,0.8
"Český Krumlov","Tschechien :cz:",6.85,5.75,8.54859097222222,1,5.3
"Terschelling","Niederlande :nl:",7.65,8.65,9.74429444444445,2,1.2
"Noordwijk","Niederlande :nl:",7.3,10.025,9.05055,1,1.7
"Bergen aan Zee","Niederlande :nl:",7.6,10.025,9.50683680555556,1,1.5
"Nancy","Frankreich :fr:",5.625,9.425,3.54581458333333,2,5.55
"Brüssel","Belgien :be:",6.075,10.5,5.63900833333333,0,3.6
"Texel","Niederlande :nl:",7.65,9.575,9.83862569444444,0,1.2
"Scheveningen","Niederlande :nl:",7.25,10.075,9.01754513888889,0,2.4
"Fåborg","Dänemark :dk:",6.125,9.1,6.85228819444444,1,4.1
"Salzburg","Österreich :at:",4.1,7.075,6.49704791666667,0,20.7
"Renesse","Niederlande :nl:",7.7,10.275,9.65033611111111,1,1.6
"Linz","Österreich :at:",5.875,8.525,7.87107986111111,1,8.4
"Zürich","Schweiz :ch:",5.65,8.325,6.27241319444444,1,3.6
"Basel","Schweiz :ch:",5.6,8.675,3.91627986111111,2,5.1
"Innsbruck","Österreich :at:",5.35,6.5,5.96044375,1,7.7
"Domburg","Niederlande :nl:",7.7,10.425,9.89431944444445,1,1.9
"Breslau","Polen :pl:",6.95,8.4,5.809675,0,4.9
"Køge","Dänemark :dk:",6.225,8.825,5.34456875,1,8.3
"Posen","Polen :pl:",6.85,8.225,4.141625,1,5.46
"Zell am See","Österreich :at:",4.475,4.575,5.45723888888889,1,20.4
"Brügge","Belgien :be:",7.65,11.375,9.68444444444444,0,1.5
"Hallstatt","Österreich :at:",3.5,5.3,5.24255416666667,0,26.7
