"Ort","Bundesland","Bezeichnung","Lat","Lon","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Hamburg","Hamburg","Hamburg",53.550341,10.000654,7,0,6.31720555555555,0,0.2
"Berlin","Berlin","Berlin",52.510885,13.3989367,5.2,-0.2,0.414786111111111,1,0
"Warnemünde","Mecklenburg-Vorpommern","Warnemünde, Mecklenburg-Vorpommern",54.1779039,12.0812875,7.4,0.8,6.00431111111111,1,0
"Sankt Peter-Ording","Schleswig-Holstein","Sankt Peter-Ording, Schleswig-Holstein",54.3146777135231,8.60410826459091,6.4,3,4.15496388888889,1,0
"Timmendorfer Strand","Schleswig-Holstein","Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,7,1,5.14654722222222,1,0
"Norderney","Niedersachsen","Norderney, Niedersachsen",53.7056126,7.1438175,7.2,1.6,6.71725555555556,1,0
"Kühlungsborn","Mecklenburg-Vorpommern","Kühlungsborn, Mecklenburg-Vorpommern",54.1483764,11.7441876,7.2,3.3,4.81819166666667,1,0
"Dresden","Sachsen","Dresden, Sachsen",51.0493286,13.7381437,5.8,0.4,0,1,0
"München","Bayern","München, Bayern",48.1371079,11.5753822,6.8,0.8,6.76841388888889,1,0
"Köln","Nordrhein-Westfalen","Köln, Nordrhein-Westfalen",50.938361,6.959974,6,1.7,2.88471388888889,0,0.4
"Binz (Rügen)","Mecklenburg-Vorpommern","Binz (Rügen), Mecklenburg-Vorpommern",54.4010291,13.6076477,6.8,1,4.66194166666667,1,0
"Cuxhaven","Niedersachsen","Cuxhaven, Niedersachsen",53.86878,8.698286,6,2.4,4.18482777777778,0,1
"Leipzig","Sachsen","Leipzig, Sachsen",51.3406321,12.3747329,7,0.8,4.96053611111111,1,0
"Frankfurt am Main","Hessen","Frankfurt am Main, Hessen",50.1106444,8.6820917,6.4,0.4,4.0427,0,0.8
"Grömitz","Schleswig-Holstein","Grömitz, Schleswig-Holstein",54.1441095,10.9588499,7,1.9,4.862775,0,0.1
"Büsum","Schleswig-Holstein","Büsum, Schleswig-Holstein",54.1298489,8.8586989,5.2,-0.2,4.19062777777778,1,0
"Borkum","Niedersachsen","Borkum, Niedersachsen",53.5862669,6.6917449,7,2.4,6.73231111111111,1,0
"Konstanz","Baden-Württemberg","Konstanz, Baden-Württemberg",47.659216,9.1750718,7,1.8,6.48179722222222,1,0
"Boltenhagen","Mecklenburg-Vorpommern","Boltenhagen, Mecklenburg-Vorpommern",53.9864246,11.205923,7.2,0.9,5.09816944444444,1,0
"Garmisch-Partenkirchen","Bayern","Garmisch-Partenkirchen, Bayern",47.4923741,11.0962815,6.8,0.9,7.83887222222222,0,0.1
"Lübeck","Schleswig-Holstein","Lübeck, Schleswig-Holstein",53.866444,10.684738,6.2,-0.2,6.37470555555555,1,0
"Waren (Müritz)","Mecklenburg-Vorpommern","Waren (Müritz), Mecklenburg-Vorpommern",53.5156249,12.6850606,5.8,-0.1,4.04137777777778,1,0
"Berchtesgaden","Bayern","Berchtesgaden, Bayern",47.6330221,13.0020051,5,-0.4,4.05116388888889,0,3
"Heringsdorf (Usedom)","Mecklenburg-Vorpommern","Heringsdorf (Usedom), Mecklenburg-Vorpommern",53.9583117845254,14.1556338711397,6.4,1.2,1.01501666666667,1,0
"Düsseldorf","Nordrhein-Westfalen","Düsseldorf, Nordrhein-Westfalen",51.2254018,6.7763137,5.6,1.5,0.825355555555556,0,0.4
"Rostock","Mecklenburg-Vorpommern","Rostock, Mecklenburg-Vorpommern",54.0886707,12.1400211,7.4,0.7,6.00431111111111,1,0
"Lüneburg","Niedersachsen","Lüneburg, Niedersachsen",53.248706,10.407855,7.2,0.3,6.559725,1,0
"Scharbeutz","Schleswig-Holstein","Scharbeutz, Schleswig-Holstein",54.026634,10.7559481,7,1,5.14654722222222,1,0
"Travemünde","Schleswig-Holstein","Travemünde, Schleswig-Holstein",53.9563395480557,10.8660828563105,7,0.7,5.90437222222222,1,0
"Hannover","Niedersachsen","Hannover, Niedersachsen",52.3744779,9.7385532,6.6,0.8,6.555175,0,0.5
"Oberstdorf","Bayern","Oberstdorf, Bayern",47.4104347,10.2774409,7,2.3,7.20607777777778,1,0
"Stuttgart","Baden-Württemberg","Stuttgart, Baden-Württemberg",48.7784485,9.1800132,6.8,2.9,6.61829722222222,1,0
"Münster","Nordrhein-Westfalen","Münster, Nordrhein-Westfalen",51.9625101,7.6251879,6.8,1,7.07039722222222,1,0
"Potsdam","Brandenburg","Potsdam, Brandenburg",52.4009309,13.0591397,7,0.1,4.12421666666667,1,0
"Wismar","Mecklenburg-Vorpommern","Wismar, Mecklenburg-Vorpommern",53.8909832,11.4647932,7,0.3,3.573525,1,0
"Norddeich","Niedersachsen","Norddeich, Niedersachsen",53.6209520645092,7.16051439568982,7,0.4,6.73231388888889,1,0
"Stralsund","Mecklenburg-Vorpommern","Stralsund, Mecklenburg-Vorpommern",54.3096314,13.0820846,6,0.7,0.996730555555556,1,0
"Koblenz","Rheinland-Pfalz","Koblenz, Rheinland-Pfalz",50.3533278,7.5943951,6.8,2.4,7.26939722222222,0,0.2
"Lindau","Bayern","Lindau, Bayern",47.550753,9.6926624,7,7.2,4.60043611111111,1,0
"Heidelberg","Baden-Württemberg","Heidelberg, Baden-Württemberg",49.4093582,8.694724,6.6,2.2,5.9095,1,0
"Zingst","Mecklenburg-Vorpommern","Zingst, Mecklenburg-Vorpommern",54.4387302,12.6821366,5.8,1.8,0.847577777777778,1,0
"Erfurt","Thüringen","Erfurt, Thüringen",50.9777974,11.0287364,7.4,1.1,7.24150277777778,1,0
"Juist","Niedersachsen","Juist, Niedersachsen",53.6784483,6.9956079,7,2.4,6.71725833333333,1,0
"Greetsiel","Niedersachsen","Greetsiel, Niedersachsen",53.4999753,7.0906967,7,0.4,6.73866388888889,1,0
"Heiligenhafen","Schleswig-Holstein","Heiligenhafen, Schleswig-Holstein",54.3717445,10.9809235,7,3.4,4.18840277777778,0,0.3
"Füssen","Bayern","Füssen, Bayern",47.5675998,10.6993217,7,0.8,7.862225,1,0
"Bremen","Bremen","Bremen",53.0758196,8.8071646,6.2,0,4.84193888888889,0,1.5
"Kiel","Schleswig-Holstein","Kiel, Schleswig-Holstein",54.3227085,10.135555,7,2.1,3.86287777777778,1,0
"Bamberg","Bayern","Bamberg, Bayern",49.8916044,10.8868478,7,1.4,7.35063333333333,1,0
"Freiburg im Breisgau","Baden-Württemberg","Freiburg im Breisgau, Baden-Württemberg",47.9960901,7.8494005,6.4,4.5,4.69670277777778,1,0
"Cochem (Mosel)","Rheinland-Pfalz","Cochem (Mosel), Rheinland-Pfalz",50.1483916,7.1663195,6.8,2.1,6.93839722222222,0,0.2
"Trier","Rheinland-Pfalz","Trier, Rheinland-Pfalz",49.7596208,6.6441878,5.2,1.4,0,0,0.6
"Ahrenshoop","Mecklenburg-Vorpommern","Ahrenshoop, Mecklenburg-Vorpommern",54.3789509,12.419192,6.2,3.3,2.33480277777778,1,0
"Nürnberg","Bayern","Nürnberg, Bayern",49.453872,11.077298,6.8,1.5,7.07756944444444,1,0
"Wernigerode (Harz)","Sachsen-Anhalt","Wernigerode (Harz), Sachsen-Anhalt",51.8344172,10.7862526,7,0.3,7.080025,0,0.2
"Bremerhaven","Bremen","Bremerhaven",53.5505392,8.5851945,6.2,0.5,4.69283333333333,0,1.7
"Görlitz","Sachsen","Görlitz, Sachsen",51.1532076746077,14.9869867830968,3.8,-0.6,0,0,4
"Zinnowitz","Mecklenburg-Vorpommern","Zinnowitz, Mecklenburg-Vorpommern",54.076647,13.9089471,6.6,1.3,2.9818,1,0
"Meersburg","Baden-Württemberg","Meersburg, Baden-Württemberg",47.6955538,9.2719656,7,3.1,6.03230277777778,1,0
"Weimar","Thüringen","Weimar, Thüringen",50.9793301,11.3297921,7.4,1.2,6.25545277777778,1,0
"Würzburg","Bayern","Würzburg, Bayern",49.7933506809822,9.93146899481068,6.6,2.1,7.28873888888889,0,0.2
"Schwerin","Mecklenburg-Vorpommern","Schwerin, Mecklenburg-Vorpommern",53.6288297,11.4148038,7.2,0,5.11128333333333,1,0
"Westerland (Sylt)","Schleswig-Holstein","Westerland (Sylt), Schleswig-Holstein",54.9064856,8.3071734,4.8,4,0,0,3.2
"Carolinensiel","Niedersachsen","Carolinensiel, Niedersachsen",53.6916344,7.8028095,6.6,0.1,4.54780555555556,0,0.8
"Graal-Müritz","Mecklenburg-Vorpommern","Graal-Müritz, Mecklenburg-Vorpommern",54.2552653,12.2517155,7,0.8,6.00431111111111,1,0
"Ahlbeck","Mecklenburg-Vorpommern","Ahlbeck, Mecklenburg-Vorpommern",53.940567335526,14.1870203187083,6.4,1.2,1.01501666666667,1,0
"Schönau am Königssee","Bayern","Schönau am Königssee, Bayern",47.6054955,12.9846526,4.8,-0.5,4.05116388888889,0,3
"Bad Schandau","Sachsen","Bad Schandau, Sachsen",50.918091,14.1534018,5.4,0.9,0,0,0.9
"Bad Zwischenahn","Niedersachsen","Bad Zwischenahn, Niedersachsen",53.1801364574887,8.00840837233071,5.6,0.5,3.91233611111111,0,3.2
"Regensburg","Bayern","Regensburg, Bayern",49.0195333,12.0974869,6.2,1,2.969575,1,0
