"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",5.6,10.4,0.453961111111111,0,3
"München","Deutschland :de:",5.6,19.3,11.4774,0,9.2
"Hamburg","Deutschland :de:",8.4,12.7,11.0391055555556,1,0
"Köln","Deutschland :de:",1.5,10.6,0,0,2.1
"Dresden","Deutschland :de:",4.4,10.6,0,0,1.1
"Leipzig","Deutschland :de:",4.8,8.6,0,0,2.3
"Frankfurt am Main","Deutschland :de:",6,9.4,0,1,0
"Freiburg im Breisgau","Deutschland :de:",4.8,16,7.69654722222222,0,17.7
"Berchtesgaden","Deutschland :de:",7,19.7,12.4617722222222,0,0.3
"Garmisch-Partenkirchen","Deutschland :de:",2.4,17.8,7.83100555555556,0,2.4
"Binz (Rügen)","Deutschland :de:",8.4,10.1,8.73155277777778,1,0
"Heringsdorf (Usedom)","Deutschland :de:",8,9.4,5.16145833333333,1,0
"Westerland (Sylt)","Deutschland :de:",8.6,8.6,15,1,0
"Wernigerode (Harz)","Deutschland :de:",4.8,7.4,0,0,4.2
"Cochem (Mosel)","Deutschland :de:",1.8,15.1,1.66682777777778,0,0.5
"Kempten (Allgäu)","Deutschland :de:",4.3,17.3,6.71294722222222,0,6
"Nürnberg","Deutschland :de:",4.5,17.2,5.75993055555556,0,4.9
"Münster","Deutschland :de:",2,10.2,0,0,6.6
"Stuttgart","Deutschland :de:",3,15.8,2.78879166666667,0,4.2
"Norderney","Deutschland :de:",8.6,8.7,14.7252555555556,1,0
"Erfurt","Deutschland :de:",4.4,7.9,0,0,2.6
"Bremen","Deutschland :de:",8.2,12.9,8.778625,1,0
"Timmendorfer Strand","Deutschland :de:",8.4,10.9,10.0426055555556,1,0
"Karlsbad","Tschechien :cz:",5.6,12.6,0,0,0.2
"Enschede","Niederlande :nl:",5.6,10,0,0,1.9
"Pilsen","Tschechien :cz:",6.6,15.8,6.19075555555556,0,1.5
"Maastricht","Niederlande :nl:",1,9.9,0,0,13.1
"Giethoorn","Niederlande :nl:",9,13.6,13.519925,1,0
"Groningen","Niederlande :nl:",8.8,10.6,12.7960916666667,1,0
"Eindhoven","Niederlande :nl:",4.2,10.9,0,0,7.3
"Prag","Tschechien :cz:",5,14.8,7.93460277777778,0,7.8
"Luxemburg","Luxemburg :lu:",2.3,13.8,6.10851666666667,0,8.2
"Straßburg","Frankreich :fr:",6.6,16.6,6.23700277777778,0,2.3
"Amsterdam","Niederlande :nl:",8.8,13.3,13.7478083333333,1,0
"Dinant","Belgien :be:",2,9.9,0,0,4.4
"Rotterdam","Niederlande :nl:",8.4,14.4,9.12965277777778,1,0
"Antwerpen","Belgien :be:",7.8,11.6,9.36034444444444,1,0
"Zandvoort","Niederlande :nl:",8.6,12.4,13.7219222222222,1,0
"Český Krumlov","Tschechien :cz:",5.5,19.5,11.3028,0,2.2
"Terschelling","Niederlande :nl:",8.6,8.7,14.9559388888889,1,0
"Noordwijk","Niederlande :nl:",8.8,13.7,13.6432833333333,1,0
"Bergen aan Zee","Niederlande :nl:",8.8,12.6,13.6634583333333,1,0
"Nancy","Frankreich :fr:",5.6,14.8,3.6016,0,6.6
"Brüssel","Belgien :be:",5.4,10.8,0,0,2.2
"Texel","Niederlande :nl:",8.8,10.3,14.3797888888889,1,0
"Scheveningen","Niederlande :nl:",9,14.1,13.4969972222222,1,0
"Fåborg","Dänemark :dk:",8.8,11.3,15.0024444444444,1,0
"Salzburg","Österreich :at:",7,21.9,12.5042833333333,0,0.6
"Renesse","Niederlande :nl:",8.8,13.8,12.6619416666667,1,0
"Linz","Österreich :at:",9,23.7,11.5895388888889,1,0
"Zürich","Schweiz :ch:",1,17.3,0.387636111111111,0,13.4
"Basel","Schweiz :ch:",1.1,15.8,1.388875,0,20.4
"Innsbruck","Österreich :at:",7.8,19.8,12.069825,0,0
"Domburg","Niederlande :nl:",8.6,13.6,12.0462277777778,0,0.1
"Breslau","Polen :pl:",3.3,15,0,0,4.4
"Køge","Dänemark :dk:",9.2,13.1,14.9336,1,0
"Posen","Polen :pl:",4,10.4,0,0,10.2
"Zell am See","Österreich :at:",7.2,20.4,10.6016111111111,0,0.8
"Brügge","Belgien :be:",8.4,13.9,11.9467416666667,0,0.1
"Hallstatt","Österreich :at:",7.6,20.9,10.7669138888889,0,0
"Luzern","Schweiz :ch:",1,15.6,0.0233222222222222,0,11.7
"De Haan","Belgien :be:",8.6,13.1,11.9193444444444,0,0.1
"Ostende","Belgien :be:",8.8,13.1,11.9798138888889,1,0
"Kopenhagen","Dänemark :dk:",8.8,11.3,15.0435611111111,1,0
"Malmö","Schweden :se:",8.8,11.5,15.1329138888889,1,0
"Brünn","Tschechien :cz:",9.2,22,12.3915638888889,1,0
"Meran","Italien :it:",2,17.4,4.05648333333333,0,3.5
"Bern","Schweiz :ch:",1,13.5,0,0,18
"Bornholm","Dänemark :dk:",8.8,10.1,14.1784638888889,1,0
