"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"04.12.2025",6.4,9.3,0,0,0
"05.12.2025",1,11.2,0,7.9,10
"06.12.2025",5.4,10.9,1.92028333333333,1.45,2
"07.12.2025",7,11.4,5.37072777777778,0,1
"08.12.2025",5.6,13.3,2.66504444444444,2.1,2
"09.12.2025",7.2,14.6,2.69516666666667,0,0
"10.12.2025",8.2,9.5,6.08873611111111,0,0
"11.12.2025",7.4,10.4,5.0024,0,0
"12.12.2025",5.2,10.4,0,2.7,0
"13.12.2025",7,11,5.75637222222222,0,0
"14.12.2025",3.8,12.4,0,6.3,3
