"Ort","Bundesland","Bezeichnung","Lat","Lon","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Hamburg","Hamburg","Hamburg",53.550341,10.000654,5,-0.1,0,0,0.47
"Berlin","Berlin","Berlin",52.510885,13.3989367,5.8,-0.5,2.08615833333333,0,0.1
"Warnemünde","Mecklenburg-Vorpommern","Warnemünde, Mecklenburg-Vorpommern",54.1779039,12.0812875,5,-0.8,0,0,0.3
"Sankt Peter-Ording","Schleswig-Holstein","Sankt Peter-Ording, Schleswig-Holstein",54.3146777135231,8.60410826459091,3.2,1.6,0,0,5.2
"Timmendorfer Strand","Schleswig-Holstein","Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,6,0.1,0,0,0.44
"Norderney","Niedersachsen","Norderney, Niedersachsen",53.7056126,7.1438175,5.8,3.4,2.86482777777778,0,4.1
"Kühlungsborn","Mecklenburg-Vorpommern","Kühlungsborn, Mecklenburg-Vorpommern",54.1483764,11.7441876,4.4,-0.6,0,0,0.6
"Dresden","Sachsen","Dresden, Sachsen",51.0493286,13.7381437,7.4,0.2,2.70140555555556,1,0
"München","Bayern","München, Bayern",48.1371079,11.5753822,5.8,-3.5,0.787358333333333,1,0
"Köln","Nordrhein-Westfalen","Köln, Nordrhein-Westfalen",50.938361,6.959974,6,1.4,2.37005,0,1.2
"Binz (Rügen)","Mecklenburg-Vorpommern","Binz (Rügen), Mecklenburg-Vorpommern",54.4010291,13.6076477,5.6,-0.9,2.76810277777778,0,0.18
"Cuxhaven","Niedersachsen","Cuxhaven, Niedersachsen",53.86878,8.698286,5.4,0.1,0.0624861111111111,0,2.83
"Leipzig","Sachsen","Leipzig, Sachsen",51.3406321,12.3747329,6.6,-0.3,5.84758333333333,1,0
"Frankfurt am Main","Hessen","Frankfurt am Main, Hessen",50.1106444,8.6820917,6.4,-1.1,6.88885277777778,0,0.05
"Grömitz","Schleswig-Holstein","Grömitz, Schleswig-Holstein",54.1441095,10.9588499,4.8,-0.1,0,0,0.34
"Büsum","Schleswig-Holstein","Büsum, Schleswig-Holstein",54.1298489,8.8586989,2.5,1,0,0,5.57
"Borkum","Niedersachsen","Borkum, Niedersachsen",53.5862669,6.6917449,5.8,3.2,3.06743333333333,0,4.4
"Konstanz","Baden-Württemberg","Konstanz, Baden-Württemberg",47.659216,9.1750718,6.8,-2.3,6.89121111111111,1,0
"Boltenhagen","Mecklenburg-Vorpommern","Boltenhagen, Mecklenburg-Vorpommern",53.9864246,11.205923,5.4,-0.1,0.0424944444444444,1,0
"Garmisch-Partenkirchen","Bayern","Garmisch-Partenkirchen, Bayern",47.4923741,11.0962815,5.6,-5.7,7.00970833333333,1,0
"Lübeck","Schleswig-Holstein","Lübeck, Schleswig-Holstein",53.866444,10.684738,6,0,0,0,0.44
"Waren (Müritz)","Mecklenburg-Vorpommern","Waren (Müritz), Mecklenburg-Vorpommern",53.5156249,12.6850606,5,-0.8,0,0,0.4
"Berchtesgaden","Bayern","Berchtesgaden, Bayern",47.6330221,13.0020051,6.6,-4.6,6.20313333333333,1,0
"Heringsdorf (Usedom)","Mecklenburg-Vorpommern","Heringsdorf (Usedom), Mecklenburg-Vorpommern",53.9583117845254,14.1556338711397,5.2,-0.8,1.92556111111111,0,0.73
"Düsseldorf","Nordrhein-Westfalen","Düsseldorf, Nordrhein-Westfalen",51.2254018,6.7763137,6.2,1.5,2.43243888888889,0,1.1
"Rostock","Mecklenburg-Vorpommern","Rostock, Mecklenburg-Vorpommern",54.0886707,12.1400211,5,-1,0,0,0.4
"Lüneburg","Niedersachsen","Lüneburg, Niedersachsen",53.248706,10.407855,5.2,-0.3,0.356675,0,0.1
"Scharbeutz","Schleswig-Holstein","Scharbeutz, Schleswig-Holstein",54.026634,10.7559481,6.2,0.1,0.116219444444444,0,0.34
"Travemünde","Schleswig-Holstein","Travemünde, Schleswig-Holstein",53.9563395480557,10.8660828563105,6.2,0.1,0,0,0.14
"Hannover","Niedersachsen","Hannover, Niedersachsen",52.3744779,9.7385532,5.8,-0.1,3.27680277777778,0,0.48
"Oberstdorf","Bayern","Oberstdorf, Bayern",47.4104347,10.2774409,5.6,-9.9,7.04571388888889,1,0
"Stuttgart","Baden-Württemberg","Stuttgart, Baden-Württemberg",48.7784485,9.1800132,6.8,-1.8,6.98930277777778,1,0
"Münster","Nordrhein-Westfalen","Münster, Nordrhein-Westfalen",51.9625101,7.6251879,7.2,1,5.85144166666667,0,0.2
"Potsdam","Brandenburg","Potsdam, Brandenburg",52.4009309,13.0591397,6,-0.2,2.73540833333333,1,0
"Wismar","Mecklenburg-Vorpommern","Wismar, Mecklenburg-Vorpommern",53.8909832,11.4647932,5.2,-0.2,0.00360277777777778,1,0
"Norddeich","Niedersachsen","Norddeich, Niedersachsen",53.6209520645092,7.16051439568982,5.4,2.9,2.99141666666667,0,8.1
"Stralsund","Mecklenburg-Vorpommern","Stralsund, Mecklenburg-Vorpommern",54.3096314,13.0820846,5.6,-1.1,1.32897222222222,1,0
"Koblenz","Rheinland-Pfalz","Koblenz, Rheinland-Pfalz",50.3533278,7.5943951,6.6,0.1,1.86622222222222,0,0.1
"Lindau","Bayern","Lindau, Bayern",47.550753,9.6926624,6.8,-2.6,6.97456944444444,1,0
"Heidelberg","Baden-Württemberg","Heidelberg, Baden-Württemberg",49.4093582,8.694724,6.6,-0.9,6.79156666666667,1,0
"Zingst","Mecklenburg-Vorpommern","Zingst, Mecklenburg-Vorpommern",54.4387302,12.6821366,5.4,-0.7,1.18598333333333,0,0.1
"Erfurt","Thüringen","Erfurt, Thüringen",50.9777974,11.0287364,6.8,-0.6,6.19893055555556,1,0
"Juist","Niedersachsen","Juist, Niedersachsen",53.6784483,6.9956079,3.1,3.3,2.58375555555556,0,4.4
"Greetsiel","Niedersachsen","Greetsiel, Niedersachsen",53.4999753,7.0906967,5.8,2.8,3,0,5.9
"Heiligenhafen","Schleswig-Holstein","Heiligenhafen, Schleswig-Holstein",54.3717445,10.9809235,5,-0.4,0.0846611111111111,0,0.04
"Füssen","Bayern","Füssen, Bayern",47.5675998,10.6993217,5.2,-7.6,3.92543055555556,1,0
"Bremen","Bremen","Bremen",53.0758196,8.8071646,4.8,-0.3,0,0,0.94
"Kiel","Schleswig-Holstein","Kiel, Schleswig-Holstein",54.3227085,10.135555,6,0,0.195016666666667,0,0.78
"Bamberg","Bayern","Bamberg, Bayern",49.8916044,10.8868478,6.4,-2.3,5.25940833333333,1,0
"Freiburg im Breisgau","Baden-Württemberg","Freiburg im Breisgau, Baden-Württemberg",47.9960901,7.8494005,6.8,-1.3,7.04184444444444,1,0
"Cochem (Mosel)","Rheinland-Pfalz","Cochem (Mosel), Rheinland-Pfalz",50.1483916,7.1663195,6.4,-0.3,6.58858333333333,1,0
"Trier","Rheinland-Pfalz","Trier, Rheinland-Pfalz",49.7596208,6.6441878,7.2,0.1,5.41424722222222,0,0.1
"Ahrenshoop","Mecklenburg-Vorpommern","Ahrenshoop, Mecklenburg-Vorpommern",54.3789509,12.419192,6.2,0.2,0.0173444444444444,0,0.1
"Nürnberg","Bayern","Nürnberg, Bayern",49.453872,11.077298,5.8,-2.2,0.237538888888889,1,0
"Wernigerode (Harz)","Sachsen-Anhalt","Wernigerode (Harz), Sachsen-Anhalt",51.8344172,10.7862526,6.2,-0.9,5.09931111111111,0,0.1
"Bremerhaven","Bremen","Bremerhaven",53.5505392,8.5851945,5.8,0.4,0,0,1.75
"Görlitz","Sachsen","Görlitz, Sachsen",51.1532076746077,14.9869867830968,6.6,-1.4,4.533425,1,0
"Zinnowitz","Mecklenburg-Vorpommern","Zinnowitz, Mecklenburg-Vorpommern",54.076647,13.9089471,5.8,-1,2.84414166666667,0,0.03
"Meersburg","Baden-Württemberg","Meersburg, Baden-Württemberg",47.6955538,9.2719656,6.6,-2.9,5.15695833333333,1,0
"Weimar","Thüringen","Weimar, Thüringen",50.9793301,11.3297921,6.6,-0.7,5.83986388888889,1,0
"Würzburg","Bayern","Würzburg, Bayern",49.7933506809822,9.93146899481068,6.6,-1.9,6.90335833333333,1,0
"Schwerin","Mecklenburg-Vorpommern","Schwerin, Mecklenburg-Vorpommern",53.6288297,11.4148038,5.2,-0.5,0.0511833333333333,0,0.3
"Westerland (Sylt)","Schleswig-Holstein","Westerland (Sylt), Schleswig-Holstein",54.9064856,8.3071734,5.2,0.8,0.774836111111111,0,4.2
"Carolinensiel","Niedersachsen","Carolinensiel, Niedersachsen",53.6916344,7.8028095,6,1.8,0,0,1.6
"Graal-Müritz","Mecklenburg-Vorpommern","Graal-Müritz, Mecklenburg-Vorpommern",54.2552653,12.2517155,5,-1,0.102155555555556,0,0.2
"Ahlbeck","Mecklenburg-Vorpommern","Ahlbeck, Mecklenburg-Vorpommern",53.940567335526,14.1870203187083,5.2,-0.7,1.79271666666667,0,0.78
"Schönau am Königssee","Bayern","Schönau am Königssee, Bayern",47.6054955,12.9846526,6.6,-4.6,6,1,0
"Bad Schandau","Sachsen","Bad Schandau, Sachsen",50.918091,14.1534018,6.4,-0.8,3.26963611111111,1,0
"Bad Zwischenahn","Niedersachsen","Bad Zwischenahn, Niedersachsen",53.1801364574887,8.00840837233071,6.4,0,0.323566666666667,0,0.5
