"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",7,2.25,2.13478472222222,2,0
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",7.3,3.9,4.64409444444444,2,0
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",7,2.45,2.67721805555556,2,0
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",7.8,1.25,6.93201944444444,2,0
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",6.9,4.2,1.90028194444444,2,0
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",7,3.2,2.11334583333333,2,0
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",7.2,6.6,1.64931944444444,2,0
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",7.9,7.15,7.08053055555556,2,0
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",7.5,4.05,7.15428194444444,2,0
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",7.7,7.55,7.2610625,2,0
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",6.9,2.95,3.94284305555556,2,0
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",7.1,1.85,4.65246666666667,2,0
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",7.6,3.45,5.46870972222222,2,0
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",5.1,0.7,0.0387722222222222,0,1.2
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",7.2,-0.4,6.99928333333333,2,0
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",7.4,4.35,5.03913472222222,1,0.2
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",6.8,4.95,0.324408333333333,2,0
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",7.2,-0.55,6.57555,2,0
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",7.4,6.05,3.42648055555556,2,0
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",7.5,4.25,5.6775875,0,0.3
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",6.3,2.5,0.502244444444444,1,0.4
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",7.1,2.9,2.40774861111111,2,0
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",6.9,2.25,3.4435125,2,0
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",6.2,2.95,0,0,0.3
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",6.6,-0.65,6.40735833333333,2,0
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",6.6,4.45,0,2,0
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",7.2,-0.35,6.74896805555556,2,0
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",7.8,0.6,6.24215833333333,2,0
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",7.6,1.25,5.96890416666667,2,0
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",6.7,-0.6,6.57128611111111,2,0
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",6.6,4.65,0,2,0
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",6.6,-1.35,7.00571805555556,2,0
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",7.9,6,7.00254722222222,2,0
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",7.8,0.45,6.39092777777778,2,0
"Dinant","Belgien",50.2591813,4.9130588,"Dinant, Belgien",7.2,0.2,6.83407638888889,2,0
"Rotterdam","Niederlande",51.9244424,4.47775,"Rotterdam, Niederlande",7.2,-0.1,6.43730555555556,2,0
"Antwerpen","Belgien",51.2211097,4.3997081,"Antwerpen, Belgien",7.2,-0.35,6.5127875,2,0
"Zandvoort","Niederlande",52.3719838,4.5302209,"Zandvoort, Niederlande",7.8,1.45,6.388175,2,0
