"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",6.4,1.05,0.233647222222222,2,0
"München","Deutschland :de:",6.5,9.6,5.24120972222222,0,1.6
"Hamburg","Deutschland :de:",5.9,1.8,0,1,2.8
"Köln","Deutschland :de:",4.5,10.5,5.803925,1,9.6
"Dresden","Deutschland :de:",6.6,5.05,3.80872638888889,0,1.2
"Leipzig","Deutschland :de:",7,4.4,4.68769444444444,0,0.6
"Frankfurt am Main","Deutschland :de:",4.3,7.5,3.33320833333333,0,5.7
"Freiburg im Breisgau","Deutschland :de:",4.8,11.2,6.12774027777778,0,1.65
"Berchtesgaden","Deutschland :de:",5.9,7,3.47434444444444,0,1.8
"Garmisch-Partenkirchen","Deutschland :de:",6,7.8,4.51315277777778,1,1.2
"Binz (Rügen)","Deutschland :de:",6.3,-0.4,2.01710694444444,1,0.2
"Heringsdorf (Usedom)","Deutschland :de:",6.3,-0.05,1.48357083333333,2,0
"Westerland (Sylt)","Deutschland :de:",5.9,1,0,1,1.5
"Wernigerode (Harz)","Deutschland :de:",5.8,4.95,3.9588125,0,1.5
"Cochem (Mosel)","Deutschland :de:",4.3,10.95,4.38171944444444,0,3.3
"Kempten (Allgäu)","Deutschland :de:",4.5,8.7,5.12942916666667,1,2.1
"Nürnberg","Deutschland :de:",4.55,7,4.37640138888889,0,4.5
"Münster","Deutschland :de:",4.6,8.1,4.23285138888889,1,6.8
"Stuttgart","Deutschland :de:",5,10.5,5.93931111111111,1,1.7
"Norderney","Deutschland :de:",5.7,2.55,1.31142222222222,1,5.1
"Erfurt","Deutschland :de:",6.2,3.3,2.52264861111111,0,2
"Bremen","Deutschland :de:",6,3.4,2.11588472222222,1,6.1
"Timmendorfer Strand","Deutschland :de:",6.9,1.35,2.53434166666667,2,0
"Karlsbad","Tschechien :cz:",5.1,2.7,0.436816666666667,0,1.9
"Enschede","Niederlande :nl:",4.6,7.65,4.21867361111111,1,7.8
