"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"29.11.2025",7.2,8.4,0.959519444444444,0,0
"30.11.2025",6.2,8.2,0.0489638888888889,0.5,0
"01.12.2025",7.4,4.7,3.34031111111111,0,0
"02.12.2025",7,4.9,1.67694722222222,0,0
"03.12.2025",7.6,2.7,5.05476944444445,0,0
"04.12.2025",7.2,4.1,2.10121388888889,0,0
"05.12.2025",7.6,3.6,4.15615,0,0
"06.12.2025",6.6,6.8,3.82166944444444,1.8,0
"07.12.2025",6.6,7.6,0.0360444444444444,0.1,0
"08.12.2025",7.2,12.4,5.43429722222222,0.3,0
"09.12.2025",7.2,10.8,5.98608333333333,0.2,0
