"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"09.01.2026",1.3,7.6,3.41078888888889,11.5,11
"10.01.2026",1,3.1,0,3.18,10
"11.01.2026",6.8,-2.1,7.01716111111111,0,0
"12.01.2026",5,1.3,0,1,0
"13.01.2026",5.4,5.1,0,0.7,0
"14.01.2026",5,9.1,0,2.4,0
"15.01.2026",7,8.8,7.32945277777778,0,0
"16.01.2026",7,7.5,2.897275,0.1,0
"17.01.2026",7.6,6.8,7.12613333333333,0,0
"18.01.2026",5.4,5.4,0.237663888888889,6.1,0
"19.01.2026",6.2,7.7,0,0.3,0
