"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",8.75,13.7,11.7744340277778,3,0.3
"München","Deutschland :de:",8.55,13.925,10.4539576388889,3,0.2
"Hamburg","Deutschland :de:",8.85,15.1,12.1352083333333,4,0
"Köln","Deutschland :de:",8.6,15.75,11.2192090277778,3,0.9
"Dresden","Deutschland :de:",8.65,13.475,12.49023125,3,0.9
"Leipzig","Deutschland :de:",8.75,13.825,12.2722604166667,3,0.1
"Frankfurt am Main","Deutschland :de:",9.05,16.35,10.8062131944444,4,0
"Freiburg im Breisgau","Deutschland :de:",9.5,19.425,12.4174520833333,4,0
"Berchtesgaden","Deutschland :de:",7.575,13.175,10.5765826388889,3,5.3
"Garmisch-Partenkirchen","Deutschland :de:",8.3,16.525,10.2782944444444,2,3.3
"Binz (Rügen)","Deutschland :de:",8.45,9.4,12.3715854166667,3,0.6
"Heringsdorf (Usedom)","Deutschland :de:",8.7,10.725,12.2514145833333,3,0.1
"Westerland (Sylt)","Deutschland :de:",8.35,8.275,12.2536930555556,4,0
"Wernigerode (Harz)","Deutschland :de:",8.75,13.25,12.1447486111111,4,0
"Cochem (Mosel)","Deutschland :de:",8.4,15.325,10.4024493055556,2,0.7
"Kempten (Allgäu)","Deutschland :de:",8.65,16.275,10.5223375,3,0.8
"Nürnberg","Deutschland :de:",8.85,14.975,11.8070534722222,4,0
"Münster","Deutschland :de:",8.25,14.7,11.1044736111111,2,4.8
"Stuttgart","Deutschland :de:",9.15,17.95,11.0812402777778,4,0
"Norderney","Deutschland :de:",8.25,9.975,12.2639340277778,2,0.9
"Erfurt","Deutschland :de:",8.85,14.775,12.0589868055556,3,0.1
"Bremen","Deutschland :de:",8.8,15.575,11.6444590277778,2,0.26
"Timmendorfer Strand","Deutschland :de:",8.6,13.175,12.4420083333333,3,0.7
"Karlsbad","Tschechien :cz:",8.7,11.975,12.0831097222222,4,0
"Enschede","Niederlande :nl:",8.25,14.975,11.3324944444444,2,5.5
"Pilsen","Tschechien :cz:",8.75,12.85,11.4997416666667,4,0
"Maastricht","Niederlande :nl:",8.1,16.025,9.68313333333333,2,4.1
"Giethoorn","Niederlande :nl:",7.95,14.725,10.1960416666667,2,17.2
"Groningen","Niederlande :nl:",8.3,13.55,11.4436145833333,2,3.2
"Eindhoven","Niederlande :nl:",8.4,16.525,10.9151229166667,2,13.6
"Prag","Tschechien :cz:",8.85,12.95,13.03610625,3,0.3
"Luxemburg","Luxemburg :lu:",8.35,14.225,10.0474805555556,2,2.8
"Straßburg","Frankreich :fr:",9.3,18.825,11.6743486111111,4,0
"Amsterdam","Niederlande :nl:",8.2,15.75,10.1608145833333,3,11.8
"Dinant","Belgien :be:",8.1,16.575,9.69805416666667,2,8.9
"Rotterdam","Niederlande :nl:",7.95,15.55,9.65793055555556,1,14.1
"Antwerpen","Belgien :be:",7.95,16.35,10.0068791666667,2,11.7
"Zandvoort","Niederlande :nl:",8,12.775,10.1600479166667,3,14.6
"Český Krumlov","Tschechien :cz:",8.55,11.5,12.0141444444444,3,0.2
"Terschelling","Niederlande :nl:",7.95,10.425,11.4199798611111,2,12.5
"Noordwijk","Niederlande :nl:",8.2,15.55,10.1651861111111,3,11.2
"Bergen aan Zee","Niederlande :nl:",8.2,14.375,10.5962569444444,3,9.7
"Nancy","Frankreich :fr:",9.35,18.95,12.1294298611111,4,0
"Brüssel","Belgien :be:",8,16.225,9.54101319444444,2,8.1
"Texel","Niederlande :nl:",7.95,12.7,10.7723840277778,2,11.3
"Scheveningen","Niederlande :nl:",8.05,15.75,9.73782013888889,2,9.9
"Fåborg","Dänemark :dk:",8.45,10.075,11.7601979166667,4,0
"Salzburg","Österreich :at:",7.575,14.65,10.62718125,3,5.3
"Renesse","Niederlande :nl:",8,15.725,9.73456458333333,2,11.1
"Linz","Österreich :at:",8.55,14.075,11.5009083333333,3,1.2
"Zürich","Schweiz :ch:",9.3,19.725,11.3220284722222,3,0.1
"Basel","Schweiz :ch:",9.45,19.975,11.8323979166667,4,0
"Innsbruck","Österreich :at:",8.65,17.525,10.7679868055556,3,1.3
"Domburg","Niederlande :nl:",8.1,15.8,9.42320277777778,2,8.6
"Breslau","Polen :pl:",8.35,11.4,11.7779305555556,3,3.2
"Køge","Dänemark :dk:",8.4,8.875,12.3111201388889,4,0
"Posen","Polen :pl:",8.6,12.225,12.0527284722222,3,0.2
"Zell am See","Österreich :at:",8.2,14.75,10.7994673611111,3,5.4
"Brügge","Belgien :be:",8.15,16.95,9.77714305555556,2,9.5
"Hallstatt","Österreich :at:",8.05,13.8,10.9423902777778,3,6.2
"Luzern","Schweiz :ch:",9.45,19.975,12.74964375,4,0
"De Haan","Belgien :be:",8.15,15.625,10.17465,2,6.6
"Ostende","Belgien :be:",8.1,15.95,10.0155409722222,2,8.6
"Kopenhagen","Dänemark :dk:",8.45,7.675,12.4294347222222,4,0
"Malmö","Schweden :se:",8.5,8.35,12.4896034722222,4,0
"Brünn","Tschechien :cz:",8.7,12.725,12.5625625,3,0.4
"Meran","Italien :it:",9.45,21.025,12.4530055555556,4,0
"Bern","Schweiz :ch:",9.55,21.4,12.2526798611111,4,0
"Bornholm","Dänemark :dk:",8.4,6.275,12.5248027777778,4,0
"Aarhus","Dänemark :dk:",8.4,9.325,12.1440326388889,4,0
"St. Moritz","Schweiz :ch:",8.65,10.3,12.5714354166667,4,0
"Hvide Sande","Dänemark :dk:",8.25,11.525,12.2718375,3,0
"Interlaken","Schweiz :ch:",9.55,20.6,12.9996993055556,4,0
"Bozen","Italien :it:",9.6,23.1,12.31658125,4,0
"Wien","Österreich :at:",8.6,13.35,12.0499701388889,3,1.3
"Dijon","Frankreich :fr:",9.65,22.025,12.5846555555556,4,0
"Ostrava","Tschechien :cz:",7.85,9.925,9.30086944444444,3,3.9
"Klagenfurt am Wörthersee","Österreich :at:",9,17.15,11.3819472222222,4,0
"Riva del Garda","Italien :it:",9.4,20.85,11.2870527777778,4,0
"Graz","Österreich :at:",8.85,14.25,11.7395652777778,3,0.2
"Le Touquet-Paris-Plage","Frankreich :fr:",9.05,14.5,12.2924916666667,4,0
"Bratislava","Slowakei :sk:",8.5,13.075,11.9865527777778,3,3.3
"Zermatt","Schweiz :ch:",8.75,11.575,12.9972743055556,3,0.1
"Bled","Slowenien :si:",8.5,14.225,10.3899166666667,3,0.6
"Paris","Frankreich :fr:",9.05,18.775,9.54876458333333,4,0
"Norwich","England :gb-eng:",8.4,14.1,9.93711736111111,2,0.4
"Ipswich","England :gb-eng:",8.6,13.55,10.8617805555556,3,0.3
"Katowice","Polen :pl:",7.9,8.2,6.96800416666667,4,0
"Torri del Benaco","Italien :it:",9.2,18.675,10.8365027777778,4,0
"Genf","Schweiz :ch:",9.65,21.775,12.7857694444444,4,0
"Sirmione","Italien :it:",9.5,19.75,12.0449770833333,4,0
"Mailand","Italien :it:",9.65,22.15,11.9639361111111,4,0
"Danzig","Polen :pl:",8.65,8.525,12.8165236111111,4,0
"Maribor","Slowenien :si:",8.6,12.675,11.10686875,3,0.3
