"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",4.5,8.25,1.02864444444444,0,5.99
"München","Deutschland :de:",4.85,10.15,1.84049583333333,0,5.59
"Hamburg","Deutschland :de:",3.15,3.1,0,0,6.31
"Köln","Deutschland :de:",1,10.25,0,0,17.7
"Dresden","Deutschland :de:",4.2,9.7,0.352216666666667,0,2.28
"Leipzig","Deutschland :de:",3.8,8.85,0,0,9.71
"Frankfurt am Main","Deutschland :de:",2.65,10.6,0,0,8.03
"Freiburg im Breisgau","Deutschland :de:",2.85,10.9,1,0,9.4
"Berchtesgaden","Deutschland :de:",3.5,9,1.29072222222222,0,5.58
"Garmisch-Partenkirchen","Deutschland :de:",2.6,9.3,3.21060138888889,0,10.42
"Binz (Rügen)","Deutschland :de:",2.9,0.85,0,0,11.65
"Heringsdorf (Usedom)","Deutschland :de:",3.55,0.55,0,0,7.45
"Westerland (Sylt)","Deutschland :de:",2.4,1.1,0,0,7.7
"Wernigerode (Harz)","Deutschland :de:",1.4,7.95,0,0,8.85
"Cochem (Mosel)","Deutschland :de:",1.15,10.05,0.122154166666667,0,7.8
"Kempten (Allgäu)","Deutschland :de:",1.5,8.45,1.55657638888889,0,34.06
"Nürnberg","Deutschland :de:",2,11.1,2.5,0,12.88
"Münster","Deutschland :de:",1,8.35,0,0,8.9
"Stuttgart","Deutschland :de:",2.05,11.55,1.78596944444444,0,9.4
"Norderney","Deutschland :de:",1.05,1.9,0,0,6.8
"Erfurt","Deutschland :de:",3,8.95,0.43805,0,7.4
"Bremen","Deutschland :de:",3.8,6.1,0,0,5.83
"Timmendorfer Strand","Deutschland :de:",2.9,0.3,0,0,10.52
"Karlsbad","Tschechien :cz:",2.05,8.15,0.397688888888889,0,10.84
"Enschede","Niederlande :nl:",1,8.15,0,0,11.9
"Pilsen","Tschechien :cz:",4.4,9.5,1.48320416666667,0,3.38
"Maastricht","Niederlande :nl:",1,10.35,0.578806944444444,0,16.4
"Giethoorn","Niederlande :nl:",1.75,7.15,0,0,9.9
"Groningen","Niederlande :nl:",2.2,5.05,0,0,7.4
"Eindhoven","Niederlande :nl:",1,10.2,0.514011111111111,0,8.7
"Prag","Tschechien :cz:",4.8,9.55,0.5,0,5
"Luxemburg","Luxemburg :lu:",1,9.25,1.13474027777778,0,12.4
"Straßburg","Frankreich :fr:",3.4,10.9,0.962034722222222,0,7.1
"Amsterdam","Niederlande :nl:",1.85,9.15,0.5,0,8.2
"Dinant","Belgien :be:",1,10.3,0.904918055555556,0,14.2
"Rotterdam","Niederlande :nl:",2.3,9.5,0.516747222222222,0,9.9
"Antwerpen","Belgien :be:",1.25,10.75,1.28519583333333,0,10.3
"Zandvoort","Niederlande :nl:",2.65,8,0.790829166666667,0,7.6
"Český Krumlov","Tschechien :cz:",3.8,7.6,1.24179861111111,0,0.2
"Terschelling","Niederlande :nl:",2.4,4.7,1.79733333333333,0,7.7
"Noordwijk","Niederlande :nl:",2.45,8.3,0.694077777777778,0,10.3
"Bergen aan Zee","Niederlande :nl:",1.9,7.5,0,0,10.3
"Nancy","Frankreich :fr:",1.05,10.4,0.38785,0,12.48
"Brüssel","Belgien :be:",1.15,11.05,1.5,0,14.3
"Texel","Niederlande :nl:",2.8,6.95,0.0483319444444444,0,7.7
"Scheveningen","Niederlande :nl:",2.15,8.4,0.893555555555556,0,12.1
"Fåborg","Dänemark :dk:",3.3,1.3,0,0,1.9
"Salzburg","Österreich :at:",3.3,11,0.541422222222222,0,9.32
"Renesse","Niederlande :nl:",3.35,9,1.10162916666667,0,6.8
"Linz","Österreich :at:",3.2,8.1,0.0281805555555556,0,5.6
"Zürich","Schweiz :ch:",1,9.9,0.343820833333333,0,27.93
"Basel","Schweiz :ch:",1,10.9,0.1648625,0,13.85
"Innsbruck","Österreich :at:",5.5,10.45,3.39669861111111,0,3.22
"Domburg","Niederlande :nl:",3.55,8.85,1.3506875,0,6.4
"Breslau","Polen :pl:",6.7,8.45,5.21492083333333,1,0.6
"Køge","Dänemark :dk:",3.3,1.1,0,0,3.6
"Posen","Polen :pl:",5.3,4.15,1.4479125,0,3.09
"Zell am See","Österreich :at:",5.5,5.3,3.02657777777778,0,4.9
"Brügge","Belgien :be:",3.2,10.9,2.59507361111111,0,6.8
"Hallstatt","Österreich :at:",3.8,8.6,0.894781944444444,0,4.9
"Luzern","Schweiz :ch:",1.55,10.25,2.19440972222222,0,9.75
"De Haan","Belgien :be:",3.3,9.95,2.32577083333333,0,5.7
"Ostende","Belgien :be:",3.4,9.75,3.03056388888889,0,5.6
"Kopenhagen","Dänemark :dk:",3.7,1.5,0,1,2.8
"Malmö","Schweden :se:",3.2,1.45,0,0,3
"Brünn","Tschechien :cz:",5.25,5.9,0.102327777777778,1,0.4
"Meran","Italien :it:",7.6,10.05,5.52253888888889,0,0.7
"Bern","Schweiz :ch:",1.35,9.15,1.19269583333333,0,20.34
"Bornholm","Dänemark :dk:",2.3,0.5,0,0,17.5
"Aarhus","Dänemark :dk:",3.7,1.1,0,0,1.1
"St. Moritz","Schweiz :ch:",6.2,1.8,5.31956527777778,1,4.42
"Hvide Sande","Dänemark :dk:",4.95,0.7,0.0246888888888889,1,1.7
"Interlaken","Schweiz :ch:",1.05,8.85,0.0641208333333333,0,13.74
"Bozen","Italien :it:",7.7,10.45,5.01932638888889,0,0.5
"Wien","Österreich :at:",6.8,10.55,1.68474027777778,1,0.6
"Dijon","Frankreich :fr:",2.6,12,2.71319166666667,0,11.61
"Ostrava","Tschechien :cz:",7.9,9.35,5.14113888888889,1,0.33
"Klagenfurt am Wörthersee","Österreich :at:",6.9,7.85,0.943334722222222,2,0
"Riva del Garda","Italien :it:",6.7,11.55,2.48047638888889,0,1.4
"Graz","Österreich :at:",7.1,9.5,1.017375,1,0.2
"Le Touquet-Paris-Plage","Frankreich :fr:",4.45,10.35,3.58308888888889,0,4.92
"Bratislava","Slowakei :sk:",5.9,8.2,0.0783430555555556,0,0.7
"Zermatt","Schweiz :ch:",1.55,4.25,6.37148888888889,0,14.63
"Bled","Slowenien :si:",4.75,8.05,0,0,0.3
