"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",7.08,10.9,6.87554333333333,1,9.9
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",7,11.12,7.43029944444444,2,19.2
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",7.76,10.54,10.6636422222222,2,7.9
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",3.3,9.18,5.982985,0,15.9
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",6.52,10.96,4.96028222222222,1,11
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",7.44,12,8.06207055555556,2,7.4
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",8.4,13.9,11.441025,3,4.7
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",7.96,13.38,9.27554444444444,3,5.5
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",5.04,8.8,5.04033444444444,2,32.1
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",5.72,7.92,6.25705722222222,2,35.6
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",7.72,8.18,9.26867055555556,3,4.1
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",7.4,8.52,8.17517333333333,1,4.7
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",6.92,6.02,11.1115305555556,1,4.1
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",6.92,9.2,8.48619944444444,3,22.6
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",6.2,10.72,6.45040555555556,1,4.3
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",6.92,10.26,7.77945888888889,2,18.2
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",7.36,11.54,8.54591611111111,2,10.4
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",4.8,9.14,7.21602611111111,0,17.9
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",7.88,12.94,10.3687133333333,3,6.1
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",4.74,7.38,10.4570527777778,0,6.2
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",7.28,10.88,8.52362111111111,2,11.5
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",7.76,10.72,9.78138444444444,3,6
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",7.84,10.22,10.6068122222222,4,0.9
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",6.96,9.38,6.74403055555556,2,9.3
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",4.46,9.28,7.59827444444444,0,17.4
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",7.48,11,8.01477388888889,3,5.7
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",3.48,9.98,5.85073777777778,0,11.9
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",5.22,8.94,7.91818722222222,0,15.1
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",4.9,8.46,8.99826166666667,0,18.5
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",6.2,10.08,7.29099666666667,0,12.6
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",7.2,11.26,6.36383777777778,1,8.1
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",6.84,9.86,7.74294611111111,0,6.1
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",8.16,14.6,10.4557055555556,3,2.3
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",6.12,9.94,9.06918833333333,1,8.3
"Dinant","Belgien",50.2591813,4.9130588,"Dinant, Belgien",5.4,11.16,6.50240277777778,0,7.9
"Rotterdam","Niederlande",51.9244424,4.47775,"Rotterdam, Niederlande",6.26,10.16,8.664615,2,6.8
"Antwerpen","Belgien",51.2211097,4.3997081,"Antwerpen, Belgien",6.26,10.5,6.68793722222222,0,6.3
"Zandvoort","Niederlande",52.3719838,4.5302209,"Zandvoort, Niederlande",5.42,9.04,9.61037166666667,1,14.2
"Český Krumlov","Tschechien",48.8106526,14.3150586,"Český Krumlov, Tschechien",7.12,8.98,7.92887277777778,2,8.2
"Terschelling","Niederlande",53.3643463061866,5.21443497127834,"Terschelling, Niederlande",6.92,8.36,8.23363277777778,0,6.3
"Noordwijk","Niederlande",52.2410856,4.4461969,"Noordwijk, Niederlande",5.54,9.46,9.71062277777778,1,5.8
"Bergen aan Zee","Niederlande",52.6607662,4.6316645,"Bergen aan Zee, Niederlande",6.28,9.2,8.351565,0,5.8
"Nancy","Frankreich",48.6896465492961,6.18236505173213,"Nancy, Frankreich",8.4,13.68,10.4722844444444,4,1.9
"Brüssel","Belgien",50.8465573,4.351697,"Brüssel, Belgien",6.28,10.5,6.34695777777778,0,7.1
"Texel","Niederlande",53.0543143461686,4.79876535287512,"Texel, Niederlande",6.92,8.82,9.16160444444444,0,6
"Scheveningen","Niederlande",52.1067449,4.2736937,"Scheveningen, Niederlande",6.06,9.6,9.64522888888889,1,5.6
"Fåborg","Dänemark",55.097087,10.2428246,"Fåborg, Dänemark",6.38,7.72,11.0160538888889,0,6.9
"Salzburg","Österreich",47.7981346,13.0464806,"Salzburg, Österreich",5.12,10.08,4.88892388888889,1,30.9
"Renesse","Niederlande",51.7311823,3.7719799,"Renesse, Niederlande",7.4,10,9.60572666666667,2,1.6
"Linz","Österreich",48.3059078,14.286198,"Linz, Österreich",7.12,11.7,7.14618944444444,2,9.4
"Zürich","Schweiz",47.3744489,8.5410422,"Zürich, Schweiz",7.96,14,9.34433166666667,3,3.9
"Basel","Schweiz",47.5589680548118,7.58875075727046,"Basel, Schweiz",8.2,14.18,10.0333994444444,3,2.6
"Innsbruck","Österreich",47.2654296,11.3927685,"Innsbruck, Österreich",6.56,8.9,7.25973222222222,2,23.2
"Domburg","Niederlande",51.5632141,3.4967277,"Domburg, Niederlande",7.24,10.08,9.65889222222222,0,3.1
"Breslau","Polen",51.1082644352883,17.0337679840311,"Breslau, Polen",7.08,9,7.33399388888889,1,9.6
"Køge","Dänemark",55.4565009,12.1818964,"Køge, Dänemark",6.64,7.32,10.9706988888889,1,5.7
