"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"01.02.2026",8.4,12.4,8.19974722222222,0,0
"02.02.2026",5.3,14.2,6.39358055555556,1.48,6
"03.02.2026",8,13.2,8,0.3,0
"04.02.2026",5.6,11.5,3.09219444444444,9.2,0
"05.02.2026",2.7,12.1,0,14.3,6
"06.02.2026",5.4,15.2,5.20871666666667,5,2
"07.02.2026",7.6,14.3,5.19995277777778,0.6,0
"08.02.2026",7.4,12.3,9.214475,1.2,0
"09.02.2026",6.6,13.5,5.36993055555556,2.6,0
"10.02.2026",8.2,10.6,9.35840277777778,0,0
"11.02.2026",8.2,10.1,9.51315,0,0
