"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"20.01.2026",8,4.9,7.33254166666667,0,0
"21.01.2026",8.2,5.4,7.47533055555555,0,0
"22.01.2026",8,3,7.57156388888889,0,0
"23.01.2026",8,3.9,6.19244444444444,0,0
"24.01.2026",6.6,2,3.18278055555556,1.2,0
"25.01.2026",6,-0.8,6.25184444444444,0.7,0
"26.01.2026",3.8,-1.2,0,4.3,0
"27.01.2026",7,1.6,7.11477777777778,0,0
"28.01.2026",7.2,1.1,8.25887777777778,0,0
"29.01.2026",4.8,-1.3,7.32717777777778,1.5,0
"30.01.2026",5.4,-3.9,8.21558333333333,0.7,0
