"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"07.01.2026",7.8,4.9,5.07265555555556,0,0
"08.01.2026",2.5,2.4,0,9.9,6
"09.01.2026",3.4,2.3,0,3.4,5
"10.01.2026",7.6,1.8,4.68356944444444,0,0
"11.01.2026",2,3.3,0.0126472222222222,3.9,8
"12.01.2026",6,8.2,0,0.6,0
"13.01.2026",5.2,11.2,0,3.9,0
"14.01.2026",7.6,10,6.53960555555556,0,0
"15.01.2026",7.2,8.9,6.83896111111111,0.6,0
"16.01.2026",7.6,6.8,6.79794166666667,0,0
"17.01.2026",7.2,7.2,4.84119444444444,0,0
