"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"17.02.2026",4.4,5.4,2.61938611111111,2.2,4
"18.02.2026",7.8,4.8,7.54329444444444,0,0
"19.02.2026",2.2,2.5,0,0.6,8
"20.02.2026",7.6,4.3,7.31137222222222,0,0
"21.02.2026",3.6,10.5,0,4.8,4
"22.02.2026",6,12.9,0,0.5,0
"23.02.2026",7,13.7,7.51675833333333,2,0
"24.02.2026",8.2,13.9,9.54068333333333,0,0
"25.02.2026",6.8,11.9,9.16815833333333,2,0
"26.02.2026",3.1,12.1,9.16139444444444,2.5,10
"27.02.2026",4.4,6.2,0,1.2,2
