"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Fehmarn","Schleswig-Holstein","Fehmarn, Schleswig-Holstein","(SH)",5.1,-0.675,3.55982569444444,2,7
"Hooksiel","Niedersachsen","Hooksiel, Niedersachsen","(NI)",6.4,2.05,4.18915416666667,3,0.88
"Tossens","Niedersachsen","Tossens, Niedersachsen","(NI)",6.25,1.8,4.11044375,2,1.6
"Dorum-Neufeld","Niedersachsen","Dorum-Neufeld, Niedersachsen","(NI)",6.05,1.45,3.98858958333333,2,1.93
"Nordstrand","Schleswig-Holstein","Nordstrand, Schleswig-Holstein","(SH)",5.925,0.275,5.65874861111111,2,2.77
"Glowe","Mecklenburg-Vorpommern","Glowe, Mecklenburg-Vorpommern","(MV)",5.35,-1.475,2.8913375,2,4.8
"Baabe","Mecklenburg-Vorpommern","Baabe, Mecklenburg-Vorpommern","(MV)",5.3,-1.55,2.17147430555556,2,4.7
"Thiessow","Mecklenburg-Vorpommern","Thiessow, Mecklenburg-Vorpommern","(MV)",5.2,-1.725,3.08217777777778,1,4.3
"Lubmin","Mecklenburg-Vorpommern","Lubmin, Mecklenburg-Vorpommern","(MV)",5.3,-1.5,3.66832847222222,1,4.3
"Reit im Winkl","Bayern","Reit im Winkl, Bayern","(BY)",2.825,1.9,4.31630069444445,0,32.27
"Oberammergau","Bayern","Oberammergau, Bayern","(BY)",3.35,2.4,3.78254791666667,0,24.43
"Bad Wiessee","Bayern","Bad Wiessee, Bayern","(BY)",2.725,1.725,3.95371805555556,0,31.65
"Lenggries","Bayern","Lenggries, Bayern","(BY)",2.975,2.425,2.96146736111111,0,36
"Dinkelsbühl","Bayern","Dinkelsbühl, Bayern","(BY)",4,3.05,5.03535069444444,1,6.25
"Schwäbisch Hall","Baden-Württemberg","Schwäbisch Hall, Baden-Württemberg","(BW)",3.9,4.325,4.03429513888889,0,6.3
"Plön","Schleswig-Holstein","Plön, Schleswig-Holstein","(SH)",5.625,0.025,3.91483263888889,1,4.13
"Malchow","Mecklenburg-Vorpommern","Malchow, Mecklenburg-Vorpommern","(MV)",4.675,-0.525,3.18983611111111,1,5.4
"Mirow","Mecklenburg-Vorpommern","Mirow, Mecklenburg-Vorpommern","(MV)",5.075,-0.275,3.59996666666667,1,4.3
"Neustrelitz","Mecklenburg-Vorpommern","Neustrelitz, Mecklenburg-Vorpommern","(MV)",5.35,-0.5,3.24806388888889,1,5
"Neubrandenburg","Mecklenburg-Vorpommern","Neubrandenburg, Mecklenburg-Vorpommern","(MV)",5,-0.875,3.22401805555556,1,4.5
"Bad Mergentheim","Baden-Württemberg","Bad Mergentheim, Baden-Württemberg","(BW)",4.475,4.55,5.70891875,1,5.8
"Bad Wimpfen","Baden-Württemberg","Bad Wimpfen, Baden-Württemberg","(BW)",3.6,5.025,4.70479722222222,0,8.38
"Saalfeld","Thüringen","Saalfeld, Thüringen","(TH)",7.1,3.725,8.15216666666667,2,1.8
"Wandlitz","Brandenburg","Wandlitz, Brandenburg","(BB)",5,0.55,4.22293194444444,1,4.8
"Ramsau","Bayern","Ramsau, Bayern","(BY)",3.275,2.775,3.5412125,0,24.95
"Born a. Darß","Mecklenburg-Vorpommern","Born a. Darß, Mecklenburg-Vorpommern","(MV)",5.3,-1.5,4.07539930555556,2,4.4
"Putgarten","Mecklenburg-Vorpommern","Putgarten, Mecklenburg-Vorpommern","(MV)",5.4,-1.5,2.84726875,2,4.5
