"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",5.6,-0.975,1.93613576388889,4,8.4
"München","Deutschland :de:",7.45,6.45,6.65466145833333,6,4.5
"Hamburg","Deutschland :de:",5.85,-0.1875,2.56549791666667,3,12.4
"Köln","Deutschland :de:",5.95,6.8875,4.20519479166667,4,18.9
"Dresden","Deutschland :de:",6.7,3.8625,3.39321701388889,4,3.2
"Leipzig","Deutschland :de:",6.6,1.65,4.12121423611111,5,5.7
"Frankfurt am Main","Deutschland :de:",6.35,6.4,3.09922569444444,3,6.28
"Freiburg im Breisgau","Deutschland :de:",6.9,8.225,5.31103680555556,4,10
"Berchtesgaden","Deutschland :de:",6.9,6.6875,6.32988645833333,5,0.4
"Garmisch-Partenkirchen","Deutschland :de:",7.3,7.5125,7.61501944444444,5,0.65
"Binz (Rügen)","Deutschland :de:",5.875,-0.6625,2.53392326388889,4,5.5
"Heringsdorf (Usedom)","Deutschland :de:",5.75,-1.875,2.45654444444444,6,6
"Westerland (Sylt)","Deutschland :de:",5.625,-0.7875,2.63641631944444,6,7.08
"Wernigerode (Harz)","Deutschland :de:",6,1.9875,3.10143263888889,3,12.1
"Cochem (Mosel)","Deutschland :de:",6.4,7.325,5.08093125,4,9.4
"Kempten (Allgäu)","Deutschland :de:",6.9625,5.875,7.18094340277778,5,4.05
"Nürnberg","Deutschland :de:",6.75,4.3,3.12242881944444,4,3
"Münster","Deutschland :de:",6.3875,3.2875,4.68274895833333,5,6.1
"Stuttgart","Deutschland :de:",7.325,8.1625,5.92725520833333,4,3.33
"Norderney","Deutschland :de:",5.925,-0.575,3.42204097222222,2,6.1
"Erfurt","Deutschland :de:",6.275,2.2875,3.87679861111111,4,6.39
"Bremen","Deutschland :de:",5.925,0.6125,2.84559270833333,3,8.8
"Timmendorfer Strand","Deutschland :de:",5.4,-1.0375,2.24166701388889,2,9.9
"Karlsbad","Tschechien :cz:",6.425,2.8375,3.04032986111111,4,4.94
"Enschede","Niederlande :nl:",6.3125,2.825,4.10537430555556,5,6.2
"Pilsen","Tschechien :cz:",6.975,2.9625,4.13720208333333,5,3.4
"Maastricht","Niederlande :nl:",6.2625,7.775,3.40602291666667,5,11.4
"Giethoorn","Niederlande :nl:",6.175,1.05,4.33790625,3,5.2
"Groningen","Niederlande :nl:",5.75,-0.9375,3.79016631944444,3,8.5
"Eindhoven","Niederlande :nl:",6.325,6.925,4.13245868055556,4,8.5
"Prag","Tschechien :cz:",6.8375,4.1875,4.329896875,6,4.3
"Luxemburg","Luxemburg :lu:",6.125,6.7375,4.58449166666667,5,9.7
"Straßburg","Frankreich :fr:",6.075,7.95,3.47610243055556,3,6.3
"Amsterdam","Niederlande :nl:",6.325,3.525,3.77562118055556,4,5.9
"Dinant","Belgien :be:",6.6,8.725,5.21986076388889,5,4.9
"Rotterdam","Niederlande :nl:",6.3,5.45,4.08150868055556,5,7.6
"Antwerpen","Belgien :be:",6.3875,7.4,4.63638611111111,5,11.5
"Zandvoort","Niederlande :nl:",6.3625,3.6125,3.75680590277778,5,5
"Český Krumlov","Tschechien :cz:",7.125,3.55,5.00989409722222,6,1.5
"Terschelling","Niederlande :nl:",6.25,0.5125,3.44685763888889,4,3.43
"Noordwijk","Niederlande :nl:",6.4125,4.2375,3.70284722222222,6,4.6
"Bergen aan Zee","Niederlande :nl:",6.125,2.7375,3.74524895833333,4,6.4
"Nancy","Frankreich :fr:",5.95,8.65,4.17499131944444,4,13.51
"Brüssel","Belgien :be:",6.55,8.0125,5.84579548611111,5,8.2
