"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",7.6,6.66666666666667,5.21206064814815,5,0.6
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",7.8,6.23333333333333,5.53732824074074,6,0
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",7.1,7.75,3.4932787037037,5,0.3
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",7.46666666666667,9.28333333333333,4.14348611111111,6,0
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",7.9,8.23333333333333,6.16311805555556,6,0
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",7.96666666666667,7.88333333333333,6.31095740740741,5,0.4
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",7.13333333333333,7.75,3.16641388888889,5,0.6
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",7.8,8.91666666666667,6.15035046296296,6,0
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",7.76666666666667,6.85,5.62344166666667,6,0
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",8.06666666666667,9.15,7.19739583333333,6,0
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",6.9,6.53333333333333,2.48068148148148,5,0.1
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",7.16666666666667,6.05,2.86433888888889,5,0.3
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",6.33333333333333,7.9,0.193119907407407,5,0.6
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",7.73333333333333,8.68333333333333,6.05658472222222,5,0.2
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",7.53333333333333,9.33333333333333,4.51805787037037,6,0
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",7.93333333333333,7.51666666666667,6.37557685185185,5,0.1
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",7.3,6.71666666666667,3.36256203703704,5,0.2
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",7.16666666666667,8.91666666666667,3.51732175925926,5,0.6
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",7.73333333333333,8.1,5.45770138888889,6,0
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",6.63333333333333,8.03333333333333,1.78427222222222,4,2.4
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",7.83333333333333,7.96666666666667,5.86719722222222,6,0
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",7.16666666666667,8.65,4.06013148148148,5,0.9
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",6.9,7.43333333333333,2.87151990740741,5,0.3
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",7.43333333333333,5.13333333333333,3.94775046296296,6,0
