"Ort","Bundesland","Bezeichnung","Lat","Lon","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Hamburg","Hamburg","Hamburg",53.550341,10.000654,7.5,10.65,10.5120274305556,4,8.3
"Berlin","Berlin","Berlin",52.510885,13.3989367,7.3,10.6375,6.83017395833333,3,11.6
"Warnemünde","Mecklenburg-Vorpommern","Warnemünde, Mecklenburg-Vorpommern",54.1779039,12.0812875,7.5625,8.675,10.4351590277778,5,3.8
"Sankt Peter-Ording","Schleswig-Holstein","Sankt Peter-Ording, Schleswig-Holstein",54.3146777135231,8.60410826459091,7.575,7.8125,10.3288149305556,3,6.6
"Timmendorfer Strand","Schleswig-Holstein","Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,7.825,10.2,10.8414746527778,6,1
"Norderney","Niedersachsen","Norderney, Niedersachsen",53.7056126,7.1438175,5.4125,7.5125,9.78128611111111,0,16.5
"Kühlungsborn","Mecklenburg-Vorpommern","Kühlungsborn, Mecklenburg-Vorpommern",54.1483764,11.7441876,7.5,8.525,10.7945798611111,5,3.5
"Dresden","Sachsen","Dresden, Sachsen",51.0493286,13.7381437,7,10.425,6.147671875,3,11.6
"München","Bayern","München, Bayern",48.1371079,11.5753822,6.875,9.45,8.01332465277778,4,20.46
"Köln","Nordrhein-Westfalen","Köln, Nordrhein-Westfalen",50.938361,6.959974,4.2625,9.3,6.393153125,1,26.1
"Binz (Rügen)","Mecklenburg-Vorpommern","Binz (Rügen), Mecklenburg-Vorpommern",54.4010291,13.6076477,7.775,8.475,9.29611493055556,5,4.6
"Cuxhaven","Niedersachsen","Cuxhaven, Niedersachsen",53.86878,8.698286,7.6,8.55,10.6475722222222,2,4.8
"Leipzig","Sachsen","Leipzig, Sachsen",51.3406321,12.3747329,7.4,11.075,7.70097743055556,3,8.2
"Frankfurt am Main","Hessen","Frankfurt am Main, Hessen",50.1106444,8.6820917,7.5625,12.3625,10.0190496527778,5,7
"Grömitz","Schleswig-Holstein","Grömitz, Schleswig-Holstein",54.1441095,10.9588499,7.7125,9.275,11.123915625,6,0.7
"Büsum","Schleswig-Holstein","Büsum, Schleswig-Holstein",54.1298489,8.8586989,7.5,8.0375,10.4021375,2,8
"Borkum","Niedersachsen","Borkum, Niedersachsen",53.5862669,6.6917449,6.3,7.825,8.95371041666667,0,18
"Konstanz","Baden-Württemberg","Konstanz, Baden-Württemberg",47.659216,9.1750718,7.425,11.1125,9.08785069444444,5,7.2
"Boltenhagen","Mecklenburg-Vorpommern","Boltenhagen, Mecklenburg-Vorpommern",53.9864246,11.205923,7.6875,8.9875,10.7299586805556,6,3.1
"Garmisch-Partenkirchen","Bayern","Garmisch-Partenkirchen, Bayern",47.4923741,11.0962815,5.5125,6.875,7.42858090277778,3,38.36
"Lübeck","Schleswig-Holstein","Lübeck, Schleswig-Holstein",53.866444,10.684738,7.875,10.3625,10.6050940972222,5,3
"Waren (Müritz)","Mecklenburg-Vorpommern","Waren (Müritz), Mecklenburg-Vorpommern",53.5156249,12.6850606,7.475,9.4125,8.78233506944444,4,9.7
"Berchtesgaden","Bayern","Berchtesgaden, Bayern",47.6330221,13.0020051,5.225,7.55,7.01265069444444,3,34.05
"Heringsdorf (Usedom)","Mecklenburg-Vorpommern","Heringsdorf (Usedom), Mecklenburg-Vorpommern",53.9583117845254,14.1556338711397,7.475,8.6125,7.56356076388889,3,5.1
"Düsseldorf","Nordrhein-Westfalen","Düsseldorf, Nordrhein-Westfalen",51.2254018,6.7763137,4.7,9.5375,6.59237048611111,1,29.9
"Rostock","Mecklenburg-Vorpommern","Rostock, Mecklenburg-Vorpommern",54.0886707,12.1400211,7.5375,9.1125,10.2158809027778,4,4.1
"Lüneburg","Niedersachsen","Lüneburg, Niedersachsen",53.248706,10.407855,7.425,10.9875,9.75672361111111,4,5.9
"Scharbeutz","Schleswig-Holstein","Scharbeutz, Schleswig-Holstein",54.026634,10.7559481,7.825,10.2,10.8414746527778,6,1
"Travemünde","Schleswig-Holstein","Travemünde, Schleswig-Holstein",53.9563395480557,10.8660828563105,7.6875,10.2625,10.86205625,5,2.5
"Hannover","Niedersachsen","Hannover, Niedersachsen",52.3744779,9.7385532,6.975,11.0125,8.47770243055556,5,10.3
"Oberstdorf","Bayern","Oberstdorf, Bayern",47.4104347,10.2774409,6,5.5875,7.8846875,3,36.5
"Stuttgart","Baden-Württemberg","Stuttgart, Baden-Württemberg",48.7784485,9.1800132,7.475,11.5875,9.79347638888889,4,8.9
"Münster","Nordrhein-Westfalen","Münster, Nordrhein-Westfalen",51.9625101,7.6251879,5.2,9.2625,7.31104479166667,1,22.4
"Potsdam","Brandenburg","Potsdam, Brandenburg",52.4009309,13.0591397,7.55,10.825,7.739640625,4,8.8
"Wismar","Mecklenburg-Vorpommern","Wismar, Mecklenburg-Vorpommern",53.8909832,11.4647932,7.6,9.475,10.467240625,5,3.3
"Norddeich","Niedersachsen","Norddeich, Niedersachsen",53.6209520645092,7.16051439568982,5.1625,8.2375,9.25795625,1,25
"Stralsund","Mecklenburg-Vorpommern","Stralsund, Mecklenburg-Vorpommern",54.3096314,13.0820846,7.55,8.75,9.20529444444444,5,4.4
"Koblenz","Rheinland-Pfalz","Koblenz, Rheinland-Pfalz",50.3533278,7.5943951,4.6625,9.1875,6.40520902777778,2,30
"Lindau","Bayern","Lindau, Bayern",47.550753,9.6926624,7.2125,10.4875,8.91340763888889,4,14.9
"Heidelberg","Baden-Württemberg","Heidelberg, Baden-Württemberg",49.4093582,8.694724,7.7375,12.825,9.28322951388889,4,3.6
"Zingst","Mecklenburg-Vorpommern","Zingst, Mecklenburg-Vorpommern",54.4387302,12.6821366,7.45,8.1375,10.2054934027778,5,3.7
"Erfurt","Thüringen","Erfurt, Thüringen",50.9777974,11.0287364,7.075,10.175,7.90156145833333,3,13.6
"Juist","Niedersachsen","Juist, Niedersachsen",53.6784483,6.9956079,6.475,8.1875,9.25795625,1,25
"Greetsiel","Niedersachsen","Greetsiel, Niedersachsen",53.4999753,7.0906967,5.0125,8.3125,8.70903159722222,1,27.1
"Heiligenhafen","Schleswig-Holstein","Heiligenhafen, Schleswig-Holstein",54.3717445,10.9809235,7.7125,8.8125,11.1903465277778,6,0.7
"Füssen","Bayern","Füssen, Bayern",47.5675998,10.6993217,6,6.8125,8.15822152777778,3,21.4
"Bremen","Bremen","Bremen",53.0758196,8.8071646,7.65,10.8625,9.79745694444444,4,6.7
"Kiel","Schleswig-Holstein","Kiel, Schleswig-Holstein",54.3227085,10.135555,7.775,9.9,10.4727920138889,3,2.9
"Bamberg","Bayern","Bamberg, Bayern",49.8916044,10.8868478,7.625,10.925,8.64250416666667,3,9
"Freiburg im Breisgau","Baden-Württemberg","Freiburg im Breisgau, Baden-Württemberg",47.9960901,7.8494005,7.675,11.475,9.26854479166667,4,7.8
