"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Thiessow","Mecklenburg-Vorpommern","Thiessow, Mecklenburg-Vorpommern","(MV)",6.4,3,4.52097222222222,0,0.8
"Lubmin","Mecklenburg-Vorpommern","Lubmin, Mecklenburg-Vorpommern","(MV)",6.4,2.1,3.73946666666667,0,0.7
"Reit im Winkl","Bayern","Reit im Winkl, Bayern","(BY)",5.6,2.2,5.66765833333333,0,3.6
"Oberammergau","Bayern","Oberammergau, Bayern","(BY)",6,3,6.41046388888889,0,2.8
"Bad Wiessee","Bayern","Bad Wiessee, Bayern","(BY)",5.8,2.5,5.94141111111111,0,3.1
"Lenggries","Bayern","Lenggries, Bayern","(BY)",6,3,6.33483333333333,0,3.1
"Dinkelsbühl","Bayern","Dinkelsbühl, Bayern","(BY)",6.2,0.4,6.47895277777778,0,1
"Schwäbisch Hall","Baden-Württemberg","Schwäbisch Hall, Baden-Württemberg","(BW)",6,0.8,5.66036111111111,0,0.7
"Plön","Schleswig-Holstein","Plön, Schleswig-Holstein","(SH)",6.8,2,5.27809444444444,1,0
"Malchow","Mecklenburg-Vorpommern","Malchow, Mecklenburg-Vorpommern","(MV)",6.2,1.3,2.17339444444444,0,0.3
"Mirow","Mecklenburg-Vorpommern","Mirow, Mecklenburg-Vorpommern","(MV)",6,1.6,1.44170277777778,0,0.3
"Neustrelitz","Mecklenburg-Vorpommern","Neustrelitz, Mecklenburg-Vorpommern","(MV)",5.8,1.8,0.405005555555556,0,0.3
"Neubrandenburg","Mecklenburg-Vorpommern","Neubrandenburg, Mecklenburg-Vorpommern","(MV)",6,2.2,0.498325,0,0.3
"Bad Mergentheim","Baden-Württemberg","Bad Mergentheim, Baden-Württemberg","(BW)",6.6,1.3,5.98592222222222,1,0
"Bad Wimpfen","Baden-Württemberg","Bad Wimpfen, Baden-Württemberg","(BW)",6.4,0.8,5.552825,0,0.3
"Saalfeld","Thüringen","Saalfeld, Thüringen","(TH)",6.8,2.1,6.34066944444444,1,0
"Wandlitz","Brandenburg","Wandlitz, Brandenburg","(BB)",5.6,2,0,0,0.3
"Ramsau","Bayern","Ramsau, Bayern","(BY)",5.4,3.8,4.46421111111111,0,3.7
"Born a. Darß","Mecklenburg-Vorpommern","Born a. Darß, Mecklenburg-Vorpommern","(MV)",6.4,2.5,5.48910555555555,0,0.8
"Putgarten","Mecklenburg-Vorpommern","Putgarten, Mecklenburg-Vorpommern","(MV)",6.8,3.1,5.9306,0,0.3
