"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",7.36,4.76,6.06795722222222,4,0.6
"München","Deutschland :de:",7.08,3.1,7.33618777777778,2,2.2
"Hamburg","Deutschland :de:",7.28,4.28,5.94635111111111,4,0.6
"Köln","Deutschland :de:",6.24,4.36,3.82610388888889,1,5.3
"Dresden","Deutschland :de:",7.36,4.54,6.54346555555556,4,0.3
"Leipzig","Deutschland :de:",7.56,4.7,6.56566611111111,5,0
"Frankfurt am Main","Deutschland :de:",7.44,5,6.44741722222222,5,0
"Freiburg im Breisgau","Deutschland :de:",7.04,4.14,5.93596388888889,3,3.5
"Berchtesgaden","Deutschland :de:",6.48,2.06,7.30299388888889,1,3.8
"Garmisch-Partenkirchen","Deutschland :de:",6.52,2.54,6.47027555555556,1,5.6
"Binz (Rügen)","Deutschland :de:",6.64,4.38,4.56308277777778,2,1.3
"Heringsdorf (Usedom)","Deutschland :de:",6.92,3.92,4.75406444444444,2,1.6
"Westerland (Sylt)","Deutschland :de:",4.68,6.48,4.82122111111111,0,4.9
"Wernigerode (Harz)","Deutschland :de:",7.08,2.6,6.05914,3,0.7
"Cochem (Mosel)","Deutschland :de:",6.16,3.94,2.47888222222222,1,2.8
"Kempten (Allgäu)","Deutschland :de:",6.96,2.44,7.86039833333333,1,2.4
"Nürnberg","Deutschland :de:",7.2,3.84,6.11679111111111,3,1.4
"Münster","Deutschland :de:",6.4,3.24,2.86809,2,3.1
"Stuttgart","Deutschland :de:",7.08,4.26,5.54381277777778,3,0.5
"Norderney","Deutschland :de:",5.24,6.66,4.52471722222222,0,13.7
"Erfurt","Deutschland :de:",7.28,4,6.45377333333333,3,0.4
"Bremen","Deutschland :de:",7.2,4.88,5.33125722222222,3,0.8
"Timmendorfer Strand","Deutschland :de:",7.24,4.74,5.95365611111111,3,0.8
"Karlsbad","Tschechien :cz:",7.36,2.98,7.49853055555556,5,0
"Enschede","Niederlande :nl:",6.84,3.66,5.76200777777778,3,3.1
"Pilsen","Tschechien :cz:",7.56,3.46,7.47341722222222,5,0
"Maastricht","Niederlande :nl:",6.32,4.54,5.30447944444444,1,8.3
"Giethoorn","Niederlande :nl:",6.3,4.96,6.57479388888889,2,5.1
"Groningen","Niederlande :nl:",6.64,4.62,7.02059388888889,1,4.1
"Eindhoven","Niederlande :nl:",6.96,4.32,6.22483555555556,2,1.3
"Prag","Tschechien :cz:",7.6,4.04,7.48997666666667,5,0
"Luxemburg","Luxemburg :lu:",6.2,2.46,1.846245,3,1.8
"Straßburg","Frankreich :fr:",7,4.46,4.528925,4,0.3
"Amsterdam","Niederlande :nl:",5.2,4.06,5.67540222222222,3,10.2
"Dinant","Belgien :be:",6.36,4.26,3.57390333333333,2,4.3
"Rotterdam","Niederlande :nl:",4.9,5.26,5.34879722222222,1,8.1
"Antwerpen","Belgien :be:",6.72,5.06,5.44379888888889,2,2.7
"Zandvoort","Niederlande :nl:",3.4,6.84,5.17223555555556,0,29.1
"Český Krumlov","Tschechien :cz:",7.44,2.56,7.67761444444444,4,1.6
"Terschelling","Niederlande :nl:",5.18,7.32,5.50199111111111,0,10.2
"Noordwijk","Niederlande :nl:",3.48,5.78,5.18969111111111,0,26.2
"Bergen aan Zee","Niederlande :nl:",4.2,6.06,4.76026388888889,2,15.4
"Nancy","Frankreich :fr:",6.64,4.08,2.43022777777778,2,1.4
"Brüssel","Belgien :be:",6.72,5.1,5.59793333333333,2,2.5
"Texel","Niederlande :nl:",4.32,6.7,5.43897666666667,1,13
"Scheveningen","Niederlande :nl:",3.56,6.1,4.94806611111111,0,16.8
"Fåborg","Dänemark :dk:",6.4,3.7,5.25546277777778,1,7.4
"Salzburg","Österreich :at:",6.8,3.84,7.51472444444444,2,1.8
"Renesse","Niederlande :nl:",4.94,7.04,4.65336722222222,0,16.3
"Linz","Österreich :at:",7.2,4.88,7.21574277777778,3,1.1
"Zürich","Schweiz :ch:",7.32,4.1,7.24673,2,1.4
"Basel","Schweiz :ch:",7.44,4.3,6.55482444444444,3,0.4
"Innsbruck","Österreich :at:",6.56,6.08,7.38366,1,2.7
"Domburg","Niederlande :nl:",5,5.86,4.69596277777778,0,21.8
"Breslau","Polen :pl:",7.48,3.8,6.25143111111111,4,0.1
"Køge","Dänemark :dk:",6.76,3.3,4.64175166666667,3,4.6
"Posen","Polen :pl:",7.52,3.66,6.97293555555556,5,0
"Zell am See","Österreich :at:",5.58,4.3,7.06128833333333,0,5.1
"Brügge","Belgien :be:",5.24,4.96,4.97384222222222,0,8.3
"Hallstatt","Österreich :at:",6.22,5.68,7.30733555555556,1,5
"Luzern","Schweiz :ch:",6.8,4.48,6.028105,2,0.5
"De Haan","Belgien :be:",3.66,6.1,4.07577388888889,0,17.6
"Ostende","Belgien :be:",3.58,5.9,4.15666277777778,0,21
"Kopenhagen","Dänemark :dk:",6.88,2.74,5.08436,3,4.2
"Malmö","Schweden :se:",6.36,4.1,5.07211277777778,2,10.2
"Brünn","Tschechien :cz:",7.56,4.64,7.41075944444444,4,2.8
"Meran","Italien :it:",7.2,8.68,7.36272166666667,1,10.6
"Bern","Schweiz :ch:",7.36,4.98,7.53135444444444,3,1
"Bornholm","Dänemark :dk:",4.88,3.66,3.93698166666667,2,8.3
"Aarhus","Dänemark :dk:",6.84,2.04,5.05764944444444,4,3.6
"St. Moritz","Schweiz :ch:",6.32,-0.16,8.07182888888889,3,2.2
"Hvide Sande","Dänemark :dk:",6.26,6.6,6.30541277777778,1,8.5
"Interlaken","Schweiz :ch:",7.32,5.36,7.09766666666667,3,1.2
"Bozen","Italien :it:",7.32,9.7,7.31182277777778,2,7.8
"Wien","Österreich :at:",7.48,5.4,7.58978055555556,4,2.6
"Dijon","Frankreich :fr:",7.52,4.4,7.83273333333333,4,0.1
"Ostrava","Tschechien :cz:",6.96,3.7,6.15950166666667,2,3.8
"Klagenfurt am Wörthersee","Österreich :at:",5.04,4.28,4.62085611111111,2,11.1
"Riva del Garda","Italien :it:",7.04,11.86,6.06598111111111,2,14.4
"Graz","Österreich :at:",6.44,4.92,5.16576833333333,2,2
"Le Touquet-Paris-Plage","Frankreich :fr:",6.76,8.28,4.77594055555556,2,6.2
"Bratislava","Slowakei :sk:",7.4,5.66,7.71213333333333,4,3.9
"Zermatt","Schweiz :ch:",7.44,3.16,8.26068833333333,5,0
"Bled","Slowenien :si:",4.76,3.4,3.054545,1,33.3
"Paris","Frankreich :fr:",7.52,7.42,5.98610555555556,4,0.3
"Norwich","England :gb-eng:",6.34,6,6.17179055555556,4,3
"Ipswich","England :gb-eng:",7.2,5.98,5.13444444444444,4,1.2
"Katowice","Polen :pl:",5.92,2.62,2.94074722222222,1,12.5
"Torri del Benaco","Italien :it:",7.04,12.16,5.28430944444444,3,12.2
"Genf","Schweiz :ch:",7.52,4.98,7.60294388888889,4,0.6
"Sirmione","Italien :it:",6.76,10.06,4.61137888888889,2,16.1
"Mailand","Italien :it:",7.36,11.1,7.20387611111111,2,13
"Danzig","Polen :pl:",7.12,3.46,5.42785333333333,4,2
"Maribor","Slowenien :si:",5.08,3.84,3.15605222222222,1,11.3
"Ljubljana","Slowenien :si:",4,4.06,2.18363111111111,1,21.7
"Annecy","Frankreich :fr:",7.44,6.2,7.18255722222222,4,1.2
"Venedig","Italien :it:",5.94,10.46,3.44412222222222,1,21.1
"Triest","Italien :it:",5.12,12.56,3.19891777777778,1,27.3
"Cambridge","England :gb-eng:",7,6,4.49330722222222,4,3.9
"Krakau","Polen :pl:",5.84,2.96,2.90616555555556,1,14.3
"Skagen","Dänemark :dk:",7,4.16,5.99578722222222,2,2.3
"London","England :gb-eng:",7.4,7.46,5.90997333333333,4,4.5
"Göteborg","Schweden :se:",6.92,1.96,4.5454,5,0
"Brighton","England :gb-eng:",7.44,8.82,5.64888722222222,3,2.7
"Zakopane","Polen :pl:",4.92,1.1,1.55287277777778,1,22.7
"Lyon","Frankreich :fr:",7.76,6.34,7.74928166666667,5,0
"Bourges","Frankreich :fr:",7.84,6.58,7.76971888888889,5,0
"Rovinj","Kroatien :hr:",4.8,13.6,3.77063833333333,2,31.8
"Balaton","Ungarn :hu:",6.2,6.36,3.96368333333333,1,8.1
"Zagreb","Kroatien :hr:",4.3,4.8,1.63765833333333,1,14.7
"Deauville","Frankreich :fr:",7.08,8.38,7.26799,2,1.7
"Warschau","Polen :pl:",6.8,2.22,4.79797722222222,3,3
"Hohe Tatra (Tatranská Lomnica)","Slowakei :sk:",4.72,0.44,1.55921111111111,1,14.8
"Pula","Kroatien :hr:",4.72,14.3,4.60060888888889,0,24.8
"Budapest","Ungarn :hu:",5.32,4.98,1.54845611111111,0,23.7
"Kristiansand","Norwegen :no:",7.04,2.84,5.91953333333333,4,1.2
"Oxford","England :gb-eng:",6.96,6.82,5.13044277777778,3,16.5
"Cinque Terre","Italien :it:",5.8,12.46,5.36235444444444,1,39.7
"Isle of Wight","England :gb-eng:",7.04,9.14,5.48173333333333,2,18
"Le Mans","Frankreich :fr:",7.64,7.8,6.61115833333333,5,0
"Clermont-Ferrand","Frankreich :fr:",7.48,4.58,7.92623222222222,4,0.7
"York","England :gb-eng:",6.6,5.4,3.71767222222222,2,10.8
"Plitvicer Seen","Kroatien :hr:",3.8,6.38,2.30401111111111,1,17.5
"Rimini","Italien :it:",6,12.58,5.1824,1,13.8
"Viareggio","Italien :it:",5.6,13.68,5.45170777777778,1,40.3
"Birmingham","England :gb-eng:",6.88,5.88,4.71456555555556,3,9.9
"Florenz","Italien :it:",6.68,13.38,4.96136555555556,2,14.8
"Bournemouth","England :gb-eng:",7,8.64,5.50118388888889,3,14.4
"Sanremo","Italien :it:",7.88,14.16,6.63173055555556,3,1.4
"Monaco","Monaco :mc:",7.8,14.2,6.85236444444444,3,1.6
"Bath","England :gb-eng:",6.96,5.46,3.37213222222222,4,0.6
"Klaipėda","Litauen :lt:",4.16,3.82,4.69909333333333,0,7
"Visby (Gotland)","Schweden :se:",6.2,2.42,3.38016277777778,2,7.1
"Nizza","Frankreich :fr:",7.72,14.2,6.85236444444444,3,1.6
"Manchester","England :gb-eng:",6.18,5.58,4.18565833333333,3,9
"Newcastle upon Tyne","England :gb-eng:",6.76,5.34,4.35610777777778,3,6.9
"Zadar","Kroatien :hr:",4.72,14.96,4.86732777777778,0,16.9
"Cannes","Frankreich :fr:",7.92,13.08,6.86345777777778,4,0.6
"Saint Helier","Jersey :je:",6.3,9.7,5.57814277777778,2,5.1
"Avignon","Frankreich :fr:",8.16,9.5,8.33951222222222,4,0.6
"Saint-Malo","Frankreich :fr:",7.48,9.32,6.97954055555556,4,1.3
"Liverpool","England :gb-eng:",6.36,6,4.20206777777778,3,7.8
"Cardiff","Wales :gb-wls:",7.24,5.42,5.7094,4,3.6
"Debrecen","Ungarn :hu:",5.64,8.48,3.09621222222222,1,28.2
"Windermere (Lake District)","England :gb-eng:",5.62,4.38,4.55679722222222,3,21.3
"Portoferraio (Elba)","Italien :it:",6.04,15.5,6.60908444444444,1,58.2
"Oslo","Norwegen :no:",6.72,-0.16,4.49180166666667,4,0.3
"Marseille","Frankreich :fr:",8.36,11.58,8.58104722222222,5,0
"Montpellier","Frankreich :fr:",8.4,11.64,8.20061277777778,5,0
"Calvi","Frankreich :fr:",6.96,14.88,5.81846,2,8.6
"Novi Sad","Serbien :rs:",5.72,10.62,2.30944833333333,1,23
"Split","Kroatien :hr:",5.7,16.88,5.20757888888889,1,8.4
"Saint-Nazaire","Frankreich :fr:",7.64,9.38,7.52383388888889,4,0.8
"La Rochelle","Frankreich :fr:",7.84,8.94,6.90651611111111,5,0
"Plymouth","England :gb-eng:",6.68,9.08,4.23889611111111,3,13.8
"Stockholm","Schweden :se:",5.72,0.42,2.23686055555556,3,17
"Edinburgh","Schottland :gb-sct:",6.92,4.94,4.22250388888889,4,5.1
"Sarajevo","Bosnien-Herzegowina :ba:",5.3,10.46,5.60661444444444,1,9.4
"Douglas","Isle of Man :im:",6.24,6.48,4.14807888888889,2,9.9
"Belgrad","Serbien :rs:",6.32,14,3.40043277777778,0,7.6
"Ajaccio","Frankreich :fr:",6.66,16.1,6.02448388888889,1,11.4
"Bergen","Norwegen :no:",6.08,-0.6,3.05341,4,0.6
"Mostar","Bosnien-Herzegowina :ba:",3.16,14.6,5.06567611111111,1,24.1
"Uppsala","Schweden :se:",5.56,-0.4,1.11524666666667,3,3.1
"Rom","Italien :it:",5.28,15.66,5.95455222222222,1,29.9
"Vilnius","Litauen :lt:",6.36,1.72,3.77360944444444,1,5.3
"Bordeaux","Frankreich :fr:",7.96,9,7.98281833333333,5,0
"Glasgow","Schottland :gb-sct:",7.08,5.1,5.10392333333333,3,2.7
"Saaremaa","Estland :ee:",5.64,2.02,2.73676555555556,2,5.8
"Riga","Lettland :lv:",6.68,1.38,4.41910444444444,2,2.1
"Brest","Frankreich :fr:",6.72,10.72,5.89161722222222,2,12.1
"St Ives","England :gb-eng:",6.6,10.22,5.41049444444444,2,12.3
"Collioure","Frankreich :fr:",8.48,12.88,8.70568666666667,5,0
"Cadaqués","Spanien :es:",8.52,13.2,8.73722277777778,5,0
"Dubrovnik","Kroatien :hr:",3.54,17.56,4.84162055555556,1,18.6
"Belfast","Nordirland :gb-nir:",7.44,6.62,6.11617555555556,4,2.1
"Dublin","Irland :ie:",7.2,5.7,5.80941722222222,3,1.8
"Inverness","Schottland :gb-sct:",6.64,4.06,4.88229555555556,2,6.6
"Olbia","Italien :it:",7.44,14.52,6.50672944444444,3,4.7
"Andorra la Vella","Andorra :ad:",8.2,8.5,8.61435888888889,5,0
"Kotor","Montenegro :me:",3.04,18.42,3.88554444444444,0,17.9
"Sibiu","Rumänien :ro:",7.32,12.62,6.75087333333333,3,1.4
"Budva","Montenegro :me:",2.52,16.1,3.35404277777778,0,28.7
"Neapel","Italien :it:",4.48,16.86,5.46526444444444,1,25
"Lloret de Mar","Spanien :es:",8.52,13.72,8.78156666666667,5,0
"Geiranger","Norwegen :no:",5.28,-1.5,1.74813611111111,2,3.6
"Capri","Italien :it:",4.02,16.42,5.61175555555556,0,25
"Biarritz","Frankreich :fr:",7.32,12.48,6.53123055555556,3,7.3
"Bari","Italien :it:",7.8,17.72,6.55093166666667,2,4.4
"Turku","Finnland :fi:",6.2,-0.26,3.07811388888889,3,2.7
"Barcelona","Spanien :es:",8.4,13.96,8.76164833333333,5,0
"San Sebastián","Spanien :es:",6.18,11.84,4.84779777777778,1,6.5
"Tallinn","Estland :ee:",5.92,0.56,2.21775166666667,3,4.8
"Cork","Irland :ie:",7.68,7.06,7.10755388888889,4,0.3
"Prizren","Kosovo :xk:",3.52,11.68,3.49896777777778,0,23.3
"Brașov","Rumänien :ro:",7.2,12.64,5.48670222222222,3,1.2
"Galway","Irland :ie:",7.12,6.38,5.67527,2,4.2
"Helsinki","Finnland :fi:",6.12,2.36,3.06612555555556,3,9
"Östersund","Schweden :se:",5.04,-3.24,0.916513888888889,3,2.6
"Trondheim","Norwegen :no:",5.24,-0.9,1.27078388888889,2,9.4
"Cagliari","Italien :it:",6.92,16.04,5.40942888888889,1,15.5
"Menorca","Spanien :es:",6.96,15.98,8.08101722222222,3,2.1
"Sofia","Bulgarien :bg:",7.08,13.54,6.27882,1,5.4
"Porvoo","Finnland :fi:",5.48,-0.36,3.27122888888889,4,10.9
"Ohrid","Nordmazedonien :mk:",4.62,13.42,4.40697944444444,0,27.9
"Berat","Albanien :al:",4.14,17.92,4.78403166666667,0,28.8
"Tampere","Finnland :fi:",5.72,-1.12,2.19702722222222,4,1.2
"Bukarest","Rumänien :ro:",7.68,14.16,6.02437833333333,3,1
"Palma de Mallorca","Spanien :es:",8.24,15.96,8.76343611111111,4,0.5
"Gijon","Spanien :es:",6.84,13.44,6.44499611111111,0,4.9
"Tropea","Italien :it:",6.84,18.26,4.83558777777778,1,10
"Saranda","Albanien :al:",3.28,18.5,4.25739055555556,0,44.1
"Palermo","Italien :it:",7.32,17.98,5.33516222222222,0,5
"Plowdiw","Bulgarien :bg:",7.88,15.76,5.74958666666667,4,5.4
"Korfu","Griechenland :gr:",3.08,18.6,3.40021833333333,0,61.4
"Umeå","Schweden :se:",5.36,-3.66,1.63231,4,1.8
"Ibiza","Spanien :es:",7.96,16.14,8.90012611111111,3,2.7
"Thessaloniki","Griechenland :gr:",8.28,19.26,6.11764833333333,2,1.5
"Valencia","Spanien :es:",8.68,17.28,8.79950555555556,4,0.2
"Catania","Italien :it:",8.16,19.84,6.22645055555556,4,0.9
"Warna","Bulgarien :bg:",8.12,18.5,6.82829611111111,4,1.2
"Lefkada","Griechenland :gr:",6.24,19.64,7.09468166666667,1,10.2
"Madrid","Spanien :es:",8.28,12.08,8.69224722222222,4,1.9
"Sonnenstrand","Bulgarien :bg:",8.24,18.8,7.12458722222222,4,0.4
"Alicante","Spanien :es:",8.48,17.32,8.81889277777778,5,0
"Santiago de Compostela","Spanien :es:",7.32,11.84,5.09570055555556,3,7.2
"Luleå","Schweden :se:",4.52,-9.42,1.07950611111111,4,2.4
"Valletta","Malta :mt:",8.44,20.38,7.65136722222222,2,1.7
"Oulu","Finnland :fi:",4.56,-4.54,0,2,6.3
"Athen","Griechenland :gr:",8.76,20.32,6.91806611111111,3,2
"Porto","Portugal :pt:",7.84,14.26,6.81568611111111,3,6.6
"Istanbul","Türkei :tr:",8.6,19.76,8.07683555555555,4,0.6
"Lofoten","Norwegen :no:",4.04,-1.04,0.422621666666667,0,9.1
"Almeria","Spanien :es:",8.56,17.94,8.92878444444445,4,0.1
"Rovaniemi","Finnland :fi:",4.84,-9.98,2.15175222222222,4,10.3
"Granada","Spanien :es:",8.48,13.68,9.10077166666667,5,0
"Kiruna","Schweden :se:",4.44,-16.22,1.62517,4,1
"Izmir","Türkei :tr:",9.04,22.16,8.76773722222222,4,0.9
"Nazaré","Portugal :pt:",7.84,15.66,7.17763222222222,3,26.1
"Málaga","Spanien :es:",8.72,18.56,9.15116333333333,5,0
"Sevilla","Spanien :es:",8.52,16.84,9.00058888888889,4,8.4
"Santorini","Griechenland :gr:",9.04,19.64,8.91917944444444,5,0
"Ericeira","Portugal :pt:",7.96,16.14,7.30687888888889,4,22.2
"Lissabon","Portugal :pt:",8.04,16.52,7.22706444444444,4,19.5
"Chania","Griechenland :gr:",9.28,21.88,8.83488444444444,5,0
"Tromsø","Norwegen :no:",3.48,-7.68,0,2,2.5
"Bodrum","Türkei :tr:",9,21.74,8.872865,4,0.9
"Cádiz","Spanien :es:",8.08,16.64,9.14331833333333,3,2.4
"Tarifa","Spanien :es:",7,16.9,9.19914166666667,3,3.6
"Faro","Portugal :pt:",8.36,17.64,8.62117555555556,4,16.2
"Heraklion","Griechenland :gr:",9.28,21.92,8.72762944444444,5,0
"Lagos","Portugal :pt:",8.16,16.76,8.31852333333333,4,5.7
"Rhodos","Griechenland :gr:",9.16,22.28,9.09537722222222,5,0
"Fethiye","Türkei :tr:",9.12,22.06,9.12677444444444,4,0.9
