"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Rust","Baden-Württemberg","Rust, Baden-Württemberg","(BW)",5.9,8.7125,4.45992569444444,3,10.35
"Willingen","Hessen","Willingen, Hessen","(HE)",3.7375,2.925,3.55262638888889,3,20.3
"Emden","Niedersachsen","Emden, Niedersachsen","(NI)",5.7125,5.9,3.48376388888889,4,6.7
"Göttingen","Niedersachsen","Göttingen, Niedersachsen","(NI)",4.45,6.1875,3.44348402777778,3,9.9
"Plau am See","Mecklenburg-Vorpommern","Plau am See, Mecklenburg-Vorpommern","(MV)",4.9875,3.0375,6.09649548611111,4,8.6
"Eisenach","Thüringen","Eisenach, Thüringen","(TH)",5.2,5.9,3.93335625,3,9.7
"Wangerooge","Niedersachsen","Wangerooge, Niedersachsen","(NI)",5.8,5.325,6.12511215277778,4,11
"Winterberg","Nordrhein-Westfalen","Winterberg, Nordrhein-Westfalen","(NW)",3.7375,2.6375,3.41031458333333,3,18
"Rothenburg ob der Tauber","Bayern","Rothenburg ob der Tauber, Bayern","(BY)",4.475,5.425,4.06868055555556,3,12.9
"Ulm","Baden-Württemberg","Ulm, Baden-Württemberg","(BW)",5.025,6.1125,5.32565277777778,2,11.53
"Bielefeld","Nordrhein-Westfalen","Bielefeld, Nordrhein-Westfalen","(NW)",4.75,6.8125,3.79159097222222,3,10.56
"Bad Neuenahr-Ahrweiler","Rheinland-Pfalz","Bad Neuenahr-Ahrweiler, Rheinland-Pfalz","(RP)",5.85,8.5,4.31643680555556,3,10.1
"Schliersee","Bayern","Schliersee, Bayern","(BY)",3.4,4.3125,4.46622638888889,1,46.61
"Essen","Nordrhein-Westfalen","Essen, Nordrhein-Westfalen","(NW)",4.3375,7,2.66475659722222,1,19.85
"Monschau","Nordrhein-Westfalen","Monschau, Nordrhein-Westfalen","(NW)",3.575,5.85,2.23720451388889,1,34.82
"Fulda","Hessen","Fulda, Hessen","(HE)",4.75,5.7125,3.852696875,4,4.8
"Ostseebad Sellin","Mecklenburg-Vorpommern","Ostseebad Sellin, Mecklenburg-Vorpommern","(MV)",6.225,1.3375,5.64750902777778,6,8.2
"Osnabrück","Niedersachsen","Osnabrück, Niedersachsen","(NI)",5.275,7.0125,4.26854479166667,4,9.86
"Braunschweig","Niedersachsen","Braunschweig, Niedersachsen","(NI)",4.8125,6.05,4.221553125,4,13.5
"Mittenwald","Bayern","Mittenwald, Bayern","(BY)",3.775,4.7125,4.73586215277778,1,37.07
"Lübbenau","Brandenburg","Lübbenau, Brandenburg","(BB)",4.8625,4.725,3.97564236111111,3,12.1
"Marburg an der Lahn","Hessen","Marburg an der Lahn, Hessen","(HE)",6.275,6.1375,3.89265347222222,3,5.4
"Dierhagen","Mecklenburg-Vorpommern","Dierhagen, Mecklenburg-Vorpommern","(MV)",5.7,2.5375,7.14010729166667,3,7.04
"Oberstaufen","Bayern","Oberstaufen, Bayern","(BY)",3.8,5.35,3.87934027777778,2,48.61
"Bad Saarow","Brandenburg","Bad Saarow, Brandenburg","(BB)",4.8875,4.15,4.35133263888889,3,9.7
"Burg (Spreewald)","Brandenburg","Burg (Spreewald), Brandenburg","(BB)",5,4.6625,4.00886736111111,3,12.5
"Oldenburg","Niedersachsen","Oldenburg, Niedersachsen","(NI)",5.8625,6.05,5.47747881944444,4,10.5
"Duisburg","Nordrhein-Westfalen","Duisburg, Nordrhein-Westfalen","(NW)",4.6125,7.25,2.30892569444444,0,20.9
"Sassnitz","Mecklenburg-Vorpommern","Sassnitz, Mecklenburg-Vorpommern","(MV)",6.025,1.4875,5.67548229166667,4,8.19
"Greifswald","Mecklenburg-Vorpommern","Greifswald, Mecklenburg-Vorpommern","(MV)",6.3625,2.4,6.37850902777778,4,6.9
