"Ort","Bundesland","Bezeichnung","Lat","Lon","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Hamburg","Hamburg","Hamburg",53.550341,10.000654,4.55714285714286,2.2,1.9834503968254,2,7.6
"Berlin","Berlin","Berlin",52.510885,13.3989367,5,1.12857142857143,1.61652698412698,1,11.04
"Warnemünde","Mecklenburg-Vorpommern","Warnemünde, Mecklenburg-Vorpommern",54.1779039,12.0812875,5.48571428571429,2.07142857142857,2.89323968253968,1,6.55
"Sankt Peter-Ording","Schleswig-Holstein","Sankt Peter-Ording, Schleswig-Holstein",54.3146777135231,8.60410826459091,4.85714285714286,3.5,3.07074801587302,1,20.17
"Timmendorfer Strand","Schleswig-Holstein","Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,5.45714285714286,1.64285714285714,2.48700634920635,2,7.1
"Norderney","Niedersachsen","Norderney, Niedersachsen",53.7056126,7.1438175,3.84285714285714,4.67142857142857,2.84351349206349,1,25.95
"Kühlungsborn","Mecklenburg-Vorpommern","Kühlungsborn, Mecklenburg-Vorpommern",54.1483764,11.7441876,4.45714285714286,2.25714285714286,2.81697698412698,1,12
"Dresden","Sachsen","Dresden, Sachsen",51.0493286,13.7381437,5.28571428571429,0.657142857142857,3.48929365079365,3,4.15
"München","Bayern","München, Bayern",48.1371079,11.5753822,5.8,-1.1,3.61666071428571,4,22.2
"Köln","Nordrhein-Westfalen","Köln, Nordrhein-Westfalen",50.938361,6.959974,6.2,1.91428571428571,4.17338968253968,2,4.3
"Binz (Rügen)","Mecklenburg-Vorpommern","Binz (Rügen), Mecklenburg-Vorpommern",54.4010291,13.6076477,5.27142857142857,1.31428571428571,3.09158611111111,3,3
"Cuxhaven","Niedersachsen","Cuxhaven, Niedersachsen",53.86878,8.698286,4.42857142857143,3.8,2.06468928571429,1,18.14
"Leipzig","Sachsen","Leipzig, Sachsen",51.3406321,12.3747329,5.74285714285714,0.585714285714286,2.80151626984127,4,7.23
"Frankfurt am Main","Hessen","Frankfurt am Main, Hessen",50.1106444,8.6820917,6.68571428571429,1.08571428571429,4.42947857142857,6,0.1
"Grömitz","Schleswig-Holstein","Grömitz, Schleswig-Holstein",54.1441095,10.9588499,5.44285714285714,1.85714285714286,2.57419801587302,0,7.73
"Büsum","Schleswig-Holstein","Büsum, Schleswig-Holstein",54.1298489,8.8586989,4.35714285714286,3.18571428571429,2.63690793650794,1,20.29
"Borkum","Niedersachsen","Borkum, Niedersachsen",53.5862669,6.6917449,4.4,4.58571428571429,3.65649285714286,1,24.23
"Konstanz","Baden-Württemberg","Konstanz, Baden-Württemberg",47.659216,9.1750718,5.65714285714286,-0.871428571428571,4.49046785714286,5,24.36
"Boltenhagen","Mecklenburg-Vorpommern","Boltenhagen, Mecklenburg-Vorpommern",53.9864246,11.205923,5.3,1.9,2.50268571428571,0,7.6
"Garmisch-Partenkirchen","Bayern","Garmisch-Partenkirchen, Bayern",47.4923741,11.0962815,5.62857142857143,-0.471428571428571,5.04051428571429,4,20
"Lübeck","Schleswig-Holstein","Lübeck, Schleswig-Holstein",53.866444,10.684738,5.3,1.48571428571429,2.69486666666667,2,7.1
"Waren (Müritz)","Mecklenburg-Vorpommern","Waren (Müritz), Mecklenburg-Vorpommern",53.5156249,12.6850606,4.98571428571429,0.785714285714286,1.74865793650794,2,6.9
"Berchtesgaden","Bayern","Berchtesgaden, Bayern",47.6330221,13.0020051,5.34285714285714,-1.24285714285714,3.8661003968254,3,17
"Heringsdorf (Usedom)","Mecklenburg-Vorpommern","Heringsdorf (Usedom), Mecklenburg-Vorpommern",53.9583117845254,14.1556338711397,5.4,1.01428571428571,2.81988214285714,3,5.1
"Düsseldorf","Nordrhein-Westfalen","Düsseldorf, Nordrhein-Westfalen",51.2254018,6.7763137,5.68571428571429,1.58571428571429,4.21928174603175,2,6.8
"Rostock","Mecklenburg-Vorpommern","Rostock, Mecklenburg-Vorpommern",54.0886707,12.1400211,5.42857142857143,1.68571428571429,2.63303928571429,1,6.4
"Lüneburg","Niedersachsen","Lüneburg, Niedersachsen",53.248706,10.407855,5.42857142857143,2.02857142857143,1.9324869047619,2,8.6
"Scharbeutz","Schleswig-Holstein","Scharbeutz, Schleswig-Holstein",54.026634,10.7559481,5.45714285714286,1.64285714285714,2.4870630952381,2,7.1
"Travemünde","Schleswig-Holstein","Travemünde, Schleswig-Holstein",53.9563395480557,10.8660828563105,5.47142857142857,1.55714285714286,2.56848492063492,1,7.14
"Hannover","Niedersachsen","Hannover, Niedersachsen",52.3744779,9.7385532,5.14285714285714,1.97142857142857,2.07516825396825,1,15.4
"Oberstdorf","Bayern","Oberstdorf, Bayern",47.4104347,10.2774409,5,-1.52857142857143,4.90080079365079,3,28.85
"Stuttgart","Baden-Württemberg","Stuttgart, Baden-Württemberg",48.7784485,9.1800132,5.68571428571429,0.385714285714286,4.50363888888889,4,19.8
