"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",8.88,13.84,13.8608105555556,5,0
"München","Deutschland :de:",7.36,12.5,8.56992166666667,1,13.5
"Hamburg","Deutschland :de:",8.76,13.84,13.4153933333333,4,0.3
"Köln","Deutschland :de:",9.04,15.64,14.2214244444444,5,0
"Dresden","Deutschland :de:",8.68,13.16,12.6625811111111,4,0.7
"Leipzig","Deutschland :de:",8.72,13.74,13.0280772222222,5,0
"Frankfurt am Main","Deutschland :de:",8.28,15.56,9.87532722222222,3,6.6
"Freiburg im Breisgau","Deutschland :de:",8,16.78,10.5436394444444,3,12.7
"Berchtesgaden","Deutschland :de:",6.1,11.46,8.42297111111111,1,7
"Garmisch-Partenkirchen","Deutschland :de:",6.8,12.7,8.09180444444444,1,17.1
"Binz (Rügen)","Deutschland :de:",8.84,10.86,14.5249222222222,5,0
"Heringsdorf (Usedom)","Deutschland :de:",8.84,10.4,14.1759127777778,5,0
"Westerland (Sylt)","Deutschland :de:",8.6,8.92,14.8525266666667,5,0
"Wernigerode (Harz)","Deutschland :de:",8.72,11.92,13.9623594444444,5,0
"Cochem (Mosel)","Deutschland :de:",9,15.74,13.7691083333333,4,0.6
"Kempten (Allgäu)","Deutschland :de:",7.44,13.42,9.43998444444444,2,13.3
"Nürnberg","Deutschland :de:",8.04,14.72,8.50823111111111,4,2.4
"Münster","Deutschland :de:",8.92,15.18,14.4127105555556,5,0
"Stuttgart","Deutschland :de:",8,15.08,10.1264933333333,3,7.2
"Norderney","Deutschland :de:",8.56,9,14.67494,4,0.1
"Erfurt","Deutschland :de:",8.56,12.84,12.4809144444444,4,0.4
"Bremen","Deutschland :de:",8.96,14.44,14.4612755555556,5,0
"Timmendorfer Strand","Deutschland :de:",8.8,11.92,14.1063433333333,5,0
"Karlsbad","Tschechien :cz:",8.48,12.28,11.56191,4,0.6
"Enschede","Niederlande :nl:",8.88,14.58,13.9323222222222,5,0
"Pilsen","Tschechien :cz:",8.64,13.14,11.3522066666667,4,0.3
"Maastricht","Niederlande :nl:",8.88,14.58,14.1098805555556,5,0
"Giethoorn","Niederlande :nl:",8.88,13.18,14.6628727777778,5,0
"Groningen","Niederlande :nl:",8.72,11.28,14.3639505555556,5,0
"Eindhoven","Niederlande :nl:",9,15.82,13.4849272222222,5,0
"Prag","Tschechien :cz:",8.8,13.28,12.6827805555556,4,0.3
"Luxemburg","Luxemburg :lu:",8.96,14.46,13.4899416666667,5,0
"Straßburg","Frankreich :fr:",8.16,16.4,10.5347644444444,3,7
"Amsterdam","Niederlande :nl:",8.96,13.18,14.4670877777778,5,0
"Dinant","Belgien :be:",8.88,14.04,13.9128616666667,5,0
"Rotterdam","Niederlande :nl:",8.96,14.52,14.3989194444444,5,0
"Antwerpen","Belgien :be:",9.04,15.98,13.81811,5,0
"Zandvoort","Niederlande :nl:",8.76,11.7,14.2576077777778,5,0
"Český Krumlov","Tschechien :cz:",7.56,9.82,8.89189888888889,3,3.7
"Terschelling","Niederlande :nl:",8.56,8.76,13.3528977777778,5,0
"Noordwijk","Niederlande :nl:",8.84,13.36,14.2263861111111,4,0.3
"Bergen aan Zee","Niederlande :nl:",8.8,12.44,14.4370505555556,5,0
"Nancy","Frankreich :fr:",8.2,16.4,11.4227722222222,3,18.5
"Brüssel","Belgien :be:",9.04,16.1,13.8422227777778,5,0
"Texel","Niederlande :nl:",8.56,10.6,13.6038311111111,4,0.6
"Scheveningen","Niederlande :nl:",8.8,13.32,14.4157722222222,4,0.3
"Fåborg","Dänemark :dk:",8.76,11.9,14.297535,5,0
"Salzburg","Österreich :at:",6.22,12.8,8.442055,1,6.4
"Renesse","Niederlande :nl:",8.8,11.92,14.3209322222222,4,0.3
"Linz","Österreich :at:",7.6,13.22,8.59194888888889,3,7
"Zürich","Schweiz :ch:",7.4,15.76,8.67981888888889,3,18.3
"Basel","Schweiz :ch:",7.96,16.48,10.1558044444444,2,6.5
"Innsbruck","Österreich :at:",5.4,14.2,9.82523833333333,0,9.4
