"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",9.6,26,12.8075666666667,2,0
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",9.8,23.75,12.8639875,2,0
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",8.7,23.95,10.5804333333333,0,2
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",9,23.3,10.7293736111111,1,0.18
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",9.8,26.3,13.2788180555556,1,0.3
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",9.9,25.05,13.2315222222222,2,0
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",8.6,23.05,7.36572361111111,0,1
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",8.3,20.5,7.94039166666667,0,2.8
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",9.8,22.8,13.2410625,1,0.4
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",8.9,22.55,11.906275,1,0.9
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",9,19.7,10.7789194444444,1,0.3
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",9.8,23.95,13.0840583333333,2,0
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",7.7,12.85,9.43243472222222,0,2.3
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",8.7,22.45,7.03396388888889,2,0
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",9.2,24.85,9.51321527777778,0,0.6
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",9.6,21.8,11.5396,2,0
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",9.8,23.9,12.1313527777778,2,0
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",9.5,25.2,13.3529694444444,2,0
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",9,22.75,9.20958333333333,1,0.3
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",7.4,14.15,8.64622361111111,0,6.1
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",9.6,24,11.8587208333333,2,0
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",8.4,22.95,10.9044277777778,0,2.2
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",8.1,20.25,7.64337777777778,1,3.8
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",10,23.8,13.32375,2,0
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",8.9,24.75,11.1772222222222,0,0.7
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",10,25.5,13.6502375,2,0
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",8.1,23.55,8.50255,0,1.55
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",7,21.45,8.5935125,0,17.8
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",7.3,20.15,9.43128055555556,0,14.6
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",7.4,24.15,8.396,0,3.77
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",9.8,26.15,13.9055458333333,2,0
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",9,22.25,9.95840694444444,1,0.1
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",8.2,22.6,8.39092916666667,1,3.6
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",6.35,20.2,8.6856875,0,18.4
"Dinant","Belgien",50.2591813,4.9130588,"Dinant, Belgien",7.2,21.65,6.29651944444444,0,6.6
"Rotterdam","Niederlande",51.9244424,4.47775,"Rotterdam, Niederlande",6.05,19.85,8.98756111111111,0,22.3
"Antwerpen","Belgien",51.2211097,4.3997081,"Antwerpen, Belgien",6,20.95,8.25618472222222,0,14.63
"Zandvoort","Niederlande",52.3719838,4.5302209,"Zandvoort, Niederlande",6.35,16.05,8.37981527777778,0,8.3
"Český Krumlov","Tschechien",48.8106526,14.3150586,"Český Krumlov, Tschechien",10,24.75,14.0424111111111,2,0
"Terschelling","Niederlande",53.3643463061866,5.21443497127834,"Terschelling, Niederlande",7.8,13.55,9.43954861111111,0,3.27
"Noordwijk","Niederlande",52.2410856,4.4461969,"Noordwijk, Niederlande",6.65,18.7,8.61530972222222,0,8.5
"Bergen aan Zee","Niederlande",52.6607662,4.6316645,"Bergen aan Zee, Niederlande",6.8,16.85,8.31727777777778,0,6.5
"Nancy","Frankreich",48.6896465492961,6.18236505173213,"Nancy, Frankreich",7.3,20.9,6.39967916666667,1,7.1
"Brüssel","Belgien",50.8465573,4.351697,"Brüssel, Belgien",5.75,21,7.40151388888889,0,10.18
"Texel","Niederlande",53.0543143461686,4.79876535287512,"Texel, Niederlande",7.5,16.6,10.8584819444444,0,5.38
"Scheveningen","Niederlande",52.1067449,4.2736937,"Scheveningen, Niederlande",6.45,18.6,7.87425833333333,1,16.3
"Fåborg","Dänemark",55.097087,10.2428246,"Fåborg, Dänemark",8.9,19.45,11.2854611111111,0,0.5
"Salzburg","Österreich",47.7981346,13.0464806,"Salzburg, Österreich",9.9,25.3,13.8871180555556,2,0
"Renesse","Niederlande",51.7311823,3.7719799,"Renesse, Niederlande",6.25,17.35,9.10489305555556,0,8.9
"Linz","Österreich",48.3059078,14.286198,"Linz, Österreich",9.8,26.4,14,2,0
"Zürich","Schweiz",47.3744489,8.5410422,"Zürich, Schweiz",9.2,22.25,9.99765555555556,1,0.2
"Basel","Schweiz",47.5589680548118,7.58875075727046,"Basel, Schweiz",8.6,22.3,8.8601625,0,0.9
"Innsbruck","Österreich",47.2654296,11.3927685,"Innsbruck, Österreich",9.8,23.1,12.7622194444444,2,0
"Domburg","Niederlande",51.5632141,3.4967277,"Domburg, Niederlande",5.95,16.9,8.46606527777778,0,10.9
"Breslau","Polen",51.1082644352883,17.0337679840311,"Breslau, Polen",9.9,25.6,14.2727680555556,2,0
"Køge","Dänemark",55.4565009,12.1818964,"Køge, Dänemark",9,21.05,12.4201847222222,1,1.3
"Posen","Polen",52.4082663,16.9335199,"Posen, Polen",9.8,26.25,14.1915652777778,2,0
"Zell am See","Österreich",47.3239636,12.7963165,"Zell am See, Österreich",9.7,23.05,14,1,0.3
"Brügge","Belgien",51.2085526,3.226772,"Brügge, Belgien",5.3,19.75,8.3248875,0,10.95
"Hallstatt","Österreich",47.5621698,13.6486697,"Hallstatt, Österreich",9.8,24.5,13.0994458333333,1,0.2
"Luzern","Schweiz",47.0505452,8.3054682,"Luzern, Schweiz",8.9,21.4,8.83696388888889,1,0.3
"De Haan","Belgien",51.2671194,3.0408427,"De Haan, Belgien",5.9,17.55,8.66264166666667,0,5.35
"Ostende","Belgien",51.2258565,2.919496,"Ostende, Belgien",6.1,18.15,9.27106666666667,0,4.93
"Kopenhagen","Dänemark",55.6867243,12.5700724,"Kopenhagen, Dänemark",8.6,17.3,12.9119111111111,1,1.2
"Malmö","Schweden",55.6052931,13.0001566,"Malmö, Schweden",8.9,17.55,13.6938652777778,1,0.6
"Brünn","Tschechien",49.1944262292563,16.6077238664507,"Brünn, Tschechien",10,24.15,14.2113375,2,0
"Meran","Italien",46.6695547,11.1594185,"Meran, Italien",9.6,22.75,11.8043888888889,2,0
"Bern","Schweiz",46.9484742,7.4521749,"Bern, Schweiz",8.3,19.85,6.70658888888889,1,1.6
"Bornholm","Dänemark",55.1431224,14.9226297,"Bornholm, Dänemark",9.5,20.6,14.2624958333333,2,0
"Aarhus","Dänemark",56.1496278,10.2134046,"Aarhus, Dänemark",8.1,18.8,12.2628055555556,0,7.2
"St. Moritz","Schweiz",46.4978958,9.8392428,"St. Moritz, Schweiz",8.4,10.3,10.7436777777778,1,0.3
"Hvide Sande","Dänemark",56.0057884,8.1288435,"Hvide Sande, Dänemark",7.4,15.45,12.1410333333333,0,10.2
"Interlaken","Schweiz",46.6855231,7.8585139,"Interlaken, Schweiz",8.5,18.6,9.37762222222222,0,0.9
"Bozen","Italien",46.4984781,11.3547399,"Bozen, Italien",10,23.75,13.1349472222222,2,0
"Wien","Österreich",48.2083537,16.3725042,"Wien, Österreich",10,25.35,14.1166708333333,2,0
"Dijon","Frankreich",47.3306482417266,5.04637916570386,"Dijon, Frankreich",6,19.55,5.91713333333333,1,7.3
"Ostrava","Tschechien",49.8357051466446,18.2847749462072,"Ostrava, Tschechien",10,24,14.2076694444444,2,0
"Klagenfurt am Wörthersee","Österreich",46.623943,14.3075976,"Klagenfurt am Wörthersee, Österreich",10,23.3,13.8435916666667,2,0
"Riva del Garda","Italien",45.8847708,10.8396942,"Riva del Garda, Italien",9.7,22.1,10.4408375,2,0
"Graz","Österreich",47.0708678,15.4382786,"Graz, Österreich",10,23.95,14.0387111111111,2,0
