"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Trier","Rheinland-Pfalz","Trier, Rheinland-Pfalz","(RP)",5.5,4.6,0.00962916666666667,0,1.8
"Ahrenshoop","Mecklenburg-Vorpommern","Ahrenshoop, Mecklenburg-Vorpommern","(MV)",6.3,2.25,3.58968055555556,0,1.4
"Nürnberg","Bayern","Nürnberg, Bayern","(BY)",6.1,5.7,2.27826527777778,0,3.2
"Wernigerode (Harz)","Sachsen-Anhalt","Wernigerode (Harz), Sachsen-Anhalt","(ST)",6,5.05,2.03167222222222,0,2.3
"Bremerhaven","Bremen","Bremerhaven","(HB)",6.7,4.6,4.91165277777778,0,2.3
"Görlitz","Sachsen","Görlitz, Sachsen","(SN)",6.8,3.8,4.65439722222222,1,1.8
"Zinnowitz","Mecklenburg-Vorpommern","Zinnowitz, Mecklenburg-Vorpommern","(MV)",6.2,1.75,3.60231388888889,0,2.1
"Meersburg","Baden-Württemberg","Meersburg, Baden-Württemberg","(BW)",5.2,5.2,2.19124305555556,0,6.7
"Weimar","Thüringen","Weimar, Thüringen","(TH)",6.6,5.9,3.72728611111111,0,1.7
"Würzburg","Bayern","Würzburg, Bayern","(BY)",5.8,7.15,3.51791388888889,0,5.3
"Schwerin","Mecklenburg-Vorpommern","Schwerin, Mecklenburg-Vorpommern","(MV)",6.7,3,3.37385277777778,1,1.7
"Westerland (Sylt)","Schleswig-Holstein","Westerland (Sylt), Schleswig-Holstein","(SH)",6.3,-1.55,7.2470125,2,0
"Carolinensiel","Niedersachsen","Carolinensiel, Niedersachsen","(NI)",6.8,3.85,6.25315416666667,0,2.1
"Graal-Müritz","Mecklenburg-Vorpommern","Graal-Müritz, Mecklenburg-Vorpommern","(MV)",6.7,2.95,3.54281805555556,0,0.7
"Ahlbeck","Mecklenburg-Vorpommern","Ahlbeck, Mecklenburg-Vorpommern","(MV)",6.3,2.05,3.57548611111111,0,1.8
"Schönau am Königssee","Bayern","Schönau am Königssee, Bayern","(BY)",5.9,4.8,3.43263055555556,0,8.7
"Bad Schandau","Sachsen","Bad Schandau, Sachsen","(SN)",5.9,5.35,0.472423611111111,0,2.1
"Bad Zwischenahn","Niedersachsen","Bad Zwischenahn, Niedersachsen","(NI)",6.9,4.9,4.72592916666667,1,1.4
"Regensburg","Bayern","Regensburg, Bayern","(BY)",6,3.8,2.02837222222222,0,3.1
"Titisee-Neustadt","Baden-Württemberg","Titisee-Neustadt, Baden-Württemberg","(BW)",3.8,2.7,2.61255,0,8.5
"Bernkastel-Kues","Rheinland-Pfalz","Bernkastel-Kues, Rheinland-Pfalz","(RP)",5.5,4.45,0,0,2.6
"Wilhelmshaven","Niedersachsen","Wilhelmshaven, Niedersachsen","(NI)",6.6,4.25,5.568625,0,2.3
