"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",5.8,-0.7,1.59577083333333,2,0
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",4.3,1.85,3.14480694444444,1,3.93
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",5.9,-0.25,0,1,0.4
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",5.5,3.25,3.26716805555556,1,4.1
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",5.15,1.2,1.29702361111111,1,1.11
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",5,0.25,0.833,1,0.95
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",5.3,2.35,0.638440277777778,1,3.1
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",5.4,5.2,0.764620833333333,0,3.4
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",5.75,1.35,4.50838888888889,1,0.4
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",5.5,3.7,4.94610555555556,0,0.23
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",6,-0.8,0,2,0
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",5.4,-1.9,0,2,0
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",6.5,0.1,0.303597222222222,1,0.5
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",4.7,-0.95,0,0,1.72
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",5.3,2.7,2.20725,0,3.1
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",4.8,2.15,3.5293,0,1.88
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",4.1,1.45,1.09798194444444,1,4.29
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",6.4,0.9,2.63236111111111,1,1.2
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",5.3,3.3,3.40684305555556,0,4.38
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",6.7,0.5,1.03226111111111,1,0.03
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",4.1,-0.15,1.47918194444444,1,4.94
