"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Heiligendamm","Mecklenburg-Vorpommern","Heiligendamm, Mecklenburg-Vorpommern","(MV)",6.56,-1.36,3.19946555555556,5,0
"Kappeln","Schleswig-Holstein","Kappeln, Schleswig-Holstein","(SH)",6.04,0.18,0.818954444444445,2,1.38
"Norden","Niedersachsen","Norden, Niedersachsen","(NI)",5.84,0.28,2.32812666666667,2,1.2
"Rüdesheim am Rhein","Hessen","Rüdesheim am Rhein, Hessen","(HE)",4.9,3.32,0.169313888888889,1,6.35
"Dießen am Ammersee","Bayern","Dießen am Ammersee, Bayern","(BY)",5.14,1.08,2.06386833333333,1,11.68
"Halle an der Saale","Sachsen-Anhalt","Halle an der Saale, Sachsen-Anhalt","(ST)",5.92,-1.2,0.129281666666667,5,0
"Schluchsee","Baden-Württemberg","Schluchsee, Baden-Württemberg","(BW)",3.04,2.32,1.41683055555556,0,7.34
"Darmstadt","Hessen","Darmstadt, Hessen","(HE)",5.12,3.06,2.20136722222222,1,5.38
"Saarbrücken","Saarland","Saarbrücken, Saarland","(SL)",4.96,5.22,0.739396111111111,1,11.3
"Rosenheim","Bayern","Rosenheim, Bayern","(BY)",5.48,2.16,1.96177,2,9.19
"Celle","Niedersachsen","Celle, Niedersachsen","(NI)",5.68,-1.1,1.34039833333333,4,1.1
"Speyer","Rheinland-Pfalz","Speyer, Rheinland-Pfalz","(RP)",4.92,4.7,1.36086333333333,1,8.26
"Traben-Trarbach","Rheinland-Pfalz","Traben-Trarbach, Rheinland-Pfalz","(RP)",4.3,4.38,0.23496,0,9.5
"Horumersiel","Niedersachsen","Horumersiel, Niedersachsen","(NI)",6.16,0.04,1.33361555555556,5,0
"Bad Kissingen","Bayern","Bad Kissingen, Bayern","(BY)",5.8,0.94,0.445358333333333,2,4.45
"Bodenmais","Bayern","Bodenmais, Bayern","(BY)",6.48,1.24,4.869105,3,1.8
"Braunlage","Niedersachsen","Braunlage, Niedersachsen","(NI)",4.8,-2.84,0.606308333333333,4,5.42
"Herrsching am Ammersee","Bayern","Herrsching am Ammersee, Bayern","(BY)",5.3,1.4,1.51746722222222,2,12.04
"Kempten (Allgäu)","Bayern","Kempten (Allgäu), Bayern","(BY)",5.32,1.3,4.06761166666667,1,15.23
"Wyk auf Föhr","Schleswig-Holstein","Wyk auf Föhr, Schleswig-Holstein","(SH)",6.28,0.02,0.801793888888889,4,0.03
"Wuppertal","Nordrhein-Westfalen","Wuppertal, Nordrhein-Westfalen","(NW)",4.8,3.3,2.43868333333333,0,12
"Leiwen","Rheinland-Pfalz","Leiwen, Rheinland-Pfalz","(RP)",4.38,4.92,0.669511666666667,0,10.78
"Bayreuth","Bayern","Bayreuth, Bayern","(BY)",6.72,0.78,2.26431555555556,3,1.18
"Rheinsberg","Brandenburg","Rheinsberg, Brandenburg","(BB)",5.6,-2.4,1.71434055555556,5,0
"Ingolstadt","Bayern","Ingolstadt, Bayern","(BY)",5.84,1.02,1.08026111111111,3,5.38
