"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",5.92,0.82,1.79983277777778,2,3.96
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",6.64,3.14,5.15729444444444,2,0.5
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",5.08,0.16,0.402335555555556,2,8.85
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",6.12,6.44,2.79880833333333,2,6.3
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",6.04,3.32,1.71340666666667,1,2.66
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",6.16,4,2.22187611111111,1,2.26
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",6.52,4.28,3.48930777777778,3,1.4
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",5.8,7.08,1.67845555555556,2,4.9
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",6.32,3.88,3.83182,3,1.4
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",6.42,4.7,5.76487277777778,2,2.7
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",5.72,0.3,3.80737333333333,1,3.1
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",5.96,-0.18,4.14919333333333,1,3.8
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",5.64,2.46,2.61366611111111,2,7.8
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",6.36,3.72,2.49615555555556,3,1.6
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",6.56,6.56,4.32203,3,4.4
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",5.66,3.22,3.80806111111111,2,2.2
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",5.66,3.4,2.19736,1,3
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",6.24,5.64,1.80867833333333,2,2.6
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",5.76,6.06,3.06752555555556,2,3
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",5.96,3.04,2.67277722222222,1,3.2
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",6.6,4.4,2.11477944444444,4,0.46
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",5.3,2.3,2.33954277777778,1,8.1
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",5.28,-0.16,1.70798111111111,2,9
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",5.32,2.36,1.17076888888889,1,2.7
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",6.36,5.78,2.63855,0,3.1
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",6.24,1.78,2.05658833333333,2,1.1
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",5.8,6.92,1.39435388888889,2,8.6
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",6.36,4.46,2.44215944444444,2,2.3
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",6.52,3.9,2.77133055555556,2,2.6
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",6.08,6.52,1.56660111111111,2,7.5
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",6.32,1.3,2.53079277777778,4,1.7
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",5.76,4.84,2.04822833333333,2,10.9
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",5.56,6.04,1.83371277777778,3,1.1
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",6.44,5.86,2.73394777777778,1,3
