"Ort","Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland :de:",6.48,6.46,2.17687555555556,3,7.6
"München","Deutschland :de:",6.32,6.56,2.74440833333333,3,5.4
"Hamburg","Deutschland :de:",6.6,6.04,2.63087833333333,3,3.6
"Köln","Deutschland :de:",7.28,10.7,5.56131277777778,5,0
"Dresden","Deutschland :de:",6.68,7.44,3.16507666666667,2,2.6
"Leipzig","Deutschland :de:",6.68,7.24,2.78209277777778,2,4.1
"Frankfurt am Main","Deutschland :de:",6.96,8.3,4.41338333333333,4,1.4
"Freiburg im Breisgau","Deutschland :de:",6.4,8.22,2.35720666666667,3,3.8
"Berchtesgaden","Deutschland :de:",5.76,5.62,2.41867444444444,1,10.6
"Garmisch-Partenkirchen","Deutschland :de:",5.88,5.06,2.12899444444444,2,12.1
"Binz (Rügen)","Deutschland :de:",6.56,5.44,2.58492055555556,3,2.4
"Heringsdorf (Usedom)","Deutschland :de:",6.6,5.82,2.55844555555556,2,2.2
"Westerland (Sylt)","Deutschland :de:",5.96,8.14,1.54497277777778,2,7.7
"Wernigerode (Harz)","Deutschland :de:",6.68,6.6,3.17089277777778,3,3
"Cochem (Mosel)","Deutschland :de:",6.96,10.78,3.72418611111111,4,0.1
"Kempten (Allgäu)","Deutschland :de:",6.04,5.34,2.46460944444444,2,8
"Nürnberg","Deutschland :de:",6.6,6.82,3.48535,3,3
"Münster","Deutschland :de:",6.8,10.34,2.598415,5,0
"Stuttgart","Deutschland :de:",6.68,8.14,3.109875,3,1.4
"Norderney","Deutschland :de:",5.96,8.6,0.297892777777778,2,5
"Erfurt","Deutschland :de:",6.72,7.14,2.94667944444444,2,1.4
"Bremen","Deutschland :de:",6.68,6.86,3.29516333333333,3,6.5
"Timmendorfer Strand","Deutschland :de:",6.6,5.82,2.43823944444444,3,1.2
"Karlsbad","Tschechien :cz:",6.52,6.02,2.54612055555556,1,3.5
"Enschede","Niederlande :nl:",6.68,10.48,2.54610555555556,4,0.6
"Pilsen","Tschechien :cz:",6.76,6.54,3.115475,1,2.1
"Maastricht","Niederlande :nl:",7.08,11.96,4.59214222222222,4,0.1
"Giethoorn","Niederlande :nl:",6.28,10.3,1.14984388888889,2,2.6
"Groningen","Niederlande :nl:",6.12,9.94,0.660939444444445,2,8.5
