"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Überlingen","Baden-Württemberg","Überlingen, Baden-Württemberg","(BW)",8.96666666666667,16.7333333333333,11.6505064814815,6,0
"Bansin","Mecklenburg-Vorpommern","Bansin, Mecklenburg-Vorpommern","(MV)",8.73333333333333,10.7833333333333,13.2081662037037,6,0
"Bensersiel","Niedersachsen","Bensersiel, Niedersachsen","(NI)",8.63333333333333,10.05,12.1759240740741,6,0
"Bonn","Nordrhein-Westfalen","Bonn, Nordrhein-Westfalen","(NW)",9.2,16.5166666666667,13.7879398148148,6,0
"Karlsruhe","Baden-Württemberg","Karlsruhe, Baden-Württemberg","(BW)",8.93333333333333,17.05,11.4310439814815,5,1.7
"Aachen","Nordrhein-Westfalen","Aachen, Nordrhein-Westfalen","(NW)",9.06666666666667,15.1166666666667,13.3905152777778,6,0
"Passau","Bayern","Passau, Bayern","(BY)",8.7,15.7,10.9318027777778,5,2
"Flensburg","Schleswig-Holstein","Flensburg, Schleswig-Holstein","(SH)",8.86666666666667,12.4833333333333,12.9702199074074,6,0
"Wiesbaden","Hessen","Wiesbaden, Hessen","(HE)",9,16.2833333333333,12.6546069444444,5,2.7
"Quedlinburg","Sachsen-Anhalt","Quedlinburg, Sachsen-Anhalt","(ST)",8.96666666666667,13.4666666666667,13.7036013888889,6,0
"Magdeburg","Sachsen-Anhalt","Magdeburg, Sachsen-Anhalt","(ST)",8.93333333333333,13.8666666666667,13.5802930555556,6,0
"Bad Reichenhall","Bayern","Bad Reichenhall, Bayern","(BY)",7.45,13.9333333333333,10.9840824074074,3,8.2
"Goslar","Niedersachsen","Goslar, Niedersachsen","(NI)",8.9,13.1666666666667,13.7584277777778,5,0.1
"Prerow","Mecklenburg-Vorpommern","Prerow, Mecklenburg-Vorpommern","(MV)",8.73333333333333,10.2333333333333,13.7909314814815,5,0.03
"Baden-Baden","Baden-Württemberg","Baden-Baden, Baden-Württemberg","(BW)",9,17.25,11.8215310185185,5,0.6
"Augsburg","Bayern","Augsburg, Bayern","(BY)",8.73333333333333,15.1166666666667,12.033174537037,5,2.1
"Eckernförde","Schleswig-Holstein","Eckernförde, Schleswig-Holstein","(SH)",8.86666666666667,12.8666666666667,12.5722291666667,6,0
"Edersee","Hessen","Edersee, Hessen","(HE)",8.9,14.1333333333333,13.1545513888889,5,0.6
"Rust","Baden-Württemberg","Rust, Baden-Württemberg","(BW)",9,17.5333333333333,11.5760962962963,5,1.5
"Willingen","Hessen","Willingen, Hessen","(HE)",8.73333333333333,11.4333333333333,13.289962037037,4,0.7
"Emden","Niedersachsen","Emden, Niedersachsen","(NI)",8.8,11.4,13.3135819444444,6,0
"Göttingen","Niedersachsen","Göttingen, Niedersachsen","(NI)",8.93333333333333,14.1833333333333,13.2154972222222,4,0.5
"Plau am See","Mecklenburg-Vorpommern","Plau am See, Mecklenburg-Vorpommern","(MV)",8.83333333333333,12.75,13.3186134259259,6,0
"Eisenach","Thüringen","Eisenach, Thüringen","(TH)",9.03333333333333,14.7666666666667,13.0551203703704,5,0.4
"Wangerooge","Niedersachsen","Wangerooge, Niedersachsen","(NI)",8.23333333333333,10.0666666666667,10.4987296296296,5,3.1
"Winterberg","Nordrhein-Westfalen","Winterberg, Nordrhein-Westfalen","(NW)",8.73333333333333,11.5833333333333,13.2605967592593,4,0.7
"Rothenburg ob der Tauber","Bayern","Rothenburg ob der Tauber, Bayern","(BY)",8.86666666666667,14.2666666666667,11.8320523148148,5,1.4
"Ulm","Baden-Württemberg","Ulm, Baden-Württemberg","(BW)",8.76666666666667,15.3666666666667,11.5069337962963,5,0.9
"Bielefeld","Nordrhein-Westfalen","Bielefeld, Nordrhein-Westfalen","(NW)",8.93333333333333,14.4166666666667,13.0464587962963,5,1.2
"Bad Neuenahr-Ahrweiler","Rheinland-Pfalz","Bad Neuenahr-Ahrweiler, Rheinland-Pfalz","(RP)",9.13333333333333,15.8333333333333,13.7413662037037,6,0
"Schliersee","Bayern","Schliersee, Bayern","(BY)",8.16666666666667,12.4166666666667,11.2796875,5,5.7
"Essen","Nordrhein-Westfalen","Essen, Nordrhein-Westfalen","(NW)",9.26666666666667,16.8833333333333,13.7280291666667,6,0
"Monschau","Nordrhein-Westfalen","Monschau, Nordrhein-Westfalen","(NW)",8.93333333333333,13.2833333333333,13.2734074074074,6,0
"Fulda","Hessen","Fulda, Hessen","(HE)",8.86666666666667,15.0333333333333,12.5297703703704,5,1.3
"Ostseebad Sellin","Mecklenburg-Vorpommern","Ostseebad Sellin, Mecklenburg-Vorpommern","(MV)",8.76666666666667,10.8,13.658824537037,5,0.15
"Osnabrück","Niedersachsen","Osnabrück, Niedersachsen","(NI)",8.93333333333333,14.7333333333333,12.7566513888889,5,1
"Braunschweig","Niedersachsen","Braunschweig, Niedersachsen","(NI)",9,14.05,13.0527402777778,6,0
"Mittenwald","Bayern","Mittenwald, Bayern","(BY)",7.71666666666667,12.0166666666667,10.3213657407407,4,5.06
"Lübbenau","Brandenburg","Lübbenau, Brandenburg","(BB)",8.93333333333333,13.85,12.4631444444444,5,0.2
"Marburg an der Lahn","Hessen","Marburg an der Lahn, Hessen","(HE)",9.03333333333333,15.7166666666667,12.7393638888889,5,0.4
"Dierhagen","Mecklenburg-Vorpommern","Dierhagen, Mecklenburg-Vorpommern","(MV)",8.8,10.4333333333333,13.6491,6,0
"Oberstaufen","Bayern","Oberstaufen, Bayern","(BY)",8.83333333333333,14.5,12.1797611111111,5,0.9
"Bad Saarow","Brandenburg","Bad Saarow, Brandenburg","(BB)",8.93333333333333,13.4833333333333,13.1668694444444,6,0
"Burg (Spreewald)","Brandenburg","Burg (Spreewald), Brandenburg","(BB)",8.96666666666667,13.8,12.4692300925926,5,0.2
