"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"22.01.2026",7.8,5.7,7.47911944444444,0,0
"23.01.2026",8.4,7.4,8.58856388888889,0,0
"24.01.2026",6.2,7.1,3.47755555555556,1.6,0
"25.01.2026",6.4,10.7,5.45182777777778,0.9,0
"26.01.2026",2.5,8.9,0,7.1,6
"27.01.2026",7.2,8,6.31921111111111,1.7,0
"28.01.2026",6.2,8.4,6.84036388888889,2.3,0
"29.01.2026",7,5.4,9.00685833333333,0,1
"30.01.2026",5.8,5.3,0.860719444444444,1.5,0
"31.01.2026",7.8,5.3,9.08626388888889,0,0
"01.02.2026",7.8,8.8,9.12673888888889,0,0
