"Ort","Bundesland","Bezeichnung","Lat","Lon","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Hamburg","Hamburg","Hamburg",53.550341,10.000654,3.56666666666667,-2.75,0.853077777777778,3,8.3
"Berlin","Berlin","Berlin",52.510885,13.3989367,4.15,-4.83333333333333,3.99247592592593,3,10.1
"Warnemünde","Mecklenburg-Vorpommern","Warnemünde, Mecklenburg-Vorpommern",54.1779039,12.0812875,5.03333333333333,-2.78333333333333,3.61191296296296,4,0.3
"Sankt Peter-Ording","Schleswig-Holstein","Sankt Peter-Ording, Schleswig-Holstein",54.3146777135231,8.60410826459091,5.26666666666667,-0.45,1.68893009259259,3,2.5
"Timmendorfer Strand","Schleswig-Holstein","Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,4.8,-1.91666666666667,2.2148412037037,3,0.8
"Norderney","Niedersachsen","Norderney, Niedersachsen",53.7056126,7.1438175,4.8,0.2,1.38880416666667,2,7.43
"Kühlungsborn","Mecklenburg-Vorpommern","Kühlungsborn, Mecklenburg-Vorpommern",54.1483764,11.7441876,5.05,-2.05,2.80534490740741,4,0.9
"Dresden","Sachsen","Dresden, Sachsen",51.0493286,13.7381437,3.45,-0.6,0.490923148148148,2,9.1
"München","Bayern","München, Bayern",48.1371079,11.5753822,3.78333333333333,1.4,3.76842407407407,1,12.4
"Köln","Nordrhein-Westfalen","Köln, Nordrhein-Westfalen",50.938361,6.959974,3.93333333333333,2.18333333333333,1.88917175925926,1,15.83
"Binz (Rügen)","Mecklenburg-Vorpommern","Binz (Rügen), Mecklenburg-Vorpommern",54.4010291,13.6076477,5.63333333333333,-1.81666666666667,4.20008842592593,3,1.9
"Cuxhaven","Niedersachsen","Cuxhaven, Niedersachsen",53.86878,8.698286,4.16666666666667,-0.883333333333333,0.624465740740741,3,8.2
"Leipzig","Sachsen","Leipzig, Sachsen",51.3406321,12.3747329,3.9,-0.433333333333333,1.63681018518519,2,8.4
"Frankfurt am Main","Hessen","Frankfurt am Main, Hessen",50.1106444,8.6820917,3.55,0.416666666666667,1.27845231481481,1,17.4
"Grömitz","Schleswig-Holstein","Grömitz, Schleswig-Holstein",54.1441095,10.9588499,4.86666666666667,-1.45,2.3606662037037,4,1.5
"Büsum","Schleswig-Holstein","Büsum, Schleswig-Holstein",54.1298489,8.8586989,4.63333333333333,-0.766666666666667,1.09401296296296,3,4.6
"Borkum","Niedersachsen","Borkum, Niedersachsen",53.5862669,6.6917449,4.7,0.283333333333333,1.61609074074074,2,6.7
"Konstanz","Baden-Württemberg","Konstanz, Baden-Württemberg",47.659216,9.1750718,4.15,2.9,2.76656805555556,1,14.8
"Boltenhagen","Mecklenburg-Vorpommern","Boltenhagen, Mecklenburg-Vorpommern",53.9864246,11.205923,4.93333333333333,-1.88333333333333,2.81465416666667,4,0.9
"Garmisch-Partenkirchen","Bayern","Garmisch-Partenkirchen, Bayern",47.4923741,11.0962815,2.58333333333333,1.71666666666667,2.79321157407407,0,22.3
"Lübeck","Schleswig-Holstein","Lübeck, Schleswig-Holstein",53.866444,10.684738,4.53333333333333,-2.71666666666667,2.28399444444444,2,2.1
"Waren (Müritz)","Mecklenburg-Vorpommern","Waren (Müritz), Mecklenburg-Vorpommern",53.5156249,12.6850606,5.26666666666667,-3.96666666666667,3.99438796296296,4,1.4
"Berchtesgaden","Bayern","Berchtesgaden, Bayern",47.6330221,13.0020051,1.73333333333333,0.383333333333333,1.85997546296296,0,17.6
"Heringsdorf (Usedom)","Mecklenburg-Vorpommern","Heringsdorf (Usedom), Mecklenburg-Vorpommern",53.9583117845254,14.1556338711397,5.66666666666667,-3.01666666666667,4.65971666666667,5,1
"Düsseldorf","Nordrhein-Westfalen","Düsseldorf, Nordrhein-Westfalen",51.2254018,6.7763137,3.98333333333333,1.85,1.82160787037037,1,21.14
"Rostock","Mecklenburg-Vorpommern","Rostock, Mecklenburg-Vorpommern",54.0886707,12.1400211,5.53333333333333,-3.28333333333333,3.65838611111111,5,0
"Lüneburg","Niedersachsen","Lüneburg, Niedersachsen",53.248706,10.407855,3.76666666666667,-2.91666666666667,0.935816666666667,3,10.8
"Scharbeutz","Schleswig-Holstein","Scharbeutz, Schleswig-Holstein",54.026634,10.7559481,4.8,-1.9,2.2148412037037,3,0.7
"Travemünde","Schleswig-Holstein","Travemünde, Schleswig-Holstein",53.9563395480557,10.8660828563105,4.8,-2.06666666666667,2.36846203703704,2,0.9
"Hannover","Niedersachsen","Hannover, Niedersachsen",52.3744779,9.7385532,3.86666666666667,-1.71666666666667,2.19580138888889,2,11.3
"Oberstdorf","Bayern","Oberstdorf, Bayern",47.4104347,10.2774409,1.51666666666667,1.81666666666667,2.6199,0,42.6
"Stuttgart","Baden-Württemberg","Stuttgart, Baden-Württemberg",48.7784485,9.1800132,3.46666666666667,2.63333333333333,1.49919212962963,1,10.1
"Münster","Nordrhein-Westfalen","Münster, Nordrhein-Westfalen",51.9625101,7.6251879,4.3,1.05,1.19995092592593,1,11.32
"Potsdam","Brandenburg","Potsdam, Brandenburg",52.4009309,13.0591397,4.06666666666667,-4.36666666666667,3.74355416666667,2,12
"Wismar","Mecklenburg-Vorpommern","Wismar, Mecklenburg-Vorpommern",53.8909832,11.4647932,4.76666666666667,-2.88333333333333,2.89196759259259,4,0.3
"Norddeich","Niedersachsen","Norddeich, Niedersachsen",53.6209520645092,7.16051439568982,4.46666666666667,-1.73333333333333,1.43236990740741,3,6.8
"Stralsund","Mecklenburg-Vorpommern","Stralsund, Mecklenburg-Vorpommern",54.3096314,13.0820846,5.63333333333333,-3.01666666666667,4.38936851851852,5,2.4
