"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",7,1.26,3.76871,4,1.2
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",6.6,0.14,3.73857666666667,4,3
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",7.36,3.06,4.60368666666667,4,0.3
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",7.52,3.66,4.31876944444444,4,0.2
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",6.16,0.24,2.75427555555556,2,2.5
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",6.88,0.06,3.19655666666667,4,0.3
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",7.88,2.74,6.17549111111111,5,0
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",7.12,0.4,5.45384277777778,4,0.5
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",6.52,1.74,5.62029555555556,4,4.5
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",7.12,3.88,5.71610388888889,4,7.2
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",7.4,4.68,2.96740888888889,5,0
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",7.24,4.04,2.534805,5,0
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",7.68,6.8,4.4389,4,0.2
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",6.68,2,4.62129055555556,3,0.76
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",7.72,4.02,4.39161888888889,5,0
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",7,0.02,5.67604444444444,4,1.9
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",7.68,2.04,6.40459555555556,4,1.1
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",7.44,2.86,3.53954055555556,5,0
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",7.72,2.88,6.593435,4,0.6
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",7.44,6.62,3.13243333333333,5,0
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",7.16,0.14,5.03918888888889,5,0
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",7.28,2.34,4.30281666666667,5,0
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",7.56,4.24,4.01077944444445,5,0
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",7.12,1.54,5.13232777777778,4,0.7
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",7.28,2.82,2.99739277777778,4,0.2
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",7.68,0.68,5.68789722222222,4,0.4
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",7.56,3.14,3.95224166666667,5,0
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",7.4,4.18,2.72341555555556,5,0
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",7.32,5.22,2.93640611111111,4,0.2
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",7.32,3.18,2.91681722222222,5,0
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",7.24,0.8,4.76182277777778,4,0.2
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",7.84,3.38,5.64212722222222,5,0
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",7.52,2.22,6.09424277777778,5,0
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",7.52,4.98,3.07484888888889,5,0
"Dinant","Belgien",50.2591813,4.9130588,"Dinant, Belgien",7.92,4.64,5.87018222222222,5,0
"Rotterdam","Niederlande",51.9244424,4.47775,"Rotterdam, Niederlande",7.48,4.2,3.22802944444444,5,0
"Antwerpen","Belgien",51.2211097,4.3997081,"Antwerpen, Belgien",7.44,4.02,3.242585,5,0
"Zandvoort","Niederlande",52.3719838,4.5302209,"Zandvoort, Niederlande",7.56,6.02,3.417295,5,0
"Český Krumlov","Tschechien",48.8106526,14.3150586,"Český Krumlov, Tschechien",7.16,0.72,5.55043333333333,5,0
"Terschelling","Niederlande",53.3643463061866,5.21443497127834,"Terschelling, Niederlande",7.32,7.02,2.48096666666667,5,0
"Noordwijk","Niederlande",52.2410856,4.4461969,"Noordwijk, Niederlande",7.56,5.56,3.38918444444444,5,0
"Bergen aan Zee","Niederlande",52.6607662,4.6316645,"Bergen aan Zee, Niederlande",7.52,5.84,2.81187666666667,5,0
"Nancy","Frankreich",48.6896465492961,6.18236505173213,"Nancy, Frankreich",7.96,3.52,6.75950222222222,5,0
"Brüssel","Belgien",50.8465573,4.351697,"Brüssel, Belgien",7.52,3.38,3.74142611111111,5,0
"Texel","Niederlande",53.0543143461686,4.79876535287512,"Texel, Niederlande",7.48,6.48,2.74436222222222,5,0
"Scheveningen","Niederlande",52.1067449,4.2736937,"Scheveningen, Niederlande",7.6,5.58,3.64638,5,0
"Fåborg","Dänemark",55.097087,10.2428246,"Fåborg, Dänemark",7.6,4.26,4.44321,5,0
"Salzburg","Österreich",47.7981346,13.0464806,"Salzburg, Österreich",6.18,0.98,4.39943222222222,4,4.5
"Renesse","Niederlande",51.7311823,3.7719799,"Renesse, Niederlande",7.68,6.06,3.91195666666667,5,0
"Linz","Österreich",48.3059078,14.286198,"Linz, Österreich",7.72,2.2,6.52910944444444,4,0.6
"Zürich","Schweiz",47.3744489,8.5410422,"Zürich, Schweiz",7.32,1.32,4.19121888888889,5,0
"Basel","Schweiz",47.5589680548118,7.58875075727046,"Basel, Schweiz",7.92,1.22,6.39285666666667,5,0
"Innsbruck","Österreich",47.2654296,11.3927685,"Innsbruck, Österreich",7.28,4.72,5.74814944444444,4,2.3
"Domburg","Niederlande",51.5632141,3.4967277,"Domburg, Niederlande",7.72,5.56,4.06788388888889,5,0
"Breslau","Polen",51.1082644352883,17.0337679840311,"Breslau, Polen",6.48,-0.1,2.19384166666667,4,0.3
"Køge","Dänemark",55.4565009,12.1818964,"Køge, Dänemark",7.52,4.14,4.34379388888889,5,0
"Posen","Polen",52.4082663,16.9335199,"Posen, Polen",6.92,1.26,3.08803666666667,4,0.1
"Zell am See","Österreich",47.3239636,12.7963165,"Zell am See, Österreich",7,4.1,5.76269611111111,4,12.7
"Brügge","Belgien",51.2085526,3.226772,"Brügge, Belgien",7.6,4.6,3.92244611111111,5,0
"Hallstatt","Österreich",47.5621698,13.6486697,"Hallstatt, Österreich",6.6,4.62,5.61952111111111,4,13.4
"Luzern","Schweiz",47.0505452,8.3054682,"Luzern, Schweiz",7.64,0.84,4.62460666666667,5,0
"De Haan","Belgien",51.2671194,3.0408427,"De Haan, Belgien",7.68,5.38,3.89015833333333,5,0
"Ostende","Belgien",51.2258565,2.919496,"Ostende, Belgien",7.68,5.4,3.9107,5,0
"Kopenhagen","Dänemark",55.6867243,12.5700724,"Kopenhagen, Dänemark",7.6,4.76,4.29150333333333,5,0
"Malmö","Schweden",55.6052931,13.0001566,"Malmö, Schweden",7.56,4.96,4.32479888888889,5,0
"Brünn","Tschechien",49.1944262292563,16.6077238664507,"Brünn, Tschechien",7.6,1.54,4.7754,5,0
"Meran","Italien",46.6695547,11.1594185,"Meran, Italien",8.32,9.6,7.30079888888889,5,0
"Bern","Schweiz",46.9484742,7.4521749,"Bern, Schweiz",7.36,0.84,4.11776777777778,5,0
"Bornholm","Dänemark",55.1431224,14.9226297,"Bornholm, Dänemark",7.48,3.58,4.39841,4,0.6
"Aarhus","Dänemark",56.1496278,10.2134046,"Aarhus, Dänemark",7.56,3.8,4.14873555555556,4,0.3
"St. Moritz","Schweiz",46.4978958,9.8392428,"St. Moritz, Schweiz",7.24,-1.2,7.36242944444444,5,0
"Hvide Sande","Dänemark",56.0057884,8.1288435,"Hvide Sande, Dänemark",7.76,6.68,4.76304277777778,4,0.8
"Interlaken","Schweiz",46.6855231,7.8585139,"Interlaken, Schweiz",8.08,4.86,7.15017055555556,5,0
"Bozen","Italien",46.4984781,11.3547399,"Bozen, Italien",8.24,8.74,7.32834833333333,5,0
"Wien","Österreich",48.2083537,16.3725042,"Wien, Österreich",7.84,2.38,6.23672111111111,5,0
"Dijon","Frankreich",47.3306482417266,5.04637916570386,"Dijon, Frankreich",7.84,2.66,5.99213888888889,5,0
"Ostrava","Tschechien",49.8357051466446,18.2847749462072,"Ostrava, Tschechien",6.04,0.02,1.81623388888889,2,3.3
"Klagenfurt am Wörthersee","Österreich",46.623943,14.3075976,"Klagenfurt am Wörthersee, Österreich",7.84,2.24,6.31837277777778,4,0.3
"Riva del Garda","Italien",45.8847708,10.8396942,"Riva del Garda, Italien",8.28,8.84,7.41595333333333,5,0
"Graz","Österreich",47.0708678,15.4382786,"Graz, Österreich",7.4,1.26,5.70941111111111,4,1.9
"Le Touquet-Paris-Plage","Frankreich",50.519693648444,1.5869973052921,"Le Touquet-Paris-Plage, Frankreich",7.56,6.12,5.23507388888889,3,5.8
"Bratislava","Slowakei",48.1516988,17.1093063,"Bratislava, Slowakei",7.84,2.74,6.59776666666667,5,0
"Zermatt","Schweiz",46.0212076,7.749254,"Zermatt, Schweiz",8,3.64,7.45796833333333,5,0
"Bled","Slowenien",46.3684202,14.1100595,"Bled, Slowenien",8.08,3.86,7.19920888888889,5,0
"Paris","Frankreich",48.8534951,2.3483915,"Paris, Frankreich",8.08,4.24,6.71815,5,0
