"Ort","Bundesland","Bezeichnung","Lat","Lon","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Hamburg","Hamburg","Hamburg",53.550341,10.000654,5.8,8.1,10.7422916666667,0,2.3
"Berlin","Berlin","Berlin",52.510885,13.3989367,7.6,10.2,10.9944055555556,0,0.9
"Warnemünde","Mecklenburg-Vorpommern","Warnemünde, Mecklenburg-Vorpommern",54.1779039,12.0812875,6.4,7.5,9.00540833333333,0,2.6
"Sankt Peter-Ording","Schleswig-Holstein","Sankt Peter-Ording, Schleswig-Holstein",54.3146777135231,8.60410826459091,7,6.5,12.3751027777778,0,0
"Timmendorfer Strand","Schleswig-Holstein","Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,6.4,7.7,8.88922777777778,0,2.2
"Norderney","Niedersachsen","Norderney, Niedersachsen",53.7056126,7.1438175,1,8.4,4.11868611111111,0,8.4
"Kühlungsborn","Mecklenburg-Vorpommern","Kühlungsborn, Mecklenburg-Vorpommern",54.1483764,11.7441876,6,7.1,8.241,0,2.8
"Dresden","Sachsen","Dresden, Sachsen",51.0493286,13.7381437,8,13.9,9.4116,0,0.3
"München","Bayern","München, Bayern",48.1371079,11.5753822,6.8,12.9,5.67890277777778,0,1.8
"Köln","Nordrhein-Westfalen","Köln, Nordrhein-Westfalen",50.938361,6.959974,4.8,9.6,2.37296111111111,0,3.7
"Binz (Rügen)","Mecklenburg-Vorpommern","Binz (Rügen), Mecklenburg-Vorpommern",54.4010291,13.6076477,6.6,7,10.7738027777778,0,3
"Cuxhaven","Niedersachsen","Cuxhaven, Niedersachsen",53.86878,8.698286,6.6,6.9,10.8948138888889,0,1
"Leipzig","Sachsen","Leipzig, Sachsen",51.3406321,12.3747329,8.2,11.7,11.1133777777778,1,0
"Frankfurt am Main","Hessen","Frankfurt am Main, Hessen",50.1106444,8.6820917,7.8,12.1,11.4294111111111,0,0.4
"Grömitz","Schleswig-Holstein","Grömitz, Schleswig-Holstein",54.1441095,10.9588499,6.4,6.6,8.91092222222222,0,2
"Büsum","Schleswig-Holstein","Büsum, Schleswig-Holstein",54.1298489,8.8586989,6.4,6.6,11.6768388888889,0,0.5
"Borkum","Niedersachsen","Borkum, Niedersachsen",53.5862669,6.6917449,3.3,8.1,4.75754722222222,0,8.1
"Konstanz","Baden-Württemberg","Konstanz, Baden-Württemberg",47.659216,9.1750718,5.6,10.7,0,0,4.5
"Boltenhagen","Mecklenburg-Vorpommern","Boltenhagen, Mecklenburg-Vorpommern",53.9864246,11.205923,6.4,7.1,8.66659166666667,0,2.5
"Garmisch-Partenkirchen","Bayern","Garmisch-Partenkirchen, Bayern",47.4923741,11.0962815,6.6,7,7.6845,0,1.4
"Lübeck","Schleswig-Holstein","Lübeck, Schleswig-Holstein",53.866444,10.684738,5.4,7.7,9.49458055555555,0,2.2
"Waren (Müritz)","Mecklenburg-Vorpommern","Waren (Müritz), Mecklenburg-Vorpommern",53.5156249,12.6850606,6.8,7.2,8.58348333333333,0,1.9
"Berchtesgaden","Bayern","Berchtesgaden, Bayern",47.6330221,13.0020051,6.6,11.3,6.17188055555556,0,1
"Heringsdorf (Usedom)","Mecklenburg-Vorpommern","Heringsdorf (Usedom), Mecklenburg-Vorpommern",53.9583117845254,14.1556338711397,6.8,7.4,9.65170277777778,0,1.5
"Düsseldorf","Nordrhein-Westfalen","Düsseldorf, Nordrhein-Westfalen",51.2254018,6.7763137,5.2,8.9,2.56955,0,7.3
"Rostock","Mecklenburg-Vorpommern","Rostock, Mecklenburg-Vorpommern",54.0886707,12.1400211,6.4,7.4,8.89765,0,2.6
"Lüneburg","Niedersachsen","Lüneburg, Niedersachsen",53.248706,10.407855,6.4,8.3,8.40854166666667,0,2.6
"Scharbeutz","Schleswig-Holstein","Scharbeutz, Schleswig-Holstein",54.026634,10.7559481,6.4,7.7,8.88922777777778,0,2.2
"Travemünde","Schleswig-Holstein","Travemünde, Schleswig-Holstein",53.9563395480557,10.8660828563105,6.4,7.8,8.915225,0,2.2
"Hannover","Niedersachsen","Hannover, Niedersachsen",52.3744779,9.7385532,7.2,9.2,11.3199333333333,0,1.4
"Oberstdorf","Bayern","Oberstdorf, Bayern",47.4104347,10.2774409,6.2,6.8,4.05489444444444,0,2.3
"Stuttgart","Baden-Württemberg","Stuttgart, Baden-Württemberg",48.7784485,9.1800132,7.8,13.5,10.4159111111111,0,1.4
"Münster","Nordrhein-Westfalen","Münster, Nordrhein-Westfalen",51.9625101,7.6251879,2.9,7.1,0.39915,0,5.5
"Potsdam","Brandenburg","Potsdam, Brandenburg",52.4009309,13.0591397,7.6,10.3,12.6167166666667,0,1.1
"Wismar","Mecklenburg-Vorpommern","Wismar, Mecklenburg-Vorpommern",53.8909832,11.4647932,6.4,7.2,8.01938888888889,0,2.8
"Norddeich","Niedersachsen","Norddeich, Niedersachsen",53.6209520645092,7.16051439568982,1,7.5,4.11469722222222,0,8.2
"Stralsund","Mecklenburg-Vorpommern","Stralsund, Mecklenburg-Vorpommern",54.3096314,13.0820846,6.4,7.6,9.41438055555555,0,3
"Koblenz","Rheinland-Pfalz","Koblenz, Rheinland-Pfalz",50.3533278,7.5943951,5.4,10.6,0.348202777777778,0,6
"Lindau","Bayern","Lindau, Bayern",47.550753,9.6926624,5,8.1,0,0,4.6
"Heidelberg","Baden-Württemberg","Heidelberg, Baden-Württemberg",49.4093582,8.694724,8.2,14.7,11.5567361111111,0,0.4
"Zingst","Mecklenburg-Vorpommern","Zingst, Mecklenburg-Vorpommern",54.4387302,12.6821366,6.6,7.1,8.10831388888889,0,2.4
"Erfurt","Thüringen","Erfurt, Thüringen",50.9777974,11.0287364,8,11.9,11.212525,0,0.2
"Juist","Niedersachsen","Juist, Niedersachsen",53.6784483,6.9956079,3.3,7.4,4.11469722222222,0,8.2
"Greetsiel","Niedersachsen","Greetsiel, Niedersachsen",53.4999753,7.0906967,1.2,7.6,5.942025,0,6.6
"Heiligenhafen","Schleswig-Holstein","Heiligenhafen, Schleswig-Holstein",54.3717445,10.9809235,6.6,7.5,9.04185833333333,0,1.4
"Füssen","Bayern","Füssen, Bayern",47.5675998,10.6993217,6.4,7.9,4.69285555555556,0,1.3
"Bremen","Bremen","Bremen",53.0758196,8.8071646,6.6,8,9.00573611111111,0,1.4
"Kiel","Schleswig-Holstein","Kiel, Schleswig-Holstein",54.3227085,10.135555,5.8,7.1,11.3749916666667,0,0.8
"Bamberg","Bayern","Bamberg, Bayern",49.8916044,10.8868478,7.6,13.8,9.11626388888889,0,0.5
"Freiburg im Breisgau","Baden-Württemberg","Freiburg im Breisgau, Baden-Württemberg",47.9960901,7.8494005,7,12.2,4.90922777777778,0,1.4
