"Datum","Score","Höchst&shy;temperatur","Sonnen&shy;stunden","Niederschlags&shy;menge in mm","Regen&shy;stunden"
"18.11.2025",5.4,7.3,4.57628055555556,0.5,4
"19.11.2025",1.9,7.3,1.26563055555556,1,11
"20.11.2025",6.6,5.5,3.17142777777778,1.5,0
"21.11.2025",7.6,3.5,4.09004444444444,0,0
"22.11.2025",6.2,-0.1,4.19833333333333,0,0
"23.11.2025",6.2,4.2,4.38527777777778,1.1,0
"24.11.2025",2.1,4.2,0,13.2,7
"25.11.2025",6.8,7.8,7.03826666666667,0.6,0
"26.11.2025",7.2,7.9,7.06230277777778,0,0
"27.11.2025",4.6,5.9,0,6,0
"28.11.2025",5.2,7.4,1.53389722222222,3,0
