"Ort","Land","Lat","Lon","Ort und Land","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Berlin","Deutschland",52.510885,13.3989367,"Berlin, Deutschland",8.6,14.2,13.72805,3,0.6
"München","Deutschland",48.1371079,11.5753822,"München, Deutschland",7.95,12.925,13.2095736111111,3,7.3
"Hamburg","Deutschland",53.550341,10.000654,"Hamburg, Deutschland",8.05,14.65,12.4594236111111,3,9
"Köln","Deutschland",50.938361,6.959974,"Köln, Deutschland",7.9,15.45,9.61732847222222,3,4.9
"Dresden","Deutschland",51.0493286,13.7381437,"Dresden, Deutschland",8.2,13.35,13.6479854166667,1,1.3
"Leipzig","Deutschland",51.3406321,12.3747329,"Leipzig, Deutschland",8.2,14.05,13.3174847222222,2,3.1
"Frankfurt am Main","Deutschland",50.1106444,8.6820917,"Frankfurt am Main, Deutschland",8.6,15.85,12.1992555555556,4,0
"Freiburg im Breisgau","Deutschland",47.9960901,7.8494005,"Freiburg im Breisgau, Deutschland",8.05,16.675,11.8664138888889,3,5.1
"Berchtesgaden","Deutschland",47.6330221,13.0020051,"Berchtesgaden, Deutschland",6.275,11.725,12.7864263888889,0,2.7
"Garmisch-Partenkirchen","Deutschland",47.4923741,11.0962815,"Garmisch-Partenkirchen, Deutschland",5.675,12.025,12.7766659722222,0,7.8
"Binz (Rügen)","Deutschland",54.4010291,13.6076477,"Binz (Rügen), Deutschland",8.55,9.8,13.41125625,4,0
"Heringsdorf (Usedom)","Deutschland",53.9574755379561,14.1561145382659,"Heringsdorf (Usedom), Deutschland",8.7,11.05,13.9245368055556,4,0
"Westerland (Sylt)","Deutschland",54.9064856,8.3071734,"Westerland (Sylt), Deutschland",8.25,9.675,12.8953479166667,4,0
"Wernigerode (Harz)","Deutschland",51.8344172,10.7862526,"Wernigerode (Harz), Deutschland",7.55,12.125,12.7543986111111,1,7.7
"Cochem (Mosel)","Deutschland",50.1483916,7.1663195,"Cochem (Mosel), Deutschland",7.65,15.675,9.44666944444445,2,10.2
"Kempten (Allgäu)","Deutschland",47.7283301033609,10.3134956128828,"Kempten (Allgäu), Deutschland",7.65,13.15,12.4223458333333,3,3.9
"Nürnberg","Deutschland",49.453872,11.077298,"Nürnberg, Deutschland",8.4,14.675,12.6742888888889,3,1.2
"Münster","Deutschland",51.9625101,7.6251879,"Münster, Deutschland",8.35,16.1,12.0626680555556,3,1.8
"Stuttgart","Deutschland",48.7784485,9.1800132,"Stuttgart, Deutschland",8.35,15.75,12.9572555555556,3,2.4
"Norderney","Deutschland",53.7056126,7.1438175,"Norderney, Deutschland",8.1,10.475,11.2316673611111,4,0
"Erfurt","Deutschland",50.9777974,11.0287364,"Erfurt, Deutschland",8.2,13.225,12.6062569444444,3,1.7
"Bremen","Deutschland",53.0758196,8.8071646,"Bremen, Deutschland",8.1,13.45,12.3599993055556,3,6.3
"Timmendorfer Strand","Deutschland",53.9981853,10.7799016,"Timmendorfer Strand, Deutschland",8.15,11.325,13.3906520833333,3,9.8
"Karlsbad","Tschechien",50.2306216,12.8701437,"Karlsbad, Tschechien",8.4,12.6,13.7795055555556,3,0.3
"Enschede","Niederlande",52.2203520784103,6.89276277399481,"Enschede, Niederlande",8.35,15.675,12.5498013888889,3,3
"Pilsen","Tschechien",49.738291083662,13.373815095209,"Pilsen, Tschechien",8.45,12.9,13.7776326388889,3,0.9
"Maastricht","Niederlande",50.8512438,5.6909768,"Maastricht, Niederlande",8.15,16.375,11.0436145833333,3,5.5
"Giethoorn","Niederlande",52.741105,6.077431,"Giethoorn, Niederlande",8.2,14.25,13.4382645833333,2,7.8
"Groningen","Niederlande",53.2194889849201,6.56569017951351,"Groningen, Niederlande",7.75,14.325,10.1495513888889,2,5.4
"Eindhoven","Niederlande",51.4380321789511,5.47601718115641,"Eindhoven, Niederlande",8.3,16.1,11.3029451388889,2,5.5
"Prag","Tschechien",50.0874654,14.4212535,"Prag, Tschechien",8.4,13.325,13.5746493055556,2,0.9
"Luxemburg","Luxemburg",49.6121816191827,6.12761269146448,"Luxemburg",7.95,14.825,10.1218423611111,3,10.2
"Straßburg","Frankreich",48.584614,7.7507127,"Straßburg, Frankreich",8.45,16.375,12.3486222222222,3,0.6
"Amsterdam","Niederlande",52.3730796,4.8924534,"Amsterdam, Niederlande",7.95,14.95,11.7211701388889,1,4.4
"Dinant","Belgien",50.2591813,4.9130588,"Dinant, Belgien",8.25,16.275,10.9689104166667,3,6.6
"Rotterdam","Niederlande",51.9244424,4.47775,"Rotterdam, Niederlande",8.1,15.35,12.3375319444444,2,7.5
"Antwerpen","Belgien",51.2211097,4.3997081,"Antwerpen, Belgien",8.35,16.65,11.4841847222222,2,6.6
"Zandvoort","Niederlande",52.3719838,4.5302209,"Zandvoort, Niederlande",8,12.55,12.0762715277778,2,4.9
"Český Krumlov","Tschechien",48.8106526,14.3150586,"Český Krumlov, Tschechien",8,11.075,12.6326027777778,4,0
"Terschelling","Niederlande",53.3643463061866,5.21443497127834,"Terschelling, Niederlande",8.35,11.1,12.2482388888889,3,0.1
"Noordwijk","Niederlande",52.2410856,4.4461969,"Noordwijk, Niederlande",8.1,14.6,12.3122916666667,1,3.8
"Bergen aan Zee","Niederlande",52.6607662,4.6316645,"Bergen aan Zee, Niederlande",8.2,13.875,12.16559375,1,1.3
"Nancy","Frankreich",48.6896465492961,6.18236505173213,"Nancy, Frankreich",8.15,14.9,12.7355381944444,3,2.5
"Brüssel","Belgien",50.8465573,4.351697,"Brüssel, Belgien",8.4,17.1,10.5218541666667,2,1.9
"Texel","Niederlande",53.0543143461686,4.79876535287512,"Texel, Niederlande",8.2,12.7,12.8387055555556,1,2.7
"Scheveningen","Niederlande",52.1067449,4.2736937,"Scheveningen, Niederlande",8.2,14.725,12.6386055555556,2,2.1
"Fåborg","Dänemark",55.097087,10.2428246,"Fåborg, Dänemark",7.8,11.925,10.7829263888889,2,2.4
"Salzburg","Österreich",47.7981346,13.0464806,"Salzburg, Österreich",6.475,13.125,13.41290625,0,1.9
"Renesse","Niederlande",51.7311823,3.7719799,"Renesse, Niederlande",8.2,14.725,11.8051527777778,2,5
"Linz","Österreich",48.3059078,14.286198,"Linz, Österreich",8.4,13.6,13.7698618055556,2,0.9
"Zürich","Schweiz",47.3744489,8.5410422,"Zürich, Schweiz",8.15,15.825,12.3660319444444,3,0.3
"Basel","Schweiz",47.5589680548118,7.58875075727046,"Basel, Schweiz",8.2,16.225,12.5532756944444,3,1.2
